Question,Answer,generated_answer
"[""Is Alana Locke portraying the character of Young Beth in the movie 'One Missed Call 2008' played by an actor other than Shannyn Sossamon when she grows up?""]",no,yes
"[""In the movie 'One Missed Call 2008', does Shannyn Sossamon play the adult version of the character Young Beth, originally portrayed by Alana Locke?""]",yes,yes
"[""Is the character Beth Raymond in the movie 'One Missed Call 2008' portrayed by an actor other than Shannyn Sossamon?""]",no,yes
"[""Does Shannyn Sossamon play the role of Beth Raymond in the movie 'One Missed Call 2008'?""]",yes,yes
"[""Is Edward Burns not a part of the cast in the movie 'One Missed Call 2008'?""]",no,yes
"[""Does Edward Burns play the role of Detective Jack Andrews in the movie 'One Missed Call 2008'?""]",yes,yes
"""Did Ana Claudia Talancón portray a character named John Smith in the movie 'One Missed Call 2008'?""",no,yes
"""In the movie 'One Missed Call 2008', is the character Taylor Anthony portrayed by Ana Claudia Talancón?""",yes,yes
"[""Did Ray Wise play the role of a character named John Smith in the movie 'One Missed Call 2008'?""]",no,yes
"[""Did Ray Wise portray the character Ted Summers in the movie 'One Missed Call 2008'?""]",yes,yes
"[""Is Azura Skye playing the character of a detective in the movie 'One Missed Call 2008'?""]",no,yes
"[""Does Azura Skye perform the character of Leann Cole in the movie 'One Missed Call 2008'?""]",yes,yes
"[""Does Johnny Lewis play the role of a character named Brian Sousa in the movie 'One Missed Call 2008'?""]",yes,yes
"[""In the movie 'One Missed Call 2008', is Johnny Lewis not involved in the cast?""]",no,yes
"Did Jason Beghe portray a character named John Doe in the movie ""One Missed Call 2008""?",no,yes
"Does Jason Beghe portray a character named Ray Purvis in the movie ""One Missed Call 2008""?",yes,yes
"Did Margaret Cho play the role of Mickey Lee in the movie ""One Missed Call 2008""?",yes,yes
"Was Margaret Cho absent from the cast of ""One Missed Call 2008""?",no,yes
"""Did Meagan Good play the role of a character named John in the movie 'One Missed Call 2008'?""",no,yes
"""In the movie 'One Missed Call 2008', did Meagan Good act as Shelley Baum?""",yes,yes
"""Did Rhoda Griffis play the role of a male character in the movie 'One Missed Call 2008'?""",no,yes
"""In the movie 'One Missed Call 2008', does Rhoda Griffis perform the character of Marie Layton?""",yes,yes
"[""Is Dawn Dininger the director of 'One Missed Call 2008'?""]",no,yes
"[""Does Dawn Dininger portray the ghost of Marie Layton in the movie 'One Missed Call 2008'?""]",yes,yes
"Is Ariel Winter not involved in the movie ""One Missed Call 2008""?",no,yes
"Does Ariel Winter play the role of Ellie Layton in the movie ""One Missed Call 2008""?",yes,yes
"Did Sarah Jean Kubik portray the character of a detective in the movie ""One Missed Call 2008""?",no,yes
"Did Sarah Jean Kubik portray the ghost of Ellie Layton in the movie ""One Missed Call 2008""?",yes,yes
"[""Is Raegan Lamb not involved in the movie 'One Missed Call 2008' as Laurel Layton?""]",no,yes
"[""Did Raegan Lamb play the role of Laurel Layton in the movie 'One Missed Call 2008'?""]",yes,yes
"[""Did Karen Bayer play the role of Mr. Ford in the movie 'One Missed Call 2008'?""]",no,yes
"[""Is Karen Bayer the actress who portrays Mrs. Ford in 'One Missed Call 2008'?""]",yes,yes
"[""Did Dave Spector perform as a character named John in the movie 'One Missed Call 2008'?""]",no,yes
"[""In the movie 'One Missed Call 2008', did Dave Spector perform as a character named Gary?""]",yes,yes
"[""Does Mary Lynn Owen portray a character named Julie Cohn in the movie 'One Missed Call 2008'?""]",yes,yes
"[""In 'One Missed Call 2008', is Julie Cohn a character played by an actor other than Mary Lynn Owen?""]",no,yes
"""In the movie 'One Missed Call 2008', did Roy McCrerey play the role of a police officer?""",no,yes
"""Does Roy McCrerey play the role of Dr. Painter in the movie 'One Missed Call 2008'?""",yes,yes
"[""Is Greg Corbett not a part of the cast in the movie 'One Missed Call 2008'?""]",no,yes
"[""Does Greg Corbett play the character John in the movie 'One Missed Call 2008'?""]",yes,yes
"[""Did Bart Hansard play the role of a character named John in the movie 'One Missed Call 2008'?""]",no,yes
"[""Did Bart Hansard perform as Howie in the movie 'One Missed Call 2008'?""]",yes,yes
"""Did Katie Kneeland play the character of John in the movie 'One Missed Call 2008'?""",no,yes
"""In the movie 'One Missed Call 2008', is the character Maddie portrayed by Katie Kneeland?""",yes,yes
"""Did Jason Horgan play the role of a character named Dr. Smith in the movie 'One Missed Call 2008'?""",no,yes
"""In the movie 'One Missed Call 2008', did Jason Horgan portray the character Dr. Brown?""",yes,yes
"Did Kaira Akita play the role of a character named Bob in the movie ""One Missed Call 2008""?",no,yes
"In the movie ""One Missed Call 2008"", did Kaira Akita perform as a character named Jewel?",yes,yes
"""Did Laura Harring play the role of Mr. Raymond in the movie 'One Missed Call 2008'?""",no,yes
"""In the movie 'One Missed Call 2008', did Laura Harring portray the character Mrs. Raymond?""",yes,yes
"[""Did Wilbur Fitzgerald play the role of a doctor in the movie 'One Missed Call 2008'?""]",no,yes
"[""In the movie 'One Missed Call 2008', did Wilbur Fitzgerald perform as a Lieutenant?""]",yes,yes
