Question,Answer,generated_answer
"[""Did Sandra Bullock not appear in the 2009 movie 'All About Steve'?""]",no,yes
"[""Did Sandra Bullock star in the movie 'All About Steve' released in 2009?""]",yes,yes
"[""Was the 2009 movie 'All About Steve' not acquired by Fox 2000 Pictures?""]",no,yes
"[""Was the script for the 2009 movie 'All About Steve' penned by Kim Barker and developed as a starring vehicle for Sandra Bullock?""]",yes,yes
"[""Was the movie 'All About Steve' released in the year 2010?""]",no,yes
"[""Was the movie 'All About Steve' released on September 4, 2009?""]",yes,yes
"[""Did Bradley Cooper not co-star with Sandra Bullock in the movie 'All About Steve' released in 2009?""]",no,yes
"[""Did Bradley Cooper co-star with Sandra Bullock in the 2009 movie 'All About Steve'?""]",yes,yes
"""Did the 2009 movie 'All About Steve' film its scenes featuring the collapsed mine and sink hole at a location other than The Walt Disney Company's Golden Oak Ranch near Santa Clarita, California?""",no,yes
"""Were the scenes featuring the collapsed mine and sink hole in the 2009 movie 'All About Steve' filmed at The Walt Disney Company's Golden Oak Ranch near Santa Clarita, California?""",yes,yes
"""Did the production of the movie 'All About Steve' begin in 2009?""",no,yes
"""Did the production of the movie 'All About Steve' begin in July 2007?""",yes,yes
