Question,Answer,generated_answer
"[""Did the movie 'Space Jam A New Legacy 2021' plan to exclude the Looney Tunes?""]",no,yes
"[""Were the Looney Tunes planned to be involved in the movie 'Space Jam A New Legacy 2021'?""]",yes,yes
"[""Did Mel Brooks plan to voice an alien villain named Berserk-O! in the movie 'Space Jam A New Legacy 2021'?""]",no,yes
"[""Was there a character planned to be voiced by Mel Brooks in 'Space Jam A New Legacy 2021'?""]",yes,yes
"[""Is 'Looney Tunes: Back in Action' not related to 'Space Jam  A New Legacy 2021' in terms of their production company?""]",no,yes
"[""Were 'Space Jam  A New Legacy 2021' and 'Looney Tunes: Back in Action' both released by Warner Bros. as animated sports comedy films?""]",yes,yes
"""Did Jackie Chan star in the actual movie 'Space Jam A New Legacy 2021' instead of the potential sequel 'Spy Jam'?""",no,yes
"""Was Jackie Chan supposed to star in a different script for the potential sequel 'Spy Jam' related to 'Space Jam A New Legacy 2021'?""",yes,yes
"[""Is 'Race Jam' a movie that was planned by Warner Bros. starring Jeff Gordon in 'Space Jam A New Legacy 2021'?""]",no,yes
"[""Does the context of 'Race Jam' and 'Jeff Gordon' relate to a planned film production in 'Space Jam A New Legacy 2021'?""]",yes,yes
"[""Is Michael Jordan the main star in the sequel of Space Jam, 'Space Jam A New Legacy 2021'?""]",no,yes
"[""Was the development of a sequel to 'Space Jam', titled 'Space Jam A New Legacy 2021', starring LeBron James announced by Warner Bros. in February 2014?""]",yes,yes
"Was the movie ""Space Jam A New Legacy 2021"" originally intended to star Tony Hawk under the title ""Skate Jam""?",yes,yes
"Did the production of ""Skate Jam"" starring Tony Hawk proceed as planned after the release of Looney Tunes: Back in Action?",no,yes
"[""Did the movie 'Space Jam A New Legacy 2021' get cancelled due to the poor financial performance of 'Looney Tunes: Back in Action'?""]",no,yes
"[""Did the poor financial performance of 'Looney Tunes: Back in Action' affect the production of another movie?""]",yes,yes
"""Did Jeff Gordon make a cameo appearance in 'Space Jam  A New Legacy 2021'?""",no,yes
"""Is 'Looney Tunes: Back in Action' related to 'Space Jam  A New Legacy 2021' through the context of production and cameo appearances?""",yes,yes
"""Did James break his contract with Warner Bros. for the movie 'Space Jam A New Legacy 2021'?""",no,yes
"""Did James and his film studio, SpringHill Entertainment, sign a deal with Warner Bros. for television, film, and digital content in 2015?""",yes,yes
"""Did SpringHill Entertainment, associated with 'Space Jam  A New Legacy 2021', sign a deal with Disney in July 2015?""",no,yes
"""Did SpringHill Entertainment, associated with 'Space Jam  A New Legacy 2021', sign a deal with Warner Bros. in July 2015?""",yes,yes
"""Did Terence Nance leave the project of 'Space Jam  A New Legacy 2021' in August 2018?""",no,yes
"""Was Terence Nance hired to direct the film 'Space Jam  A New Legacy 2021' after Lin left the project in August 2018?""",yes,yes
"""Did Ryan Coogler direct the movie 'Space Jam A New Legacy 2021'?""",no,yes
"""Was Ryan Coogler announced as a producer for the film 'Space Jam A New Legacy 2021' in September 2018?""",yes,yes
"Did SpringHill Entertainment release a promotional teaser image for a movie other than ""Space Jam A New Legacy 2021""?",no,yes
"Did SpringHill Entertainment release a promotional teaser image for ""Space Jam A New Legacy 2021""?",yes,yes
"""Did the filming of 'Space Jam A New Legacy 2021' take place outside of California?""",no,yes
"""Did the filming of 'Space Jam A New Legacy 2021' take place within a 30 mile radius of Los Angeles, California?""",yes,yes
"""Did Malcolm D. Lee leave the project of 'Space Jam  A New Legacy 2021' because of different takes on the creative vision?""",no,yes
"""Did Malcolm D. Lee serve as a replacement director for 'Space Jam  A New Legacy 2021' after Nance left the project?""",yes,yes
"Did Nance stay with the project of ""Space Jam A New Legacy 2021"" despite having different takes on the creative vision with the studio/producers?",no,yes
"Did Nance leave the project of ""Space Jam A New Legacy 2021"" because he and the studio/producers had different takes on the creative vision?",yes,yes
"[""Was Bugs Bunny's planned visit to the world of Pokémon included in the final film of 'Space Jam A New Legacy 2021'?""]",no,yes
"[""Was there a planned scene involving Bugs Bunny visiting the world of Pokémon in the production of 'Space Jam A New Legacy 2021'?""]",yes,yes
"Did Bugs Bunny's planned visit to the world of The Iron Giant make it to the final cut of ""Space Jam A New Legacy 2021""?",no,yes
"Was there a scene involving Bugs Bunny visiting the world of The Iron Giant initially planned for ""Space Jam A New Legacy 2021""?",yes,yes
"""Was Bugs Bunny's planned visit to the world of Akira included in the final film of 'Space Jam A New Legacy 2021'?""",no,yes
"""Was there a plan for Bugs Bunny to visit the world of Akira in the production of 'Space Jam A New Legacy 2021'?""",yes,yes
"[""Is Elmer Fudd not included in the movie 'Space Jam A New Legacy 2021' as suggested by the trailer?""]",no,yes
"[""Does the inclusion of Elmer Fudd in the trailer of 'Space Jam A New Legacy 2021' suggest a connection between Looney Tunes Cartoons and Elmer Fudd?""]",yes,yes
"[""Is Yosemite Sam not featured in the movie 'Space Jam A New Legacy 2021' according to the trailer?""]",no,yes
"[""Does the trailer for 'Space Jam A New Legacy 2021' reveal a relationship between Looney Tunes Cartoons and Yosemite Sam?""]",yes,yes
"[""Does the movie 'Space Jam A New Legacy 2021' have no connection with HBO Max's Looney Tunes Cartoons in terms of the depiction of firearms?""]",no,yes
"[""In the context of the movie 'Space Jam A New Legacy 2021', were Elmer Fudd and Yosemite Sam allowed to carry their trademark guns in the trailer, showing a connection between HBO Max's Looney Tunes Cartoons and the depiction of firearms?""]",yes,yes
"""Did Pixar provide the visual effects and computer animation for the Looney Tunes characters in the movie 'Space Jam A New Legacy 2021'?""",no,yes
"""Were the visual effects and computer animation for the Looney Tunes characters in 'Space Jam A New Legacy 2021' provided by Lucasfilm's visual effects division, Industrial Light & Magic (ILM)?""",yes,yes
"""Did Pixar Animation provide the animation for the Looney Tunes characters in 'Space Jam A New Legacy 2021'?""",no,yes
"""Were the Looney Tunes characters in 'Space Jam A New Legacy 2021' animated by Company 3 Animation?""",yes,yes
"[""Did Pixar previously work with Warner Brothers on Looney Tunes Cartoons for the movie 'Space Jam A New Legacy 2021'?""]",no,yes
"[""Was it Warner Brothers who previously worked with Looney Tunes Cartoons for the movie 'Space Jam A New Legacy 2021'?""]",yes,yes
"[""Did Mark Henn remain at Walt Disney Animation Studios and not join Warner Animation Group for the movie 'Space Jam A New Legacy 2021'?""]",no,yes
"[""Did veteran Walt Disney Animation Studios animator Mark Henn join Warner Animation Group in January 2020 to work on 'Space Jam A New Legacy 2021'?""]",yes,yes
"[""Is Tony Bancroft not associated with the production of the movie 'Space Jam  A New Legacy 2021'?""]",no,yes
"[""Was Tony Bancroft, a veteran Walt Disney Animation Studios animator, hired by Warner Animation Group to work on the film 'Space Jam  A New Legacy 2021'?""]",yes,yes
"Did Matt Williames start working on ""Space Jam  A New Legacy 2021"" before ""Looney Tunes: Back in Action""?",no,yes
"Did Matt Williames, who had not worked with Warner Bros since ""Looney Tunes: Back in Action"", start doing animation for ""Space Jam  A New Legacy 2021""?",yes,yes
"Did Ole Loken announce that he would not be serving as an animator on the film ""Space Jam  A New Legacy 2021""?",no,yes
"Did Ole Loken, known for his work on Klaus, announce in May 2020 that he would be involved in the animation of the movie ""Space Jam  A New Legacy 2021""?",yes,yes
