node_1,node_2,edge,chunk_id,node_3,count
movie,summary,"A movie is represented by its summary, which provides a brief overview of the plot and characters in the movie.",fa9c5316302d47338852871378a12a93,,4
the help,help,"The film and novel share the same title as they both focus on exposing the challenges faced by African American people during the Civil Rights Movement through the perspectives of black domestic workers, referred to as 'the help'.",c1dc02d89f2943639035059b30430839,,4
eugenia phelan,skeeter,"Both terms refer to the protagonist of the story, a young white woman and aspiring journalist who decides to write a book from the point of view of black maids during the Civil Rights Movement.",c1dc02d89f2943639035059b30430839,,4
aibileen clark,minny jackson,Both terms refer to two black maids who work for white families and are portrayed in the story. Their experiences and perspectives on race relations during the Civil Rights Movement are explored.,c1dc02d89f2943639035059b30430839,,4
civil rights movement,1960s united states,"Both terms refer to the historical context in which the story takes place, a significant period of social and political change for African Americans.",c1dc02d89f2943639035059b30430839,,4
mississippi,jackson suburb of madison,"Both terms refer to locations where the story is set, with Jackson being a city in Mississippi and Madison being a suburb of it.",c1dc02d89f2943639035059b30430839,,4
dreamworks pictures,"producers chris columbus, michael barnathan, and brunson green","Both terms refer to the production company that acquired the screen rights to Kathryn Stockett's novel and produced the film. Chris Columbus, Michael Barnathan, and Brunson Green are the producers of the film.",c1dc02d89f2943639035059b30430839,,4
aibileen clark,elizabeth leefolt,"Employed by Elizabeth as a domestic worker, raises her daughter Mae Mobley",e03af130526b457db7cf8fae6f0fab81,,4
minny jackson,mrs. walters,Employed by Mrs. Walters as a domestic worker,e03af130526b457db7cf8fae6f0fab81,,4
minny jackson,hilly holbrook,Works for Hilly's mother Mrs. Walters and is disliked by Hilly,e03af130526b457db7cf8fae6f0fab81,,4
skeeter phelan,elizabeth leefolt,"Friend of Elizabeth, becomes aware of the mistreatment of domestic workers through her employment at Elizabeth's house",e03af130526b457db7cf8fae6f0fab81,,4
skeeter phelan,eugenia stein,"Submits her writing to Elaine Stein, an editor at Harper & Row NYC, but is rejected",e03af130526b457db7cf8fae6f0fab81,,4
hilly holbrook,society women's group,"Leader of the society women's group in Jackson, Mississippi",e03af130526b457db7cf8fae6f0fab81,,4
row nyc,city's systemic racism,witnesses demeaning mistreatment of maids,cd60470c0112481cb1747150461c92f4,,4
hilly,separate bathrooms,insists on installing enshrined in building code,cd60470c0112481cb1747150461c92f4,,4
charlotte,family maid constantine quit,tells Skeeter,cd60470c0112481cb1747150461c92f4,,4
skeeter,book of interviews with the maids,decides to write,cd60470c0112481cb1747150461c92f4,,4
minny,enshrined separate bathrooms,defiantly uses indoor bathroom during a dangerous tornado,cd60470c0112481cb1747150461c92f4,,4
hilly,minny,"spreads the lie that she stole from her, forcing her teenage daughter to quit school to work",cd60470c0112481cb1747150461c92f4,,4
celia rae foote,house in madison,huge and can't cook,cd60470c0112481cb1747150461c92f4,,4
minny,black eye,Celia treats,cd60470c0112481cb1747150461c92f4,,4
aibileen,minny,let Skeeter interview after going to a dynamic sermon,cd60470c0112481cb1747150461c92f4,,4
elaine stein,many more maids' stories for the book,tells Skeeter she needs,cd60470c0112481cb1747150461c92f4,,4
aibileen,only son's tragic death,due to his negligent foreman after an on-the-job accident,cd60470c0112481cb1747150461c92f4,,4
skeeter,piece in the junior league newsletter on the 'separate',slow-walks a piece,cd60470c0112481cb1747150461c92f4,,4
tragic death,negligent foreman,due to his negligent foreman after an on-the-job accident.,2ccd2107b1524f7896b8913b33ea77a0,,4
skeeter,junior league newsletter,slow-walks a piece in the Junior League newsletter,2ccd2107b1524f7896b8913b33ea77a0,,4
hilly,separate but equal bathrooms,for Hilly,2ccd2107b1524f7896b8913b33ea77a0,,4
yule may davis,tougaloo college,needs $75 to send both her twins to Tougaloo College,2ccd2107b1524f7896b8913b33ea77a0,,4
yule may davis,lost ring,found under a sofa and pawns it,2ccd2107b1524f7896b8913b33ea77a0,,4
minny,insurance,reveals the 'terrible awful',2ccd2107b1524f7896b8913b33ea77a0,,4
hilly,nursing home,sends her mother to a nursing home for laughing about it,2ccd2107b1524f7896b8913b33ea77a0,,4
skeeter,constantine,confronts Charlotte about Constantine's departure,2ccd2107b1524f7896b8913b33ea77a0,,4
charlotte,constantine's departure,"Skeeter confesses that during a Daughters of America luncheon at her home, she fired Constantine when her daughter Rachel refused to enter the house through the kitchen",2ccd2107b1524f7896b8913b33ea77a0,,4
rachel,heartbroken mother,"subsequently moved her heartbroken mother to Chicago, where she later died.",2ccd2107b1524f7896b8913b33ea77a0,,4
the help,jackson,Skeeter writes a book titled 'The Help' about the experiences of African American maids in Jackson. This leads to controversy and backlash from some of the white women in the city.,7138cfb5b31e45e2bd584846c8dcc3b5,,4
skeeter,stuart,Skeeter's boyfriend Stuart realizes she wrote 'The Help' and breaks up with her.,7138cfb5b31e45e2bd584846c8dcc3b5,,4
minny,celia,"Minny subtly reveals the 'terrible awful' to Celia, calling her 'Two Slice Hilly'.",7138cfb5b31e45e2bd584846c8dcc3b5,,4
hilly,skeeter,"Hilly threatens to sue Skeeter for libel over 'The Help', but backs down when she realizes the implications.",7138cfb5b31e45e2bd584846c8dcc3b5,,4
aibileen,her congregation,Aibileen's congregation honors her for her leadership in the publication of 'The Help'.,7138cfb5b31e45e2bd584846c8dcc3b5,,4
minny,johnny,Johnny promises Minny permanent job security and assures her that she can leave her abusive husband.,7138cfb5b31e45e2bd584846c8dcc3b5,,4
aibileen,mae,"As Aibileen is leaving, she begs Elizabeth to love her daughter who's crying for her.",7138cfb5b31e45e2bd584846c8dcc3b5,,4
elizabeth,hilly,Hilly pressures Elizabeth to fire Aibleen by claiming that she has stolen silverware.,7138cfb5b31e45e2bd584846c8dcc3b5,,4
elizabeth,aibileen,"As Aibleen is leaving, she decides to quit domestic work and become a writer instead.",7138cfb5b31e45e2bd584846c8dcc3b5,,4
greenwood,jackson,Greenwood was chosen to portray 1960s-era Jackson in the film adaptation of 'The Help'.,e88e96daeab64727a33c0be5cbb38dd6,,4
emma stone,eugenia 'skeeter' phelan,Emma Stone was attached to play the role of Eugenia 'Skeeter' Phelan in the film adaptation of 'The Help'.,e88e96daeab64727a33c0be5cbb38dd6,,4
viola davis,aibileen,Viola Davis played the role of Aibileen in the film adaptation of 'The Help'.,e88e96daeab64727a33c0be5cbb38dd6,,4
