node_1,node_2,edge,chunk_id,node_3,count
silent film,michel hazanavicius,Michel Hazanavicius had been fantasizing about making a silent film for many years.,7b6c0d34d6bb412e876a11d25eff13a9,,4
michel hazanavicius,jean dujardin,"Director Michel Hazanavicius wanted to work again with actors Jean Dujardin and Bérénice Bejo, who had both starred in OSS 117: Cairo, Nest of Spies.",7b6c0d34d6bb412e876a11d25eff13a9,Bérénice Bejo,4
silent film,melodrama,Director Michel Hazanavicius chose the form of a melodrama for his silent film.,7b6c0d34d6bb412e876a11d25eff13a9,,4
silent film,comprehensible,"To make the story comprehensible without having to use too many intertitles, director Michel Hazanavicius did extensive research about 1920s Hollywood and studied silent films.",7b6c0d34d6bb412e876a11d25eff13a9,,4
silent film,show people,"The screenplay for the silent film was principally inspired by the 1928 silent comedy, Show People.",7b6c0d34d6bb412e876a11d25eff13a9,,4
screenplay,"silent comedy, show people",influenced the screenplay's protagonist,fe5c249e43ea43a9a9b493e1894a8cc2,,4
screenplay,douglas fairbanks,principally inspired by Douglas Fairbanks,fe5c249e43ea43a9a9b493e1894a8cc2,,4
filming,silent film era,aesthetically matched silent films of the period,fe5c249e43ea43a9a9b493e1894a8cc2,,4
the artist,silent films of the period,aesthetically matched silent films of the period,fe5c249e43ea43a9a9b493e1894a8cc2,,4
the artist,classic hollywood films,Hazanavicius played music from classic Hollywood films while the actors performed,fe5c249e43ea43a9a9b493e1894a8cc2,,4
la petite reine,arp sélection,both French production companies that co-produced the film,6e1a8f7a9691477ead0f2d6b2bf9c098,,4
studio 37,france 3 cinéma,both provided co-production support for the film,6e1a8f7a9691477ead0f2d6b2bf9c098,,4
studiocanal,cinécinéma,both invested in pre-sales of the film,6e1a8f7a9691477ead0f2d6b2bf9c098,,4
los angeles,hollywood,both served as filming locations for The Artist,6e1a8f7a9691477ead0f2d6b2bf9c098,,4
red studios,lillian way entrance,"both appeared in The Artist, with the latter serving as a doubling location",6e1a8f7a9691477ead0f2d6b2bf9c098,,4
bradbury building,the artist's distinctive staircase,location for both in The Artist,6e1a8f7a9691477ead0f2d6b2bf9c098,,4
mary pickford,the house where she lived,both appeared as filming locations in The Artist,6e1a8f7a9691477ead0f2d6b2bf9c098,,4
dujardin,bejo,"both required extensive tap dancing training for the dance sequence that closes the film, taking seventeen takes and five months to perfect",6e1a8f7a9691477ead0f2d6b2bf9c098,,4
mark bridges,the artist's cast,Bridges created the wardrobe for both in The Artist,6e1a8f7a9691477ead0f2d6b2bf9c098,,4
ludovic bource,other composers such as alberto ginastera's 'estancia',both appeared in The Artist's music,6e1a8f7a9691477ead0f2d6b2bf9c098,,4
bernard herrmann's 'scène d'amour',vertigo,The film's climactic scene is set to Bernard Herrmann's 'Scène d'amour' from his score to Alfred Hitchcock's film Vertigo.,ea91f8f00f144cf5a90273b8a2214c60,,4
bernard herrmann's 'scène d'amour',hitchcock's film vertigo,This composition similarly accompanies an extended scene without dialogue in the film.,ea91f8f00f144cf5a90273b8a2214c60,,4
rose 'chi-chi' murphy,'pennies from heaven',"Only one song (sung, with lyrics) is used in the soundtrack, 'Pennies from Heaven', sung by Rose 'Chi-Chi' Murphy (uncredited).",ea91f8f00f144cf5a90273b8a2214c60,,4
1936,'pennies from heaven',This song was written in 1936 although the film is set between 1927 and 1932.,ea91f8f00f144cf5a90273b8a2214c60,,4
april 2011,recording,The recording took place during six days in April 2011 at Flagey's Studio 4 in Brussels.,ea91f8f00f144cf5a90273b8a2214c60,,4
brussels philharmonic,recording,The soundtrack was recorded by the Brussels Philharmonic,ea91f8f00f144cf5a90273b8a2214c60,,4
ernst van tiel,recording,and was conducted by Ernst Van Tiel;,ea91f8f00f144cf5a90273b8a2214c60,,4
brussels jazz orchestra,cooperation,the Brussels Jazz Orchestra also cooperated.,ea91f8f00f144cf5a90273b8a2214c60,,4
