node_1,node_2,edge,chunk_id,node_3,node_4,count
million dollar baby,best picture of 2004,Million Dollar Baby received the award for Best Picture of 2004 at the 77th Academy Awards.,e3f7943fa91647ce90bab8278f5fa2a1,,,4
clint eastwood,best director oscar,"Clint Eastwood was awarded his second Best Director Oscar for the film, and he received a Best Actor in a Leading Role nomination.",e3f7943fa91647ce90bab8278f5fa2a1,,,4
hilary swank,best actress in a leading role oscars,"Hilary Swank received the Best Actress in a Leading Role Oscars, respectively.",e3f7943fa91647ce90bab8278f5fa2a1,,,4
morgan freeman,best actor in a supporting role oscars,"Morgan Freeman received the Best Actor in a Supporting Role Oscars, respectively.",e3f7943fa91647ce90bab8278f5fa2a1,,,4
paul haggis,best adapted screenplay award,Paul Haggis was nominated for the Best Adapted Screenplay award.,e3f7943fa91647ce90bab8278f5fa2a1,,,4
joel cox,best film editing,"Joel Cox was nominated for Best Film Editing,",e3f7943fa91647ce90bab8278f5fa2a1,,,4
"clint eastwood, albert s. ruddy and tom rosenberg",academy award: best picture,"Clint Eastwood, Albert S. Ruddy and Tom Rosenberg were awarded the Academy Award: Best Picture,",e3f7943fa91647ce90bab8278f5fa2a1,,,4
henry bumstead jack g. taylor jr.,art directors guild award: best contemporary feature film,"Henry Bumstead Jack G. Taylor Jr. Was nominated for the Art Directors Guild Award: Best Contemporary Feature Film,",e3f7943fa91647ce90bab8278f5fa2a1,,,4
amanda award,best foreign feature film,"Clint Eastwood was nominated for the Amanda Award: Best Foreign Feature Film,",e3f7943fa91647ce90bab8278f5fa2a1,,,4
american screenwriters association,discover screenwriting award,"Paul Haggis won the American Screenwriters Association: Discover Screenwriting Award,",e3f7943fa91647ce90bab8278f5fa2a1,,,4
paul haggis,clint eastwood,Paul Haggis is the writer and Clint Eastwood is the director of the movie.,11589d20a13f470183e0006f6bbf0e20,,,4
morgan freeman,best supporting actor,Morgan Freeman was nominated for the Best Supporting Actor award.,11589d20a13f470183e0006f6bbf0e20,,,4
hilary swank,best actress,Hilary Swank won the Best Actress award.,11589d20a13f470183e0006f6bbf0e20,,,4
morgan freeman,best supporting actor,Morgan Freeman won the Best Supporting Actor award from the Broadcast Film Critics Association.,11589d20a13f470183e0006f6bbf0e20,,,4
paul haggis,clint eastwood,"Paul Haggis, Clint Eastwood, Albert S. Ruddy, and Tom Rosenberg were all nominated for the Best Film award.",11589d20a13f470183e0006f6bbf0e20,Albert S. Ruddy,Tom Rosenberg,4
paul haggis,clint eastwood,"The movie directed by Clint Eastwood and written by Paul Haggis won several awards, including the Art Directors Guild Award for Best Contemporary Feature Film, the César Awards for Best Foreign Film, and the Directors Guild of America Award for Outstanding Directing.",11589d20a13f470183e0006f6bbf0e20,,,4
hilary swank,best actress,Hilary Swank was nominated for the Best Actress award from the Chicago Film Critics Circle and won the Golden Globe Award for Best Actress.,11589d20a13f470183e0006f6bbf0e20,,,4
clint eastwood,outstanding director,Clint Eastwood was nominated for the Outstanding Director award from the Director's Guild of Great Britain and won the Directors Guild of America Award for Outstanding Directing.,11589d20a13f470183e0006f6bbf0e20,,,4
clint eastwood,best foreign film,The movie directed by Clint Eastwood won the David di Donatello Awards for Best Foreign Film.,11589d20a13f470183e0006f6bbf0e20,,,4
paul haggis,clint eastwood,The movie directed by Clint Eastwood and written by Paul Haggis was nominated for the Best Motion Picture—Drama award.,11589d20a13f470183e0006f6bbf0e20,Albert S. Ruddy,Tom Rosenberg,4
clint eastwood,best original score,Clint Eastwood was nominated for the Best Original Score award.,11589d20a13f470183e0006f6bbf0e20,,,4
paul haggis,morgan freeman,"In the movie directed by Clint Eastwood and written by Paul Haggis, Morgan Freeman played a role.",11589d20a13f470183e0006f6bbf0e20,,,4
clint eastwood,albert s. ruddy,"The movie directed by Clint Eastwood, produced by Albert S. Ruddy and Tom Rosenberg won the Black Reel Award for Best Film.",11589d20a13f470183e0006f6bbf0e20,Tom Rosenberg,,4
clint eastwood,best director,Clint Eastwood was nominated for the Best Director award from several organizations.,11589d20a13f470183e0006f6bbf0e20,,,4
clint eastwood,albert s. ruddy,"The movie directed by Clint Eastwood, produced by Albert S. Ruddy and Tom Rosenberg was nominated for the Chicago Film Critics Circle Award for Best Film.",11589d20a13f470183e0006f6bbf0e20,Tom Rosenberg,,4
paul haggis,phyllis huffman,The casting director for the movie directed by Clint Eastwood and written by Paul Haggis was Phyllis Huffman.,11589d20a13f470183e0006f6bbf0e20,,,4
hilary swank,best supporting actor,Hilary Swank was nominated for the Best Supporting Actor award from the Chicago Film Critics Circle and won it again in 2005.,11589d20a13f470183e0006f6bbf0e20,,,4
paul haggis,clint eastwood,The movie directed by Clint Eastwood and written by Paul Haggis was nominated for the Billie Award (Billie Holiday Spirit Award) from the National Board of Review.,11589d20a13f470183e0006f6bbf0e20,,,4
paul haggis,clint eastwood,"The movie directed by Clint Eastwood, produced by Albert S. Ruddy and Tom Rosenberg won the People's Choice Award for Favorite Drama at the International Film Festival of India.",11589d20a13f470183e0006f6bbf0e20,Albert S. Ruddy,Tom Rosenberg,4
clint eastwood,billie holiday spirit award,The movie directed by Clint Eastwood won the Billie Holiday Spirit Award from the National Board of Review.,11589d20a13f470183e0006f6bbf0e20,,,4
clint eastwood,best film,"Clint Eastwood's film, nominated for this award.",425445bc2c3643ab86d4b9eafa2bbeaa,,,4
clint eastwood,best director,Clint Eastwood was nominated for this award for his direction in the movie.,425445bc2c3643ab86d4b9eafa2bbeaa,,,4
clint eastwood,best actor,Clint Eastwood was nominated for this award for his performance in the movie.,425445bc2c3643ab86d4b9eafa2bbeaa,,,4
hilary swank,best actress,Hilary Swank won this award for her performance in the movie.,425445bc2c3643ab86d4b9eafa2bbeaa,,,4
morgan freeman,best supporting actor,Morgan Freeman was nominated for this award for his performance in the movie.,425445bc2c3643ab86d4b9eafa2bbeaa,,,4
clint eastwood,albert s. ruddy,Clint Eastwood and Albert S. Ruddy were both producers of the movie.,425445bc2c3643ab86d4b9eafa2bbeaa,,,4
tom rosenberg,albert s. ruddy,Tom Rosenberg and Albert S. Ruddy were both producers of the movie.,425445bc2c3643ab86d4b9eafa2bbeaa,,,4
hilary swank,best female performance,This is the category that Hilary Swank won this award for her performance in the movie.,425445bc2c3643ab86d4b9eafa2bbeaa,,,4
clint eastwood,nominated,"The movie was nominated for this award, under Clint Eastwood's direction.",425445bc2c3643ab86d4b9eafa2bbeaa,,,4
albert s. ruddy,tom rosenberg,"The three producers, Albert S. Ruddy, Tom Rosenberg, and Paul Haggis worked on the movie together.",425445bc2c3643ab86d4b9eafa2bbeaa,Paul Haggis,,4
clint eastwood,producer,"Clint Eastwood was a producer, along with Albert S. Ruddy.",425445bc2c3643ab86d4b9eafa2bbeaa,Albert S. Ruddy,,4
morgan freeman,nominated,Morgan Freeman was nominated for this award for his performance in the movie.,425445bc2c3643ab86d4b9eafa2bbeaa,,,4
hilary swank,phoenix film critics society award,The Phoenix Film Critics Society awarded Hilary Swank in this category for her performance in the movie.,425445bc2c3643ab86d4b9eafa2bbeaa,Best Actress,,4
hilary swank,screen actors guild award,The Screen Actors Guild awarded Hilary Swank in this category for her performance in the movie.,425445bc2c3643ab86d4b9eafa2bbeaa,Best Female Actor,,4
morgan freeman,screen actors guild award,The Screen Actors Guild awarded Morgan Freeman in this category for his performance in the movie.,425445bc2c3643ab86d4b9eafa2bbeaa,Best Supporting Male Actor,,4
hilary swank,national board of review award,"The National Board of Review awarded this film to Hilary Swank, as the Best Film.",425445bc2c3643ab86d4b9eafa2bbeaa,Best Film,,4
clint eastwood,national board of review award,The National Board of Review awarded Clint Eastwood as the Best Director for this movie.,425445bc2c3643ab86d4b9eafa2bbeaa,Best Director,,4
