Question & Options,Correct Answer
"What is the main supply route for the entire northern Kashmir sector that Tololing sits astride?
Options:
A. National Highway 1D
B. National Highway 44
C. State Highway 2
D. National Highway 1A",National Highway 1D
"What caused panic and casualties for the 18 Grenadiers while they were on Tololing?
Options:
A. Heavy rain
B. Intense enemy shelling
C. Lack of supplies
D. Friendly fire",Intense enemy shelling
"What type of fire did the intruders use to push down the Indian attacks to recapture Tololing?
Options:
A. Artillery fire
B. Heavy small arms fire
C. Air strikes
D. Mortar fire",Heavy small arms fire
"What is the main supply route for the entire northern Kashmir sector that Tololing sits astride?
Options:
A. National Highway 44
B. National Highway 1D
C. National Highway 1A
D. National Highway 2B",National Highway 1D
"What caused panic and casualties for the men from the 18 Grenadiers while they were on Tololing?
Options:
A. Heavy rainfall
B. Intense enemy shelling
C. Lack of supplies
D. Inadequate training",Intense enemy shelling
"What type of fire hindered the Indian attempts to recapture Tololing?
Options:
A. Artillery fire
B. Heavy small arms fire
C. Air support
D. Mortar fire",Heavy small arms fire
"What is the main supply route for the entire northern Kashmir sector that Tololing sits astride?
Options:
A. National Highway 44
B. National Highway 1D
C. National Highway 1A
D. National Highway 15",National Highway 1D
"What caused panic and casualties for the men from the 18 Grenadiers while they were on Tololing?
Options:
A. Heavy rain
B. Intense enemy shelling
C. Lack of supplies
D. Friendly fire",Intense enemy shelling
"What type of fire hindered the Indian attempts to recapture Tololing?
Options:
A. Artillery fire
B. Heavy small arms fire
C. Mortar fire
D. Air support",Heavy small arms fire
"What strategic location is situated along National Highway 1D, which 18 Grenadiers attempted to recapture?
Options:
A. Kargil
B. Siachen
C. Tololing
D. Dras",Tololing
"What caused panic and casualties for the men from 18 Grenadiers while they were on Tololing?
Options:
A. Heavy rain
B. Intense enemy shelling
C. Lack of supplies
D. Friendly fire",Intense enemy shelling
"What type of fire hindered the Indian attempts to recapture Tololing?
Options:
A. Artillery fire
B. Heavy small arms fire
C. Air strikes
D. Tank fire",Heavy small arms fire
"What is the main supply route for the entire northern Kashmir sector that Tololing sits astride?
Options:
A. National Highway 44
B. National Highway 1D
C. National Highway 1A
D. National Highway 2",National Highway 1D
"What caused panic and casualties for the men from the 18 Grenadiers while they were on Tololing?
Options:
A. Heavy rain
B. Intense enemy shelling
C. Lack of supplies
D. Friendly fire",Intense enemy shelling
"What type of fire hindered the attempts to recapture Tololing?
Options:
A. Artillery fire
B. Heavy small arms fire
C. Airstrikes
D. Mortar fire",Heavy small arms fire
"Who commands the 2nd battalion, Rajputana Rifles (2 Raj Rif) that relieved the 18 Grenadiers?
Options:
A. Lt. Col. R. Vishwanathan
B. Col. Khushal Thakur
C. Col. Ravindranath
D. Major General Singh",Col. Ravindranath
"Who commands the 2nd battalion, Rajputana Rifles (2 Raj Rif) that relieved the 18 Grenadiers?
Options:
A. Maj. Rajesh Adhikari
B. Col. Khushal Thakur
C. Col. Ravindranath
D. Gen. Manoj Mukund Naravane",Col. Ravindranath
"Who commands the 2nd battalion, Rajputana Rifles (2 Raj Rif) after the 18 Grenadiers are relieved?
Options:
A. Lt. Balwan Singh
B. Col. Khushal Thakur
C. Col. Ravindranath
D. Gen. Sharma",Col. Ravindranath
"Who commands the 2nd battalion, Rajputana Rifles (2 Raj Rif) that relieved the 18 Grenadiers?
Options:
A. Capt. Sachin Nimbalkar
B. Col. Khushal Thakur
C. Col. Ravindranath
D. Major General Singh",Col. Ravindranath
