Question,Answer
Did Alma and Ennis get divorced in 1975?,Yes
Did Alma and Ennis get divorced in 1975?,Yes
Did Alma and Ennis get divorced in 1975?,Yes.
Did Alma have a significant impact on Cassie's life?,No
Did Alma have a significant impact on Jenny's life in *Brokeback Mountain*?,No
Did Alma have a successful marriage with Monroe?,Yes.
Did Alma and Ennis get divorced in 1975?,Yes
Did Alma divorce Ennis in 1975?,Yes
Did Alma and Ennis divorce in 1975?,Yes
Did Alma and Ennis get divorced in 1975?,Yes
Did Alma have a significant impact on Cassie's life?,No
Did Alma have any significant relationship with Jenny in *Brokeback Mountain*?,No
Did Alma have a successful marriage with Monroe?,Yes
Did Alma and Ennis divorce in 1975?,Yes
Did Alma and Ennis get divorced in 1975?,Yes
Did Alma have a divorce that affected her relationship with Cassie?,No
Did Alma have a relationship with Jenny in *Brokeback Mountain*?,No
Did Alma have a successful marriage with Monroe after her divorce from Ennis?,Yes.
Did Alma divorce Ennis in 1975?,Yes
Do Ennis and Jack have a complicated relationship in *Brokeback Mountain*?,Yes
Did Ennis's relationship with Alma affect his ability to be with Jack?,Yes
Do Ennis and Jack have a complicated relationship in *Brokeback Mountain*?,Yes
Does Ennis have a significant relationship with Cassie in *Brokeback Mountain*?,No.
Does Ennis's relationship with Alma deteriorate due to his connection with Jack?,Yes
Did Ennis have a complicated relationship with Alma in *Brokeback Mountain*?,Yes
Did Ennis and Jack have a romantic relationship in *Brokeback Mountain*?,Yes
"Did Jack have a significant relationship with Monroe's wife, Alma?",No
Did Alma marry Monroe in *Brokeback Mountain*?,Yes
Did Jack have a significant relationship with Monroe in *Brokeback Mountain*?,No
Did Alma's marriage to Monroe have any influence on Cassie's relationship with Ennis?,No.
Did Alma marry Monroe in *Brokeback Mountain*?,Yes
Did Alma marry Monroe in *Brokeback Mountain*?,Yes
Did Jack have a romantic relationship with Ennis in *Brokeback Mountain*?,Yes
Did Alma's marriage to Monroe affect her relationship with Jack in *Brokeback Mountain*?,Yes.
Did Alma marry Monroe in the movie Brokeback Mountain?,Yes
Did Jack have a significant impact on Ennis's relationship with Alma?,Yes
Did Alma's marriage to Monroe have any impact on Cassie's life?,NO
Did Alma marry Monroe in *Brokeback Mountain*?,Yes
Does Alma have a significant relationship with Monroe in the movie?,Yes
Did Jack have a romantic relationship with Ennis in *Brokeback Mountain*?,Yes
Did Ennis have a romantic relationship with someone connected to Monroe?,No
Did Alma have a successful marriage to Monroe?,Yes
Did Cassie have a romantic relationship with Ennis in *Brokeback Mountain*?,Yes.
Did Cassie have a romantic relationship with Ennis in *Brokeback Mountain*?,Yes
Is Cassie a character who has a romantic relationship with Ennis in *Brokeback Mountain*?,Yes.
Is Cassie involved in a romantic relationship with Ennis in the movie?,Yes
Did Cassie have a romantic relationship with Ennis in *Brokeback Mountain*?,Yes
Did Cassie have a romantic relationship with Monroe?,No
Does Cassie have a romantic relationship with Ennis in *Brokeback Mountain*?,Yes
Did Ennis have a romantic relationship with Cassie?,Yes
Did Cassie have a romantic relationship with Ennis in *Brokeback Mountain*?,Yes
Did Cassie have a romantic relationship with Ennis in *Brokeback Mountain*?,Yes.
Is Cassie involved in a romantic relationship with Ennis in *Brokeback Mountain*?,Yes
Did Cassie have a romantic relationship with Ennis in *Brokeback Mountain*?,Yes.
Did Cassie have any significant impact on Ennis's relationship with Monroe?,No.
Did Cassie have a romantic relationship with Ennis in *Brokeback Mountain*?,Yes.
Does Cassie have a romantic relationship with Ennis in *Brokeback Mountain*?,Yes.
