node_1,node_2,edge,chunk_id,node_3,edge_1,edge_2,count
bloodrayne,video game franchise,BloodRayne is a movie adaptation of the video game franchise BloodRayne.,3bca3684dbbc43928de368cc6f7218c2,,,,4
bloodrayne,action horror genre,"BloodRayne, directed by Uwe Boll, falls under the action horror genre.",3bca3684dbbc43928de368cc6f7218c2,,,,4
bloodrayne,majesco entertainment,The video game franchise BloodRayne was published by Majesco Entertainment for the first game and also acted as a loose prequel to it.,3bca3684dbbc43928de368cc6f7218c2,,,,4
bloodrayne,uwe boll,"The movie BloodRayne was directed by Uwe Boll, who previously made House of the Dead and Alone in the Dark.",3bca3684dbbc43928de368cc6f7218c2,,,,4
bloodrayne,kristanna loken,"The lead role in BloodRayne was played by Kristanna Loken, who also starred in Terminator 3: Rise of the Machines.",3bca3684dbbc43928de368cc6f7218c2,,,,4
bloodrayne,michael madsen,"Michael Madsen appeared in BloodRayne along with other notable actors such as Will Sanderson, Billy Zane, Udo Kier, Michael Paré, Meat Loaf, Michelle Rodriguez, Ben Kingsley and Geraldine Chaplin.",3bca3684dbbc43928de368cc6f7218c2,,,,4
bloodrayne,negative reviews,BloodRayne received negative reviews from critics.,3bca3684dbbc43928de368cc6f7218c2,,,,4
bloodrayne,germany,"BloodRayne was released in Germany on September 14, 2006.",3bca3684dbbc43928de368cc6f7218c2,,,,4
bloodrayne,united states,"BloodRayne was initially released in the United States on January 6, 2006.",3bca3684dbbc43928de368cc6f7218c2,,,,4
bloodrayne,video game adaptation,BloodRayne is a movie adaptation of a video game franchise.,3bca3684dbbc43928de368cc6f7218c2,,,,4
rayne,kagan,"Rayne is the daughter of Kagan, a vampire king who has gathered an army of thralls.",51a6c2cfca674718a1f5b7b20c83e5dc,,,,4
rayne,human race,"Kagan's army of thralls, both vampire and human, is in order to annihilate the human race. Rayne was conceived when Kagan raped her mother who was murdered when she refused to hand Rayne over to him.",51a6c2cfca674718a1f5b7b20c83e5dc,,,,4
rayne,dhampir,"Rayne is an unholy breed of human and vampire, known simply as a 'dhampir'.",51a6c2cfca674718a1f5b7b20c83e5dc,,,,4
rayne,crucifixes,Dhampirs are unaffected by crucifixes but maintain a weakness to water.,51a6c2cfca674718a1f5b7b20c83e5dc,,,,4
"sebastian, vladimir, and katarin",rayne,"The trio hear of Rayne working as a carnival freak against her will. Suspecting Rayne's lineage as a dhampir, Vladimir plans to recruit her in order to overthrow Kagan.",51a6c2cfca674718a1f5b7b20c83e5dc,,,,4
kagan,rayne,"Kagan is also hunting for Rayne, fearing she will interfere with his plans.",51a6c2cfca674718a1f5b7b20c83e5dc,,,,4
fortune teller,rayne,A fortune teller reveals to Rayne that Kagan has become the most powerful vampire in Romania and resides in a well-protected castle.,51a6c2cfca674718a1f5b7b20c83e5dc,,,,4
kagan,"ancient talisman, mystical eye","Kagan seeks an ancient talisman, a mystical eye, and if she finds it, the eye will allow her to gain an audience with him.",51a6c2cfca674718a1f5b7b20c83e5dc,,,,4
