node_1,node_2,edge
le festin,ratatouille,"The main theme song 'Le Festin' is about the character Ratatouille and his dream to be a chef, as written by composer Michael Giacchino for the movie with the same name."
remy,ratatouille,"The character Ratatouille is based on the main character Remy, as shown in the movie. Remy is also associated with a theme written by Michael Giacchino about him and his rat colony."
remy,linguini,"Composer Michael Giacchino has written a buddy theme for both Remy and Linguini that plays when they are together, as revealed in the movie."
le festin,camille,"French artist Camille was hired to perform 'Le Festin' after composer Michael Giacchino realized she was perfect for the song, as mentioned in the movie context."
welcome to gusteau's,ratatouille,"The track 'Welcome to Gusteau's' is related to the character Ratatouille and his association with the restaurant Gusteau's, as shown in the movie."
granny get your gun,ratatouille,"The track 'Granny Get Your Gun' is related to the character Ratatouille and his rat colony, as shown in the movie."
100 rat dash,ratatouille,"The track '100 Rat Dash' is related to the character Ratatouille and his rat colony, as shown in the movie."
wall rat,ratatouille,"The track 'Wall Rat' is related to the character Ratatouille and his rat colony, as shown in the movie."
cast of cooks,ratatouille,The track 'Cast of Cooks' is related to the character Ratatouille and his association with the cast of cooks in the movie.
a real gourmet kitchen,ratatouille,"The track 'A Real Gourmet Kitchen' is related to the character Ratatouille and his association with a real gourmet kitchen, as shown in the movie."
souped up,ratatouille,"The track 'Souped Up' is related to the character Ratatouille and his rat colony, as shown in the movie."
is it soup yet?,ratatouille,"The track 'Is It Soup Yet?' is related to the character Ratatouille and his rat colony, as shown in the movie."
a new deal,ratatouille,"The track 'A New Deal' is related to the character Ratatouille and his new deal, as shown in the movie."
