node_1,node_2,edge
tom hardy,mad max,Tom Hardy portrays the character 'Mad Max' in the film.
charlize theron,imperator furiosa,Charlize Theron plays the role of 'Imperator Furiosa' in the movie.
nicholas hoult,nux,Nicholas Hoult acts as 'Nux' in the film.
hugh keays-byrne,immortan joe,Hugh Keays-Byrne depicts the character 'Immortan Joe' in the movie.
josh helman,"slit, nux's lancer","Josh Helman portrays 'Slit, Nux's lancer' in the film."
nathan jones,"rictus erectus, joe's muscular, unintelligent son","Nathan Jones essays the role of 'Rictus Erectus, Joe's muscular, unintelligent son' in the movie."
rosie huntington-whiteley,the splendid angharad,Rosie Huntington-Whiteley portrays 'The Splendid Angharad' in the film.
zoë kravitz,toast the knowing,Zoë Kravitz portrays 'Toast the Knowing' in the movie.
riley keough,capable,Riley Keough depicts the character 'Capable' in the film.
abbey lee,the dag,Abbey Lee portrays 'The Dag' in the movie.
courtney eaton,cheedo the fragile,Courtney Eaton depicts the character 'Cheedo the Fragile' in the film.
john howard,the people eater,John Howard portrays 'The People Eater' in the movie.
richard carter,the bullet farmer,Richard Carter essays the role of 'The Bullet Farmer' in the film.
iota,the doof warrior (coma),iOTA depicts 'The Doof Warrior (Coma)' in the movie.
richard carter,the bullet farm,"Richard Carter, also known as The Bullet Farmer, rules over The Bullet Farm."
iota,joe's war convoy,"iOTA, also known as The Doof Warrior (Coma), travels with Joe's war convoy."
angus sampson,joe,"Angus Sampson, who goes by the name The Organic Mechanic, works for Joe as a doctor."
jennifer hagan,joe's wives,"Jennifer Hagan, also known as Miss Giddy, takes care of Joe's wives."
megan gale,the vuvalini,"Megan Gale is the youngest member of The Vuvalini, also known as The Valkyrie."
melissa jaffer,the vuvalini,"Melissa Jaffer is a member of The Vuvalini, also known as Keeper of the Seeds."
melita jurisic,the vuvalini,Melita Jurisic is a member of The Vuvalini.
gillian jones,the vuvalini,Gillian Jones is a member of The Vuvalini.
joy smithers,the vuvalini,Joy Smithers is a member of The Vuvalini.
antoinette kellerman,the vuvalini,Antoinette Kellerman is a member of The Vuvalini.
christina koch,the vuvalini,Christina Koch is a member of The Vuvalini.
jon iles,security on the war rig,"Jon Iles, who goes by the name The Ace, is in charge of security on the War Rig."
quentin kenihan,corpus colossus,"Quentin Kenihan portrays Corpus Colossus, who is Joe's son and has a physical disability that prevents him from walking."
coco jack gillies,glory the child,"Coco Jack Gillies portrays Glory the Child, who appears in Max's flashbacks."
chris patton,morsov,Chris Patton is Morsov.
stephen dunlevy,the rock rider chief and the winchman,Stephen Dunlevy portrays both The Rock Rider Chief and The Winchman.
richard norton,the prime imperator,Richard Norton plays the role of The Prime Imperator.
