node_1,node_2,edge
heath ledger,ennis del mar,Heath Ledger portrays the character Ennis Del Mar in the movie.
jake gyllenhaal,jack twist,Jake Gyllenhaal plays the role of Jack Twist in the movie.
michelle williams,alma beers del mar,Michelle Williams portrays Alma Beers Del Mar in the movie.
anne hathaway,lureen newsome twist,Anne Hathaway acts as Lureen Newsome Twist in the movie.
randy quaid,joe aguirre,Randy Quaid essays the character Joe Aguirre in the movie.
linda cardellini,cassie cartwright,Linda Cardellini portrays Cassie Cartwright in the movie.
anna faris,lashawn malone,Anna Faris acts as Lashawn Malone in the movie.
david harbour,randall malone,David Harbour portrays Randall Malone in the movie.
roberta maxwell,mrs. twist,Roberta Maxwell depicts Mrs. Twist in the movie.
peter mcrobbie,john twist,Peter McRobbie portrays John Twist in the movie.
kate mara,alma del mar jr.,Kate Mara acts as Alma Del Mar Jr. In the movie.
