node_1,node_2,edge
smile,queen,"Farrokh replaces Tim Staffell as lead singer of Smile, which becomes Queen."
john deacon,queen,John Deacon joins Queen as their new bassist.
freddie mercury,queen,Farrokh changes his name to Freddie Mercury and renames the band Queen.
john reid,queen,John Reid books an American tour for Queen.
paul prenter,freddie mercury,Paul Prenter manages the daily schedule of Freddie Mercury.
a night at the opera,queen,"Queen places extensive effort into recording 'Bohemian Rhapsody' for their fourth studio album, A Night at the Opera."
ray,emi,Executive Ray leaves Queen when they quit EMI.
emi,ray foster,executive Ray Foster refuses to release 'Bohemian Rapsody' as the lead single from EMI
freddie,kenny everett,Freddie conspires with radio DJ Kenny Everett to debut 'Bohemian Rhapsody' on his programme
'bohemian rhapsody',critical pans,"despite critical pans, 'Bohemian Rhapsody' becomes a global hit"
freddie,paul,tensions arise over Paul's influence on Freddie
freddie,aids-related pneumonia,Freddie died in 1991 from AIDS-related pneumonia at the age of 45.
freddie,mercury phoenix trust,The Mercury Phoenix Trust was established by Freddie's band Queen and his friend Jim Hutton in 1992 to raise funds for AIDS research.
freddie,mary,Freddie remained friends with Mary until his death in 1991.
hutton,loving relationship,Freddie had a loving relationship with Jim Hutton during the final years of his life.
