node_1,node_2,edge
bob harris,tokyo,Bob Harris arrives in Tokyo to appear in lucrative advertisements for Suntory's Hibiki whisky. He stays at the upscale Park Hyatt Tokyo and is miserable due to problems within his 25-year marriage and a midlife crisis.
bob harris,hibiki whisky,Bob Harris appears in lucrative advertisements for Suntory's Hibiki whisky.
charlotte,john,Charlotte is accompanying her husband John while he works as a celebrity photographer.
charlotte,tokyo,"Another American staying at the hotel, Charlotte is feeling similarly disenchanted in Tokyo and passes the time loitering around the hotel."
kelly,charlotte,"Charlotte is repelled by a vacuous Hollywood actress named Kelly, who is also at the hotel promoting a film."
bob harris,charlotte,Bob Harris and Charlotte frequently cross paths in the hotel and eventually introduce themselves to each other in the hotel bar.
john,charlotte,"When John is on assignment outside Tokyo, Charlotte invites Bob into the city to meet some local friends."
karaoke box,bob harris,Bob Harris and Charlotte end up singing at a karaoke box.
karaoke box,bob,Bob was up singing at a karaoke box.
bob,charlotte,"In the days that follow, Bob and Charlotte spend more time together, and their friendship strengthens."
hotel bar,bob,"Bob has a cold conversation with his wife, then spends the night with a jazz singer from the hotel bar."
airport,bob,"On Bob's taxi ride to the airport, he sees Charlotte on a crowded street, stops the car, and walks to her."
street,charlotte,"The next morning, when Bob is leaving the hotel, he and Charlotte share sincere but unsatisfactory goodbyes on a crowded street."
