node_1,node_2,edge
le chiffre,lord's resistance army,"Mr. White introduces Steven Obanno, a high-ranking member of the Lord's Resistance Army, to Le Chiffre in Uganda."
le chiffre,skyfleet,"Using knowledge of his upcoming terrorist attack on aerospace manufacturer Skyfleet, Le Chiffre shorts the company's stock."
alex dimitrios,mollaka,Alex Dimitrios hired Mollaka to bomb Skyfleet's prototype airliner at the request of Le Chiffre.
dimitrios,bond,"In a poker game, Bond wins Dimitrios's vintage Aston Martin in Miami."
dimitrios,solange,Bond seduces Dimitrios's wife Solange in Miami.
le chiffre,skyfleet,"With the Skyfleet stock secure, Le Chiffre recovers his client's money."
bond,le chiffre,"Le Chiffre organizes a Texas hold 'em tournament at the Casino Royale in Montenegro and Bond is sent by MI6 to play against him, believing a defeat will force Le Chiffre to seek asylum with the British government in exchange for information on his clients."
le chiffre,valenka,Le Chiffre's lover Valenka poisons Bond but Vesper rescues him.
le chiffre,cia agent felix leiter,Fellow player and CIA agent Felix Leiter stakes Bond the money to let the CIA take Le Chiffre into custody.
bond,vesper lynd,"Bond is paired with Vesper Lynd, a British Treasury agent overseeing the $10 million buy-in."
bond,mathis,"Bond has Mathis arrested, believing that he had tipped off Le Chiffre."
bond,vesper,"Bond falls in love with Vesper and resigns from MI6, and the couple sail to Venice."
bond,m,"M reveals that his winnings were never transferred to the British treasury, Bond realizes that Vesper has betrayed him."
vesper,bond,"Bond awakens in hospital and recovers with Vesper. He has Mathis arrested, believing that he had tipped off Le Chiffre."
vesper,m,the organization behind Le Chiffre threatened to kill Vesper's lover unless she became a double agent.
bond,white,"Bond shoots White in the leg and introduces himself: ""The name's Bond, James Bond"""
