node_1,node_2,edge
democratic national convention,chicago,"In August 1968, the Democratic National Convention was held in Chicago."
abbie hoffman,jerry rubin,"In August 1968, Abbie Hoffman and Jerry Rubin made preparations to protest at the Democratic National Convention in Chicago."
tom hayden,rennie davis,"In August 1968, Tom Hayden and Rennie Davis made preparations to protest at the Democratic National Convention in Chicago."
abbie hoffman,judge julius hoffman,Abbie Hoffman openly antagonized Judge Julius Hoffman during the trial.
fred hampton,seale,"During the trial, Fred Hampton showed support for Seale, which Judge Julius Hoffman assumed was legal help."
judge julius hoffman,abbie hoffman,Judge Julius Hoffman showed significant prejudice for the prosecution and insisted that he and Abbie Hoffman are not related.
undercover police officers,fbi agents,Numerous undercover police officers and FBI agents testified during the trial.
davis,police officers,"During the riot, Davis attempted to pacify the police officers trying to arrest someone climbing a flagpole. After the police clubbed Davis's head, Hayden exclaimed 'If blood is going to flow, then let it flow all over the city!'"
hayden,police officers,"At the time of the convention, Hayden noticed two police officers tailing Davis and attempted to let the air out of their tire. He was caught and later arrested."
seale,judge hoffman,"In retaliation for Seale continuing to speak up for his constitutional rights, Judge Hoffman had him taken to another room, beaten, and returned gagged and chained."
dellinger,bailiff,"During the trial, Dellinger punched a bailiff, resulting in his arrest."
police,davis,The police clubbed Davis's head.
hayden,davis,"An enraged Hayden exclaimed, ""If blood is going to flow, then let it flow all over the city!"" in response to police clubbing Davis's head."
police,defendants,The defendants were cornered by police and beaten.
abbie,hayden,Abbie agrees to testify for Hayden who asks her to do so.
judge hoffman,hayden,Judge Hoffman feels that Hayden is genuinely remorseful during the trial.
vietnam war,"4,752 soldiers","Hayden names the 4,752 soldiers who were killed in the Vietnam War since the trial began during his closing remarks."
court,many,Many in the court stand and cheer in response to Hayden's closing remarks.
schultz,court,Schultz chooses to stand out of respect for the act prompts many in the court to stand and cheer.
