node_1,node_2,edge
oppenheimer,best picture,"The film 'Oppenheimer' won the prestigious award of Best Picture at the 96th Academy Awards, making it Nolan's most Oscar-nominated film with a total of 13 nominations."
christopher nolan,best director,Director Christopher Nolan received the award for Best Director for his work on 'Oppenheimer' at the 96th Academy Awards.
cillian murphy,best actor,Cillian Murphy won the award for Best Actor for his performance in 'Oppenheimer' at the 96th Academy Awards.
robert downey jr.,best supporting actor,Robert Downey Jr. Won the award for Best Supporting Actor for his role in 'Oppenheimer' at the 96th Academy Awards.
hoyte van hoytema,best cinematography,Cinematographer Hoyte van Hoytema received the award for Best Cinematography for his work on 'Oppenheimer' at the 96th Academy Awards.
jennifer lame,best film editing,Film editor Jennifer Lame received the award for Best Film Editing for her work on 'Oppenheimer' at the 96th Academy Awards.
hans zimmer,best original score,Composer Hans Zimmer won the award for Best Original Score for his work on 'Oppenheimer' at the 96th Academy Awards.
angela waterhorst,best supporting actress,Actress Angela Waterhorst was nominated for Best Supporting Actress for her role in 'Oppenheimer' at the 96th Academy Awards.
oppenheimer,critics' choice movie awards,"The movie Oppenheimer received nominations and won eight awards at the Critics' Choice Movie Awards ceremony, which honors excellence in cinematic achievement."
oppenheimer,british academy film awards,"The movie Oppenheimer was nominated for and won seven awards at the British Academy Film Awards, which celebrate excellence in the art forms of film, games, and television."
oppenheimer,screen actors guild awards,"The movie Oppenheimer won three awards at the Screen Actors Guild Awards, which honor outstanding performances by actors in film, television, and theatre."
oppenheimer,actor in a motion picture - drama,"In the movie Oppenheimer, the lead actor, played by Christopher Plummer, received critical acclaim and was nominated for the award of Best Actor in a Motion Picture - Drama at various ceremonies."
oppenheimer,national board of review,"The movie Oppenheimer was recognized by the National Board of Review, a prestigious organization that honors outstanding achievements in filmmaking and cinematography."
oppenheimer,american film institute,"In addition, the movie Oppenheimer was also selected as one of the top-ten films of 2023 by both the National Board of Review and the American Film Institute, which are influential organizations in the film industry."
