node_1,node_2,edge
johnny,jenny,Amsterdam reveals Johnny's true identity and intentions to Bill in a fit of jealousy over Jenny's affection for Amsterdam
amsterdam,mulraney,"Corrupt Irish policeman and former Dead Rabbit Mulraney to investigate, but Amsterdam garrotes him to death and hangs his body in the square"
bill,mcgloin,"Beats McGloin, a former Dead Rabbit and one of Bill's lieutenants"
bill,monk mcginn,"Monk McGinn runs for sheriff with Tweed's backing, which Amsterdam supports. Bill sees this as a threat to his influence and murders Monk with his own club."
bill,amsterdam,"When Amsterdam's gang beats McGloin, one of Bill's lieutenants, Bill and the Natives march on the church. Amsterdam and the Dead Rabbits meet them peacefully but Bill promises to return soon."
amsterdam,bill,"After the incident at the church, Amsterdam challenges Bill to a gang battle in Paradise Square. However, the Civil War draft riots break out and Union Army soldiers are deployed to control the rioters. During the gang fight, naval gunfire interrupts it shortly before it begins, many of the gang members are killed by the naval gunfire, soldiers, or rioters."
bill,amsterdam,"In the gang fight in Paradise Square, Bill is wounded by shrapnel. Amsterdam then uses his father's knife to kill Bill."
amsterdam,priest vallon,"After killing Bill, Amsterdam buries his father's knife next to Priest Vallon in a cemetery in Brooklyn and erects a makeshift headstone with the name William Cutting over it now alongside the actual tombstone of Priest Vallon."
amsterdam,new york city,"As Amsterdam and Jenny leave, the skyline changes from traditional Amsterdam to modern New York City over the next century. The transformation includes notable landmarks such as the Brooklyn Bridge, Empire State Building, and World Trade Center."
new york city,brooklyn bridge,The Brooklyn Bridge is a significant landmark that becomes part of the skyline in modern New York City.
new york city,empire state building,The Empire State Building is an iconic structure that emerges as a prominent feature of the skyline in modern New York City.
new york city,world trade center,"The World Trade Center joins the skyline of modern New York City, adding to its impressive and distinctive urban landscape."
cemetery,new york city,"As Amsterdam and Jenny leave, the skyline changes, causing the cemetery to become overgrown and forgotten in modern New York City."
