node_1,node_2,edge
rick dalton,spaghetti westerns,"In February 1969, Hollywood actor Rick Dalton considers making spaghetti Westerns in Italy beneath him due to a fading career and his most recent roles being guest appearances as TV villains."
rick dalton,bounty law,"In February 1969, Hollywood actor Rick Dalton was the former star of the 1950s Western show Bounty Law."
rick dalton,agent marvin schwarz,"In February 1969, Hollywood actor Rick Dalton is advised by Agent Marvin Schwarz to make spaghetti Westerns in Italy."
cliff booth,world war ii veteran,"In February 1969, Cliff Booth, the former star of the 1950s Western show Bounty Law's, best friend, stunt double, personal assistant, and driver is a World War II veteran."
cliff booth,pit bull,"In February 1969, Cliff Booth's pet is a pit bull named Brandy."
sharon tate,rick dalton,"In February 1969, Hollywood actor Rick Dalton befriends young actress Sharon Tate and her husband, director Roman Polanski."
charles manson,terry melcher,"In February 1969, Charles Manson arrives at the Polanski residence looking for music producer Terry Melcher, who once lived there."
jay sebring,charles manson,"In February 1969, Tate's friend Jay Sebring turns Charles Manson away from the Polanski residence."
pussycat,booth,"In February 1969, a hippie woman named Pussycat is given a ride by Booth to Spahn Ranch."
george spahn,hippies,"In February 1969, Booth checks on George Spahn, the nearly blind owner of Spahn Ranch, to ensure that the hippies living there are not exploiting him."
tex,clem,"In February 1969, Tex is summoned to deal with a physical confrontation between Clem and Booth at Spahn Ranch."
dalton,forgets his lines,"while filming a guest star role as a TV villain on Lancer, Dalton forgets his lines."
sebring,dalton,invited Sebring and Tate into Dalton's house for a drink after killing Sadie with a flamethrower movie prop from his shed
