node_1,node_2,edge
barbie,barbieland,"Barbie is a resident of Barbieland, a society populated by Barbie and Ken dolls."
barbie,kens,"In Barbieland, the Kens spend their days playing at the beach while the Barbies hold prestigious jobs in various fields."
barbie,sasha,"Barbie travels to the real world to find her owner, a teenage girl named Sasha."
barbie,venice beach,Barbie travels to Venice Beach in the real world.
barbie,real world,Barbie punches a man who gropes her in the real world.
barbie,sasha,"Barbie tracks down her owner, a teenage girl named Sasha, who criticizes Barbie for encouraging unrealistic beauty standards."
barbie,gloria,"Distraught, Barbie discovers that Gloria, a Mattel employee and Sasha's mother, inadvertently caused Barbie's existential crisis after starting to play with Sasha's old Barbie dolls."
mattel,barbie,"Mattel attempts to put Barbie in a toy box for remanufacturing, but she escapes with Gloria and Sasha's help."
barbieland,barbie,Barbie travels to Barbieland with Mattel executives in pursuit.
ken,barbies,"The Kens begin to indoctrinate the Barbies into submissive roles, such as agreeable girlfriends, housewives, and maids."
barbie,gloria,Gloria expresses her frustration with the conflicting standards women are forced to follow in the real world. Gloria's speech restores Barbie's confidence.
barbies,sasha,"With the assistance of Sasha, Weird Barbie, Allan, and the discontinued dolls, Gloria uses her knowledge from the real world to deprogram the Barbies from their indoctrination."
barbies,kens,"The Barbies then manipulate the Kens into fighting among themselves, which distracts them from enshrining male superiority into Barbieland's constitution, allowing the Barbies to regain power."
barbie,kens,"In the past, Barbie and Ken oppressed Kens in their society. Having experienced systemic oppression themselves, they resolve to rectify the faults of their previous society by emphasizing better treatment of outcasts."
barbie,ruth handler,"Barbie meets with the spirit of Ruth Handler, Mattel co-founder and creator of the Barbie doll. Ruth explains that Barbie's story has no set ending and her ever-evolving history surpasses her roots."
barbie,barbara handler,"Barbie decides to become human again and return to the real world, now going by the name 'Barbara Handler'"
