node_1,node_2,edge
the hangover,characters,"Ed Helms, Zach Galifianakis, and Bradley Cooper were all casual acquaintances before The Hangover was filmed, which helped in establishing a rapport and chemistry amongst their characters."
the hangover,caesars palace,principal photography for The Hangover took place at Caesars Palace for fifteen days.
the hangover,nevada,principal photography for The Hangover took place in Nevada for fifteen days.
the hangover,$35 million,principal photography for The Hangover was done on a budget of $35 million.
alan,the riviera,Alan is portrayed counting cards while playing blackjack at The Riviera in the scene from The Hangover.
jade's home,wild wild west gambling hall & hotel,Jade's home was depicted at the Wild Wild West Gambling Hall & Hotel in The Hangover.
the bungalows hostel (then known as hostel cat),wedding chapel,The Bungalows Hostel (then known as Hostel Cat) featured a facade built by the production team to appear as a wedding chapel in The Hangover.
atomic liquors,the hangover,Exteriors of Atomic Liquors were filmed for The Hangover.
mr. chow,las vegas strip,"The scene where Mr. Chow jumps out of the trunk of the Mercedes-Benz 220SE and assaults the protagonists with a crowbar was filmed adjacent to the Las Vegas Strip at the intersection of East Mandalay Bay Road and Haven Street, which remains a dirt lot."
stu's song,piano on the soundstage,"Helms improvised a scene with the piano on the soundstage, which became known as 'Stu's song' in the film."
mr. chow,protagonists,Mr. Chow assaults the protagonists with a crowbar in the scene filmed adjacent to the Las Vegas Strip.
helms,piano,Helms had to be tutored on how to use a piano for the 'Stu's song' scene in The Hangover.
helms,most difficult day of shooting,"The most difficult day of shooting was the scene where Mr. Chow rams his car and attacks the main characters, which required many takes and was very painful for Helms."
helms,missing tooth,"The missing tooth in Mr. Chow's character is not created with prosthetics or visual effects, but is naturally occurring due to Helms never having an adult incisor grow."
jeong,cooper's neck,"In the scene where Mr. Chow assaults the protagonists, Jeong jumped on Cooper's neck naked without it being a part of the script."
kanye west,zach galifianakis,"In the film, Kanye West's song 'Can't Tell Me Nothing' is used and Zach Galifianakis made an alternative music video for it."
the donnas,phil collins,"These bands, The Donnas and Phil Collins, tend to feature in Phillips' films as the inappropriate, bad-mouthed wedding band."
the belle stars,t.i.,"These bands, The Belle Stars and T.I., are extracted ontology from the given context."
mike vallely,revolution mother,"In the film, pro-skater and punk musician Mike Vallely was invited with his band, Revolution Mother, to write a song for the film."
