node_1,node_2,edge
daniel,eli,"Eli attacks and berates Daniel for having trusted Daniel's enemy, which causes conflict between them."
henry,daniel,Daniel becomes suspicious of Henry after he fails to recognize a joke and confronts him one night at gunpoint.
daniel,pipeline,"Standard Oil offers to buy out Daniel's local interests, but Daniel refuses and instead strikes a deal with Union Oil to build a pipeline."
bandy,daniel,Bandy remains an impediment for Daniel's plan as he refuses to let the pipeline run across his ranch.
eli,daniel,Eli coerces Daniel into confessing that he abandoned his child during his baptism in Eli's church as a condition for an easement to run the pipeline across Bandy's ranch.
h.w.,daniel,H.W. asks his father Daniel to dissolve their partnership so that he can move to Mexico with his wife Paul.
wealthy but an alcoholic,daniel,Daniel is a wealthy but an alcoholic person.
lives alone in a large mansion,daniel,Daniel lives alone in a large mansion.
h.w.,daniel,Daniel is the father of H.W.
mary,h.w.,Mary is the person that H.W. wants to move to Mexico with.
great depression,little boston,Little Boston suffers from the Great Depression.
bandy's property,daniel,Daniel drained Bandy's property of oil by capture.
radio preacher,eli,Eli is now a radio preacher.
daniel,eli,Daniel partners with Eli in drilling Bandy's property on the condition that Eli denounce his faith.
butler,daniel,Daniel's butler appears to ask about the commotion in the bowling alley of his mansion.
daniel,eli,"After Daniel chases Eli around the alley and bludgeons him to death with a bowling pin, Daniel announces, ""I'm finished"""
