node_1,node_2,edge
general frank hoyt,amphibian man,General Frank Hoyt is eventually persuaded by Colonel Richard Strickland to vivisect the Amphibian Man for further study.
dr. robert hoffstetler,amphibian man,"Scientist Dr. Robert Hoffstetler, a Russian spy named Dimitri Mosenkov, pleads unsuccessfully to Colonel Richard Strickland to keep the Amphibian Man alive for further study."
dimitri mosenkov,amphibian man,"Dr. Robert Hoffstetler, a Russian spy named Dimitri Mosenkov, is secretly ordered by his Soviet handlers to kill the Amphibian Man to prevent further study."
baltimore,maryland,"Elisa works as a cleaner at the secret government laboratory in Baltimore, Maryland."
the creature,giles,The creature touches Giles on his balding head and wounded arm.
elisa,amphibian man,"Elisa continues to develop her romantic relationship with the Amphibian Man, culminating in sexual intercourse."
hoyt,strickland,"Unexpectedly, General Hoyt arrives at the laboratory and tells Strickland he has 36 hours to recover the Amphibian Man, or his career will be over."
hoffstetler,handlers,Hoffstetler is told by his handlers that he will be extracted from the US in two days.
strickland,hoffstetler,"When Hoffstetler goes to meet his two handlers, Strickland follows him."
strickland,dying hoffstetler,Strickland tortures the dying Hoffstetler into revealing the Amphibian Man's whereabouts.
zelda,strickland,"Strickland threatens Zelda in her home unsuccessfully, until Zelda's husband Brewster reveals that Elisa has the Amphibian Man."
strickland,elisa's apartment,Strickland finds Elisa's apartment empty and ransacks it until he finds evidence of the creature in the bathtub.
amphibian man,elisa,"At the canal, Elisa and Giles are bidding farewell to the creature when Strickland arrives, knocks Giles down, and shoots both the Amphibian Man and Elisa. The Amphibian Man heals himself and slashes Strickland's throat, killing him. As the police arrive on the scene with Zelda, the Amphibian Man takes Elisa and jumps into the canal, swimming around her lifeless body. He applies his healing powers/ability to the scars on Elisa's neck, which open to reveal gills like his. Elisa jolts back to life and they embrace and kiss."
elisa,scars on elisa's neck,"As the police arrive on the scene with Zelda, the Amphibian Man takes Elisa and jumps into the canal, swimming around her lifeless body. He applies his healing powers/ability to the scars on Elisa's neck, which open to reveal gills like his."
strickland,amphibian man,"At the canal, Elisa and Giles are bidding farewell to the creature when Strickland arrives, knocks Giles down, and shoots both the Amphibian Man and Elisa. The Amphibian Man heals himself and slashes Strickland's throat, killing him."
strickland,elisa,"At the canal, Elisa and Giles are bidding farewell to the creature when Strickland arrives, knocks Giles down, and shoots both the Amphibian Man and Elisa."
amphibian man,gills,"As the police arrive on the scene with Zelda, the Amphibian Man takes Elisa and jumps into the canal, swimming around her lifeless body. He applies his healing powers/ability to the scars on Elisa's neck, which open to reveal gills like his."
amphibian man,elisa,"As the police arrive on the scene with Zelda, the Amphibian Man takes Elisa and jumps into the canal, swimming around her lifeless body. Elisa jolts back to life and they embrace and kiss."
amphibian man,killing,"As the police arrive on the scene with Zelda, the Amphibian Man takes Elisa and jumps into the canal, swimming around her lifeless body. He applies his healing powers/ability to the scars on Elisa's neck, which open to reveal gills like his. The Amphibian Man slashes Strickland's throat, killing him."
zelda,police,"As the police arrive on the scene with Zelda, the Amphibian Man takes Elisa and jumps into the canal, swimming around her lifeless body."
amphibian man,healing powers/ability,"As the police arrive on the scene with Zelda, the Amphibian Man takes Elisa and jumps into the canal, swimming around her lifeless body. He applies his healing powers/ability to the scars on Elisa's neck."
