node_1,node_2,edge
ryan gosling,the driver,"In the movie, Ryan Gosling plays the character The Driver."
carey mulligan,irene gabriel,Carey Mulligan portrays the character Irene Gabriel in the movie.
bryan cranston,shannon,"In the movie, Bryan Cranston is cast as Shannon."
albert brooks,bernie rose,Albert Brooks acts as Bernie Rose in the film.
oscar isaac,standard gabriel,The character Standard Gabriel is portrayed by Oscar Isaac in the movie.
christina hendricks,blanche,"In the film, Christina Hendricks plays the character Blanche."
ron perlman,nino 'izzy' paolozzi,Ron Perlman performs as Nino 'Izzy' Paolozzi in the movie.
kaden leos,benicio gabriel,"In the film, Kaden Leos enacts the role of Benicio Gabriel."
james biberi,chris cook,The movie features James Biberi as Chris Cook.
russ tamblyn,doc,"In the film, Russ Tamblyn portrays the character Doc."
