node_1,node_2,edge
oppenheimer,director of the los alamos laboratory,"In 1942, during World War II, US Army Colonel Leslie Groves, the director of the Manhattan Project, recruits Oppenheimer as the director of the Los Alamos Laboratory to develop an atomic bomb."
german nuclear research program,fission bomb for the nazis sooner,"Oppenheimer fears the German nuclear research program, led by Heisenberg, might yield a fission bomb for the Nazis sooner."
teller's calculations,atomic detonation could destroy the world,Teller's calculations reveal an atomic detonation could destroy the world;
teller,attempts to leave the project,"Teller attempts to leave the project after his proposal to construct a hydrogen bomb is rejected,"
oppenheimer,convinces him to stay,but Oppenheimer convinces him to stay.
oppenheimer,truman,"Oppenheimer expressed his remorse to Truman, but Truman berated him and dismissed his plea to cease further atomic development"
oppenheimer,guilt-ridden and haunted,"After Germany's surrender in 1945, Oppenheimer was guilt-ridden and haunted"
oppenheimer,renewed interest,Teller's hydrogen bomb received renewed interest amidst the burgeoning Cold War because of Oppenheimer's advisory role in the United States Atomic Energy Commission
oppenheimer,strauss,"In 1954, Strauss secretly orchestrates a private security hearing before a Personnel Security Board concerning the renewal of Oppenheimer's Q clearance, during which his loyalty to the United States is questioned. This action is taken to eliminate Oppenheimer's political influence."
oppenheimer,kitty,"After Kitty vigorously defends herself and her husband, the board no longer suspects Oppenheimer of disloyalty but still revokes his clearance, thereby damaging his public image and limiting his influence on American nuclear policy."
strauss,hill,"During Strauss's Senate confirmation hearing for Secretary of Commerce, Hill unexpectedly testifies about Strauss's personal motives for engineering Oppenheimer's downfall."
oppenheimer,einstein,"In their 1947 conversation, Oppenheimer and Einstein discussed Oppenheimer's legacy, with Oppenheimer remorsefully expressing his fear that they had indeed started a chain reaction, and imagining how it would one day destroy the world."
