node_1,node_2,edge
birdman,riggan thomson,"Riggan Thomson, a faded actor famous for playing Birdman in a film trilogy from 1989 to 1992, is the same person as Birdman."
broadway adaptation,riggan thomson,"Riggan Thomson is currently trying to regain recognition by writing, directing, and starring in a Broadway adaptation of Raymond Carver's short story ""What We Talk About When We Talk About Love""."
lesley,broadway adaptation,"Lesley, a Broadway newcomer, is involved in the production of the Broadway adaptation."
mike shiner,broadway adaptation,"Mike Shiner, Lesley's boyfriend, replaces Ralph in the production of the Broadway adaptation after a light fixture falls onto him."
preview,broadway adaptation,The first previews of the Broadway adaptation are disastrous due to Mike Shiner's disruptive behavior.
riggan,birdman,Riggan's delusion of Birdman trying to convince him to abandon the play and make a fourth Birdman film.
sam,riggan,Relationship between Sam and Riggan as she rebukes and chastises him for smoking marijuana.
sam,mike,"Sam notices the clash between Riggan and Mike, culminating in a brawl after Riggan reads a New York Times interview with Mike in which he steals Riggan's personal reason for doing a Raymond Carver play."
jake,riggan,Jake persuades Riggan to continue with the play.
birdman voice,riggan,"Riggan confesses to his ex-wife, Sylvia, that several years ago, he attempted to drown himself in the ocean after she caught him having an affair. He also tells her about the Birdman voice, which she ignores."
riggan,birdman voice,Riggan hears and interacts with the Birdman voice throughout the context.
birdman,riggan,The context revolves around Riggan's character in the 'Birdman' play and his struggles with the Birdman persona.
birdman,twitter account,"Sam creates a Twitter account for Birdman, which gains a large following due to Riggan's fame as an actor."
