node_1,node_2,edge
naomi watts,betty elms,Naomi Watts played the character Betty Elms in the movie.
naomi watts,diane selwyn,"In the movie, Naomi Watts's character Betty Elms takes on the identity of Diane Selwyn."
laura harring,rita,Laura Harring played the character Rita in the movie.
laura harring,camilla rhodes,"In the movie, Laura Harring's character Rita reveals herself to be Camilla Rhodes."
justin theroux,adam kesher,Justin Theroux played the character Adam Kesher in the movie.
ann miller,coco,Ann Miller played the character Coco in the movie.
dan hedaya,vincenzo castigliane,Dan Hedaya played the character Vincenzo Castigliane in the movie.
mark pellegrino,joe,Mark Pellegrino played the character Joe in the movie.
brent briscoe,detective domgaard,Brent Briscoe played the character Detective Domgaard in the movie.
robert forster,detective mcknight,Robert Forster played the character Detective McKnight in the movie.
angelo badalamenti,luigi castigliane,Angelo Badalamenti played the character Luigi Castigliane in the movie.
michael j. anderson,mr. roque,Michael J. Anderson played the character Mr. Roque in the movie.
bonnie aarons,bum,Bonnie Aarons portrayed the character Bum in the movie.
monty montgomery,the cowboy,Monty Montgomery played the character The Cowboy in the movie.
lee grant,louise bonner,Lee Grant acted as Louise Bonner in the movie.
james karen,wally brown,James Karen portrayed the character Wally Brown in the movie.
chad everett,jimmy katz,Chad Everett acted as Jimmy Katz in the movie.
richard green,the magician,Richard Green played the character The Magician in the movie.
rebekah del rio,herself,Rebekah Del Rio appeared as herself in the movie.
melissa george,camilla rhodes,"In the movie, Camilla Rhodes was portrayed by Melissa George."
billy ray cyrus,gene,Billy Ray Cyrus acted as Gene in the movie.
lori heuring,lorraine kesher,Lori Heuring played the character Lorraine Kesher in the movie.
jeanne bates,irene,Jeanne Bates acted as Irene in the movie.
patrick fischler,dan,Patrick Fischler portrayed the character Dan in the movie.
michael cooke,herb,Michael Cooke acted as Herb in the movie.
