node_1,node_2,edge
the housemaid,okja,"Bong Joon-ho, the director of Okja, cited The Housemaid as an influence on his film. Both films explore the theme of a disruptive interloper threatening the stability of a middle-class family."
christine and léa papin,okja,"Bong Joon-ho drew inspiration from the case of Christine and Léa Papin, two live-in maids who murdered their employers in 1930s France. The incident is reflected in the plot of Okja as it explores the theme of a disruptive interloper threatening the stability of a wealthy family."
bong joon-ho,tutor for a rich family,Bong Joon-ho worked as a tutor for a rich family. This experience gave him insight into the private lives of complete strangers and inspired the theme of infiltration in Okja.
moon-gwang,allergy to peaches,Bong Joon-ho's university friend having an allergy to peaches inspired the character Moon-gwang's allergy in Okja.
parasite,darcy paquet,"American residing in South Korea, Darcy Paquet, translated the English subtitles for Parasite with Bong."
jjapaguri or chapaguri,ram-don,"A dish cooked by a character in the film, Jjapaguri or Chapaguri, was rendered as ram-don by Darcy Paquet."
oxford university,darcy paquet,"During the translation process, Darcy Paquet chose Oxford University over Harvard because of Bong's affinity for the United Kingdom."
whatsapp,darcy paquet,"On one occasion, Darcy Paquet used WhatsApp instead of KakaoTalk during the translation process."
english subtitles,parasite,Darcy Paquet translated the English subtitles for Parasite with Bong.
principal photography,parasite,"Principal photography for Parasite began on May 18, 2018, and ended on September 19."
hong kyung-pyo,parasite,"The director of photography for Parasite was Hong Kyung-pyo, a well-known South Korean cinematographer."
parks' house,set,The Parks' house was a specially constructed set.
lee,mr park's house,"Lee mentioned that since Mr Park's house is built by an architect in the story, it wasn't easy finding the right approach to designing the house."
mr park's house,architect,"Lee explained that while Mr Park's house is built by an architect in the story, there's a difference in how an architect envisions a space and how a production designer approaches designing a space."
ha-jun,namgoong,Ha-jun established that Namgoong would have used the first floor's living room to appreciate the garden.
namgoong,single wide window,"Ha-jun mentioned that for Namgoong, a single wide window was built in the first floor's living room to appreciate the garden."
namgoong,spartan seating options,"Ha-jun specified that for Namgoong, there were only spartan seating options in the first floor's living room."
sun,outdoor lots,The sun's direction was a crucial point of consideration while searching for outdoor lots. We had to remember the sun's position during our desired time frame and determine the positions and sizes of the windows accordingly.
sun,kims' flat,The sun was an important factor when building the outdoor set for the Kims' flat. Lee Ha-jun visited abandoned villages and towns to help inform the set design and improve the authenticity of the street's appearance.
set design,abandoned villages and towns,Lee Ha-jun visited abandoned villages and towns to help inform the set design.
dp,color,"The DP had specific requests regarding the color of practical lighting, wanting sophisticated indirect lighting and warmth from tungsten light sources."
dp,sun's movement,"Before building the set, the DP and I visited the lot several times to check the sun's movement each time."
soju han jan,korean,"The title of the song 'Soju han jan', which means 'A glass of soju' in Korean, reflects its theme and cultural context."
