node_1,node_2,edge
robert pattinson,bruce wayne,"Robert Pattinson portrays Batman's alter ego, Bruce Wayne, in this movie. As the movie explores Batman before he becomes a fully formed crime fighter, director Matt Reeves describes Bruce Wayne as reclusive and unable to delineate between his Batman persona and public identity as a billionaire."
batman,drug addiction,Director Matt Reeves compared Batman's obsession with being Batman to a drug addiction in this movie. This highlights the extent of his commitment and dedication to his role as a superhero.
batman,flawed,"In this movie, Batman is portrayed as more flawed than traditional superheroes. This highlights the complexity and depth of his character."
batman,rage,"According to this movie, Batman seeks to work out his rage by inflicting his kind of justice. This sheds light on the psychological motivations behind his actions."
batman,vengeance,"The movie raises questions about Batman's use of vengeance, as opposed to inspiring hope. This underscores the moral dilemmas faced by superheroes in their fight against crime."
edward nashton,batman,"Edward Nashton, also known as the Riddler, is inspired by Batman to become a serial killer who targets elite Gotham citizens and live streams his crimes. This reflects the idea from the comics that he creates his own enemies."
edward nashton,gotham's rich and powerful,"As an orphan raised in abject poverty, Edward Nashton resents Gotham's rich and powerful for ignoring the less fortunate."
edward nashton,law enforcement,Edward Nashton taunts Batman and law enforcement with riddles.
carmine falcone,john turturro,John Turturro portrays Carmine Falcone in the movie.
gil colson,peter sarsgaard,Peter Sarsgaard portrays Gil Colson in the movie.
gil colson,untruthful,Gil Colson is described as untruthful by Peter Sarsgaard.
gil colson,distasteful,Gil Colson is described as distasteful by Peter Sarsgaard.
oz,falcone,Colin Farrell's character Oz is Falcone's chief lieutenant who operates the Iceberg Lounge in the context. This indicates a direct reporting relationship between these two characters.
oz,penguin,"Colin Farrell's character Oz is referred to as 'the Penguin' in the context, but his surname Cobb has been shortened during the production of the spin-off series The Penguin. This implies a close association between Oz and the character known as Penguin from the comics."
oz,mid-level mobster guy,"Reeves, who plays Batman in this context, has described Oz as a 'mid-level mobster guy' with showmanship potential. This suggests that Oz is still building his criminal empire and has not yet reached the level of notoriety associated with his comic book counterpart."
oz,fredo corleone,Reeves has compared Oz's position within a family of powerful criminals to that of Fredo Corleone in The Godfather. This highlights the sense of insignificance and underestimation that Oz experiences in this context.
bella reál,mayoral candidate for gotham city,Jayme Lawson's character Bella Reál represents hope as a mayoral candidate for Gotham City in this context. This suggests that there are alternative political figures who could potentially challenge the criminal underworld led by Oz and Falcone.
martinez,gcpd officer,Gil Perez-Abraham's character Martinez is identified as a GCPD officer in this context. This indicates that the police force is actively involved in combating crime in Gotham City.
william kenzie,corrupt gcpd officer,Peter McDonald's character William Kenzie is described as a corrupt GCPD officer in this context. This highlights the prevalence of corruption within the police force and suggests that there may be conflicts between honest officers like Martinez and those who are compromised.
pete savage,gcpd commissioner,"Con O'Neill's character Pete Savage is identified as the GCPD commissioner in this context. This indicates that there is a hierarchy within the police force, with higher-ranking officials like Savage having greater authority."
mackenzie bock,gcpd chief,"O'Neill's character Pete Savage reports to Mackenzie Bock, who is identified as the GCPD chief in this context. This reinforces the notion of a hierarchical structure within the police force."
joker,unseen arkham prisoner,"Barry Keoghan's character, who is known as the Joker in other Batman narratives, is only referred to as an 'unseen Arkham Prisoner' in this context. This suggests that the Joker may have a connection to events taking place at Arkham Asylum or that he is currently incarcerated there."
joker,unseen arkham prisoner,"In the episode 'Mad City: Helya', the Joker makes a cameo appearance as the Unseen Arkham Prisoner."
jay lycurgo,gang member,"In the episode 'Mad City: Helya', Jay Lycurgo portrays a young gang member."
akie kotabe,train passenger,"In the episode 'Mad City: Helya', Akie Kotabe is featured as a train passenger."
sandra dickinson,dory,"In the episode 'Mad City: Helya', Sandra Dickinson is introduced as Dory, Bruce's caretaker and housekeeper."
luke roberts,thomas wayne,"In the episode 'Mad City: Helya', Luke Roberts portrays Bruce's father, Thomas Wayne."
stella stocker,martha wayne,"In the episode 'Mad City: Helya', Stella Stocker is introduced as Bruce's mother, Martha Wayne."
