node_1,node_2,edge
avengers: infinity war,marvel studios,Announcement made by Marvel Studios in October 2014 for the production of Avengers: Infinity War and Avengers: Endgame.
avengers: endgame,avengers: infinity war,"The release dates of Avengers: Infinity War (May 4, 2018) and Avengers: Endgame (May 3, 2019) were announced by Marvel Studios in October 2014."
avengers: endgame,marvel studios,"Production company responsible for the production of Avengers: Endgame, as announced by Marvel Studios in April 2015."
mary lou,pinewood atlanta studios,"At Pinewood Atlanta Studios in Fayette County, Georgia, Mary Lou was filmed under the working title."
tony stark,iron man,Robert Downey Jr. played both Tony Stark and Iron Man in Infinity War.
peter quill,star-lord,"Chris Pratt played Peter Quill, also known as Star-Lord, in Infinity War."
peter parker,spider-man,Tom Holland portrayed both Peter Parker and Spider-Man in the film.
edinburgh,glasgow,"Additional filming for Infinity War took place in Edinburgh, Glasgow, and the Scottish Highlands."
wardpark studios,cumbernauld,Studio work for Infinity War was done at Wardpark Studios in Cumbernauld.
downtown atlanta,central park,"Fiming for Infinity War took place in Downtown Atlanta, Central Park, and Queens, New York."
thanos,nipa hut,"To film the final scene of Infinity War, where Thanos settles in a nipa hut, footage was acquired from Indochina Productions, a studio based in Thailand."
disney,united states,"In early March 2018, Disney moved the release of Infinity War in the United States to April 27, 2018."
infinity war,disney,"In early March 2018, Disney moved the release of Infinity War in the United States to April 27, 2018, to have it be released the same weekend as some of its international markets."
infinity war,most expensive films ever made,"With an estimated budget in the range of $325–400 million, Infinity War is one of the most expensive films ever made."
evans,infinity war,"Chris Evans, who portrays Steve Rogers / Captain America in the Marvel Cinematic Universe, returns to his role for Avengers: Infinity War."
hemsworth,infinity war,"Chris Hemsworth, who portrays Thor in the Marvel Cinematic Universe, returns to his role for Avengers: Infinity War."
hemsworth,earned $15 million,Both Evans and Hemsworth earned $15 million for the film.
