node_1,node_2,edge
clint eastwood,frankie dunn,"Clint Eastwood plays the role of Frankie Dunn, a gruff but well-meaning elderly boxing trainer"
hilary swank,maggie fitzgerald,"Hilary Swank portrays Maggie Fitzgerald, a determined and aspiring boxer trained by Frankie Dunn"
father horvak,father horvak,"In the movie, Father Horvak is played by an actor but his character name is same as his name in the cast list."
anthony mackie,shawrelle berry,"Anthony Mackie portrays Shawrelle Berry, an overzealous boxer and frequent tenant of Dunn's gym"
margo martindale,earline fitzgerald,"Margo Martindale represents Earline Fitzgerald, Maggie's selfish mother"
riki lindhome,mardell fitzgerald,"Riki Lindhome acts as Mardell Fitzgerald, Maggie's welfare-cheating sister"
michael peña,omar,"Michael Peña performs the role of Omar, a boxer and Shawrelle's best friend"
bruce macvittie,mickey mack,Bruce MacVittie plays the character of Mickey Mack
ned eisenberg,sally mendoza,Ned Eisenberg enacts Sally Mendoza
marcos chait,j.d. fitzgerald,"Marcos Chait plays the role of J.D. Fitzgerald, Maggie's incarcerated brother"
tom mccleister,mr. johnson,"Tom McCleister portrays Mr. Johnson, a lawyer"
benito martinez,billie's manager,Benito Martinez enacts Billie's Manager
grant l. roberts,billie's cut man,Grant L. Roberts performs as Billie's Cut Man
