node_1,node_2,edge
wakanda,vibranium,"Over centuries, the Wakandans use vibranium to develop advanced technologies and isolate themselves from the world by posing as an underdeveloped country."
t'chaka,n'jobu,"In 1992, Wakanda king T'Chaka visits his brother N'Jobu, who is working undercover in Oakland, California."
klaue,erik stevens,"When Klaue and his accomplice Erik Stevens steal a Wakandan artifact from a London museum,"
t'challa,klaue,"When Klaue and his accomplice Erik Stevens steal a Wakandan artifact from a London museum, T'Challa's friend and Okoye's husband W'Kabi urges him to bring Klaue back alive."
t'challa,everett k. ross,"When Klaue plans to sell the artifact to CIA agent Everett K. Ross, T'Challa, Okoye, and Nakia travel to Busan, South Korea."
t'challa,zuri,T'Challa confronts Zuri about N'Jobu.
n'jobu,t'chaka,"Before T'Chaka could arrest N'Jobu,"
zuri,n'jobu,ordered Zuri to lie that N'Jobu had disappeared
killmonger,n'jadaka,"Meanwhile, Killmonger kills Klaue and takes his body to Wakanda. He is brought before the tribal elders, revealing his identity as N'Jadaka and stating his claim to the throne."
killmonger,t'challa,"Challenges T'Challa to ritual combat, where he kills Zuri; without the powers of the heart-shaped herb, T'Challa is badly injured and thought dead after Killmonger hurls him over a waterfall."
t'challa,killmonger,"Fighting in Wakanda's vibranium mine, T'Challa disrupts Killmonger's suit and stabs him."
nakia,t'challa,"Rescued by the Jabari as repayment for sparing M'Baku's life. Healed by Nakia's herb, T'Challa returns to fight Killmonger,"
shuri,ross,"Fight Shuri, Nakia, and the Dora Milaje while Ross remotely pilots a jet and shoots down the planes carrying vibranium weapons before they can leave Wakanda."
t'challa,nakia's herb,"Healed by Nakia's herb, T'Challa returns to fight Killmonger,"
t'challa,killmonger,"T'Challa shows him the Wakanda sunset, and Killmonger dies peacefully."
nakia,shuri,Both Nakia and Shuri will run the outreach center established by T'Challa at the building where N'Jobu died.
t'challa,united nations,T'Challa appears before the United Nations to reveal Wakanda's true nature to the world in a mid-credits scene.
bucky barnes,shuri,Shuri helps Bucky Barnes with his rehabilitation in a post-credits scene.
