node_1,node_2,edge
ken watanabe,dom cobb,"In the context, it is mentioned that Ken Watanabe's character, Saito, hired Leonardo DiCaprio's character, Dom Cobb."
mal,projections,"Cobb is unable to control these projections of Mal, challenging his abilities as an extractor. This indicates a level of unpredictability and complexity in their relationship."
mal,femme fatale,"Nolan described Mal as 'the essence of the femme fatale,' emphasizing her archetypal qualities."
mal,cotillard's performance,"DiCaprio praised Cotillard's performance, stating that 'she can be strong and vulnerable and hopeful and heartbreaking all in the same moment.' This highlights the nuanced portrayal of Mal by Cotillard."
ariadne,graduated student of architecture,Ariadne is a graduated student of architecture.
ariadne,constructs dreamscapes,Ariadne constructs dreamscapes.
ariadne,is recruited,"Ariadne is recruited to construct the various dreamscapes, which are described as mazes."
nash,cobb's team,"betrayal and replacement relationship, with Nash betraying Cobb's team and being replaced by Ariadne"
lukas haas,nash,"Lukas Haas plays the role of Nash, an architect in Cobb's employment who betrays the team."
nash,cobb,Nash is employed by Cobb.
talulah riley,blonde,"In the movie, Talulah Riley plays a woman named Blonde whom Eames disguises himself as in a dream."
eames,blonde,"Eames disguises himself as the character played by Talulah Riley, who is credited as 'Blonde'."
pete postlethwaite,maurice fischer,"Pete Postlethwaite plays the role of Maurice Fischer, the dying founder of a business empire and Robert Fischer's father."
robert fischer,maurice fischer,"Robert Fischer is related to Maurice Fischer, who is his father."
