node_1,node_2,edge
tom cruise,captain pete 'maverick' mitchell,Captain Pete 'Maverick' Mitchell is played by Tom Cruise in the movie.
miles teller,lieutenant bradley 'rooster' bradshaw,Lieutenant Bradley 'Rooster' Bradshaw is played by Miles Teller in the movie.
jennifer connelly,penelope 'penny' benjamin,Penelope 'Penny' Benjamin is played by Jennifer Connelly in the movie.
jon hamm,vice admiral beau 'cyclone' simpson,Vice Admiral Beau 'Cyclone' Simpson is played by Jon Hamm in the movie.
glen powell,lt jake 'hangman' seresin,LT Jake 'Hangman' Seresin is played by Glen Powell in the movie.
ed harris,rear admiral chester 'hammer' cain,Rear Admiral Chester 'Hammer' Cain is played by Ed Harris in the movie.
val kilmer,admiral tom 'iceman' kazansky,Admiral Tom 'Iceman' Kazansky is played by Val Kilmer in the movie.
lewis pullman,lt robert 'bob' floyd,LT Robert 'Bob' Floyd is played by Lewis Pullman in the movie.
charles parnell,rear admiral solomon 'warlock' bates,Rear Admiral Solomon 'Warlock' Bates is played by Charles Parnell in the movie.
bashir salahuddin,chief warrant officer four bernie 'hondo' coleman,Chief Warrant Officer Four Bernie 'Hondo' Coleman is played by Bashir Salahuddin in the movie.
monica barbaro,lt natasha 'phoenix' trace,"Monica Barbaro plays LT Natasha 'Phoenix' Trace, an F/A-18F pilot and mission candidate."
jay ellis,lt reuben 'payback' fitch,"Jay Ellis plays LT Reuben 'Payback' Fitch, an F/A-18F pilot and mission candidate."
danny ramirez,lt mickey 'fanboy' garcia,"Danny Ramirez plays LT Mickey 'Fanboy' Garcia, Payback's F/A-18F WSO and mission candidate."
greg tarzan davis,lt javy 'coyote' machado,"Greg Tarzan Davis plays LT Javy 'Coyote' Machado, an F/A-18E pilot and mission candidate."
manny jacinto,lt billy 'fritz' avalone,"Manny Jacinto plays LT Billy 'Fritz' Avalone, an F/A-18E pilot and mission candidate."
raymond lee,lt logan 'yale' lee,"Raymond Lee plays LT Logan 'Yale' Lee, an F/A-18F pilot and mission candidate."
jake picking,lt brigham 'harvard' lennox,"Jake Picking plays LT Brigham 'Harvard' Lennox, Yale's F/A-18F WSO and mission candidate."
jack schumacher,lt neil 'omaha' vikander,"Jack Schumacher plays LT Neil 'Omaha' Vikander, an F/A-18F pilot and mission candidate."
kara wang,lt callie 'halo' bassett,"Kara Wang plays LT Callie 'Halo' Bassett, Omaha's F/A-18F WSO and mission candidate."
lyliana wray,amelia benjamin,"Lyliana Wray plays Penny's daughter, Amelia Benjamin."
jean louisa kelly,sarah kazansky,"Jean Louisa Kelly reprises her role as Iceman's wife from the original Top Gun, Sarah Kazansky."
chido nwokocha,mission controller,Chido Nwokocha plays the role of Mission Controller in Top Gun: Maverick.
chelsea harris,admiral's aide,Chelsea Harris appears as the Admiral's Aide in Top Gun: Maverick.
james j. brolin,admiral tom 'maverick' bradford,James J. Brolin reprises his role as Admiral Tom 'Maverick' Bradford from the original Top Gun.
tom cruise,pete 'maverick' mitchell,Tom Cruise reprises his iconic role as Pete 'Maverick' Mitchell in Top Gun: Maverick.
