node_1,node_2,edge
sean casey,fletcher,"During rehearsal, Fletcher announces Sean Casey's death in a car accident."
andrew,fletcher,conflict arising from Andrew's expulsion from Shaffer due to his attack on Fletcher during the performance
jo jones,charlie,alleged incident where Jo Jones threw a cymbal at Charlie in a story cited by Fletcher during his conversation with Andrew at the jazz club
jo jones,charlie parker,Fletcher uses the story of Jo Jones allegedly throwing a cymbal at Charlie Parker as an example to encourage Andrew not to let discouragement hold him back from achieving greatness in jazz music.
andrew,jvc jazz festival,"Fletcher invites Andrew to perform with his professional band at the New York JVC Jazz Festival, playing the same songs from the Shaffer Studio Band."
andrew,nicole,Andrew learns that Nicole is in a new relationship when he calls her to invite her to his performance at the festival.
fletcher,revenge,"As revenge for Andrew testifying against him, Fletcher leads his band into a song that Andrew does not know during their performance at the festival."
jim,andrew,Jim embraces Andrew backstage after his disastrous performance at the festival.
andrew,drum kit,"Andrew returns to the stage, takes the drum kit from Fletcher, and cuts off his introduction to the next tune by cueing the band into 'Caravan'."
andrew,improvised solo,"During their performance of 'Caravan', Andrew continues into an unexpected improvised solo, impressing Fletcher and earning his approval before the final chord is played."
