node_1,node_2,edge
batman begins,christian bale,Christian Bale portrays the character Batman in the film Batman Begins.
christian bale,bruce wayne,"In the film Batman Begins, Christian Bale plays the role of Bruce Wayne."
batman begins,sir christopher nolan,Sir Christopher Nolan directed the film Batman Begins.
batman begins,david s. goyer,David S. Goyer co-wrote the screenplay for Batman Begins.
batman begins,warner bros. pictures,Warner Bros. Pictures produced and distributed the film Batman Begins.
batman begins,sequel,"The Dark Knight, the sequel to Batman Begins, was released in 2008 and continued the darker and more serious tone established by this film."
batman begins,expectations,"Expectations for Batman Begins ranged from moderate to low, which originated from the poor reception of Batman & Robin that was credited with stalling the Batman film series in 1997."
killing,necessary,Batman's decision to take justice into his own hands through killing is necessary due to the failures of the authorities and the corruption rampant in Gotham.
bruce,family's company,"After inheriting his family's company, Wayne Enterprises, Bruce takes an interest in it and delves into its inner workings with the help of Lucius Fox."
batman,vigilante identity,"To fight crime and bring justice, Batman adopts a vigilante identity inspired by his childhood fear."
batman,rachel,"While investigating a drug shipment, Batman provides Rachel with evidence against Falcone that leads to his arrest."
falcone,crime,Criminal mastermind Falcone engages in crime and corruption in Gotham.
crane,corrupt psychologist,"Dr. Jonathan Crane, a corrupt psychologist, smuggles drugs into Gotham with Falcone's help and later drives him insane."
crane,fear-inducing hallucinogen,"Donning a scarecrow mask, Crane sprays Falcone with a fear-inducing hallucinogen and transfers him to Arkham Asylum."
crane,corruption,"During Batman's investigation into Crane, he reveals his corruption by introducing drugs into Gotham's water supply and drugging its citizens."
gordon,honest police officer,"Sergeant James Gordon, one of Gotham's few honest police officers, is an ally to Batman in his fight against crime."
fox,lucius,"Lucius Fox, a friend of Bruce's father, allows him access to prototype defense technologies in his fight against crime."
crane,rachel,"When Rachel accuses Crane of corruption, he reveals he has introduced his drug into Gotham's water supply and drugs her with the hallucinogen."
crane,batman,Batman later subdues Crane and sprays him with his own chemical.
rachel,gordon,Batman gives Rachel two vials: one for Gordon and the other for mass production.
ducard,ra's al ghul,Ducard reappears and reveals himself to be the true Ra's al Ghul.
alfred,bruce,Alfred rescues Bruce when Ducard sets Wayne Manor aflame and leaves Bruce to die.
batman,rachel,Batman rescues Rachel from a drugged mob and reveals his identity to her.
batman,gordon,"Sergeant Gordon is promoted to Lieutenant, shows Batman"
rachel,bruce,"Bruce gains Rachel's respect. However, she refuses to be with him, promising they can be together when Gotham no longer needs Batman."
bruce,earle,Bruce fires Earle and replaces him with Fox.
gordon,lieutenant,"Sergeant Gordon is promoted to Lieutenant,"
arnold flass,gordon's corrupt partner,"Cast member Mark Boone Junior plays Arnold Flass, Gordon's corrupt partner"
thomas wayne,bruce's late father,"Linus Roache portrays Thomas Wayne, Bruce's late father."
carl finch,district attorney,"Larry Holden portrays district attorney Carl Finch,"
gillian b. loeb,police commissioner,"Colin McFarlane plays Gillian B. Loeb, the police commissioner,"
jessica,william earle's secretary,"Christine Adams portrays Jessica, William Earle's secretary,"
asian prisoner,old asian prisoner,"Vincent Wong plays an old Asian prisoner,"
martha wayne,bruce's late mother,"Sara Stewart portrays Martha Wayne, Bruce's late mother,"
joe chill,waynes' killer,"Richard Brake plays Joe Chill, the Waynes' killer,"
high court judge faden,corrupt high court judge faden,"Gerard Murphy portrays corrupt High Court Judge Faden,"
bruce,gotham city,"Batman is the last person to meet Bruce when he leaves Gotham City,"
joffrey baratheon,young admirer of batman,"Jack Gleeson, who had previously co-starred with Bale in 2002's Reign of Fire and later found fame for his role as Joffrey Baratheon in the HBO series Game of Thrones, appears as a young admirer of Batman who is later saved by him from Ra's al Ghul's men;"
batman,gleeson,appears as a young admirer of Batman who is later saved by him from Ra’s al Ghul’s men; Gleeson was cast at Bale's recommendation.
epic feel and credibility,all-star supporting cast,Nolan wanted an all-star supporting cast for Batman Begins to lend a more epic feel and credibility to the story.
batman begins,young bruce wayne falling into a well,"The early scene in Batman Begins of young Bruce Wayne falling into a well was adapted from 'The Man Who Falls', a short story by Denny O'Neil and Dick Giordano about Bruce's travels throughout the world."
bruce,bats,"By ignoring the idea in the comics that Bruce saw a Zorro film with his parents before they were murdered, it emphasizes the importance of bats to Bruce and that becoming a superhero is a wholly original idea on his part."
vatnajökull glacier,bhutan,Filming began in March 2004 in the Vatnajökull glacier in Iceland (standing in for Bhutan).
london,gotham city,Nolan shot exteriors in London as he wanted the city to seem recognizable for representing Gotham City.
shepperton studios,batcave,"A Batcave set was built at Shepperton Studios with a size of 250 feet (76 m) long, 120 feet (37 m) wide, and 40 feet (12 m) high."
cardington,airship hangar,An airship hangar at Cardington was rented by Warner Bros. During April 2004 for filming the slum-district of 'the Narrows' and the feet of the monorails.
mentmore towers,wayne manor,"Mentmore Towers was chosen from twenty different locations for Wayne Manor, as Nolan and Crowley liked its white floors, which gave the impression of the manor as a memorial to Wayne's parents."
crowley,memorial,"Crowley liked its white floors, which gave the impression of the manor as a memorial to Wayne's parents."
wayne's parents,memorial,...gave the impression of the manor as a memorial to Wayne's parents.
national institute for medical research building,arkham asylum,"[56] The building chosen to represent Arkham Asylum was the National Institute for Medical Research building in Mill Hill, northwest London, England."
abbey mills pumping stations,arkham's interiors,[53] The St Pancras railway station and the Abbey Mills Pumping Stations were used for Arkham's interiors.
senate house of university college london,courtrooms,[53] The Senate House of University College London was used for courtrooms.
lower wacker drive,tumbler pursuit,"[20] Some scenes, including the Tumbler pursuit, were filmed in Chicago at locations such as Lower Wacker Drive and 35 East Wacker."
tumbler,six models of the tumbler,Six models of the Tumbler were built to 1:12 scale in the course of four months.
tumbler,steel 'test frame',"Following the scale model creation, a crew of over 30 people carved a full-size replica of the Tumbler out of a large block of Styrofoam in two months. The styrofoam model was used to create a steel 'test frame'."
steel 'test frame',speed,"The steel 'test frame' had to stand up to several standards, including having a speed of over 100 miles per hour (160 km/h)."
tumblers,streets of chicago,The professional drivers for the Tumblers practiced driving the vehicles for six months before they drove on the streets of Chicago for the film's scenes.
batsuit,neoprene undersuit,"The Batsuit's basic design was a neoprene undersuit, which was shaped by attaching molded cream latex sections."
batsuit,christian bale,"Costume designer Lindy Hemming and her crew worked on the Batsuit at an FX workshop codenamed 'Cape Town', a secured compound located at Shepperton Studios in London. The Batsuit's basic design was created by molding and sculpting Christian Bale prior to his physical training."
full body cast,sculpting with clay,team could work on a full body cast to avoid imperfections picked up by sculpting with clay
plastiline,full body cast,plastiline was used to smooth the surface of the full body cast
foam,team,"the team brewed different mixtures of foam to find the mixture that would be the most flexible, light, durable, and black"
black,foam,"however, the process to make the foam black reduced the foam's durability"
thin enough,cowl,the cowl was created to be thin enough to allow motion but thick enough to avoid wrinkling when bale turned his head in the batsuit
man who has angst,cowl,"churchyard explained the cowl had been designed to show 'a man who has angst', so his character would be revealed through the mask."
keysi fighting method,fight choreographers for batman begins,"fight choreographers for batman begins, justo dieguez and andy norman, trained actors and stunt performers using the spanish keysi fighting method"
traditional stuntwork,computer-generated imagery,"In Batman Begins, Nolan preferred traditional stuntwork over computer-generated imagery."
the dark knight rises,batman's age and physical condition,"Due to Batman's age and physical condition, the method was modified in The Dark Knight Rises."
self-defense system,natural instincts,The self-defense system used in Batman Begins is based on the study and cultivation of natural instincts.
cg composite images,establishing shots,"In Batman Begins, there were several establishing shots that were CG composite images."
bats,real bats,"The bats depicted in the film were entirely digital (except in shots containing only one or two bats), as it was decided that directing large numbers of real bats on-set would be problematic;"
2005,industry experts,Many attributed the slump in 2005 to be a result of industry experts' expectations.
scale models,narrows,"For Batman Begins, scale models were used to represent the Narrows."
cg composite images,gotham's skyline,"In Batman Begins, there were several establishing shots that were CG composite images, such as Gotham's skyline,"
cg composite images,exterior shots of wayne tower,"In Batman Begins, there were several establishing shots that were CG composite images, such as exterior shots of Wayne Tower,"
cg composite images,some of the exterior monorail shots,"In Batman Begins, there were several establishing shots that were CG composite images, such as some of the exterior monorail shots,"
movies delivered directly via the internet,theater attendance,creating an incipient demand for movies delivered directly via the Internet is leading to a decline in theater attendance due to the convenience of watching movies at home.
star wars: episode iii – revenge of the sith,top-grossing film of the summer,Star Wars: Episode III – Revenge of the Sith is expected to be the top-grossing film of the summer due to being the final live action Star Wars film at the time.
industry experts,soft opening for batman begins,Industry experts express concerns over a possible soft opening for Batman Begins.
bale,lack of star power at the time,Bale's lack of star power at the time is seen as a possible detachment from audiences.
joker and penguin,iconic villains,The absence of iconic villains such as the Joker and Penguin that were portrayed by A-list celebrities are seen as possible detachments from audiences.
batman & robin,widely panned by critics,The previous film Batman & Robin was widely panned by critics and is credited with stalling the franchise since 1997.
"tokyo, japan",batman begins,"Warner Bros. Held the world premiere for Batman Begins in Tokyo, Japan on May 31, 2005."
