node_1,node_2,edge
peter quill,yondu udonta,"Peter Quill was abducted by Yondu Udonta's alien thieves and smugglers group, the Ravagers."
orb,ronan the accuser,Peter Quill steals the Orb from an unknown location but is attacked by Ronan the Accuser and his followers.
peter quill,nova corps,"Peter Quill attempts to sell the Orb on Xandar, the capital of the Nova Empire, but is captured by the Nova Corps."
rocket,groot,Rocket and Groot are a pair of bounty hunters who help Peter Quill and his group escape from prison in Kyln.
ronan,thanos,Ronan threatens to kill Thanos after first destroying Xandar.
nebula,ronan,Nebula allies with Ronan.
quill's group,xandar,The Ravagers and Quill's group join the Nova Corps to confront the Dark Aster at Xandar.
gamora's adoptive father,gamora,"Gamora's betrayal is discussed by Gamora's adoptive father, Thanos."
quill,yondu,"Quill contacts Yondu before following Gamora into space, giving her his helmet to survive; Yondu arrives and retrieves the pair."
rocket,yondu's ship,"Rocket, Drax, and Groot threaten to attack Yondu's ship to rescue them, but Quill negotiates a truce, promising the Orb to Yondu."
quill's group,xandar,Quill's group breaches the warship Dark Aster at Xandar.
ronan,nova corps fleet,Ronan uses his empowered warhammer to destroy the Nova Corps fleet.
drax,korath,Drax kills Korath.
gamora,nebula,"Gamora defeats Nebula, who escapes."
rocket,ravager ship,Rocket crashes a Ravager ship through the Dark Aster.
groot,group,Groot sacrifices himself to shield the group.
ronan,warhammer,Drax and Rocket destroy Ronan's warhammer.
quill,ronan,"Quill distracts Ronan, allowing Drax and Rocket to destroy Ronan's warhammer."
stone,nova corps,Quill gives Yondu a container supposedly containing the Stone and gives the real one to the Nova Corps.
quill's group,criminal records,"Quill's group, now known as the Guardians of the Galaxy, has their criminal records expunged."
milano,rebuilt,The Guardians leave in the rebuilt Milano
sapling,groot,"A potted sapling cut from Groot, which grows into a baby version of him."
