node_1,node_2,edge
helm's deep,rohan,"Helm's Deep is a fortress located in Rohan, where Théoden evacuates his citizens during the attack by Saruman's Orcs."
théoden,rohan,Théoden is the king of Rohan who evacuates his citizens to Helm's Deep during the attack by Saruman's Orcs.
saruman's orcs,rohan,"Saruman's Orcs attack Rohan, forcing Théoden to evacuate his citizens to Helm's Deep."
éowyn,aragorn,Éowyn becomes infatuated with Aragorn after he befriends her in the context.
brego,aragorn,Théodred's horse Brego finds Aragorn after he falls from a cliff during the attack on the refugees travelling to Helm's Deep.
galadriel,elves,Galadriel of Lothlórien convinces Elrond that the Elves should honour their alliance to men during the context.
elrond,arwen,Elrond informs Arwen that Aragorn will not return in the context.
treebeard,merry,"Treebeard meets Merry and Pippin in Fangorn during the context. Convinced that they are allies, he brings them to an Ent Council."
treebeard,isengard,"Enraged by what he sees, Treebeard and the Ents storm Isengard during the context and trap Saruman in his tower."
helm's deep,saruman's army approaching,warning Théoden of Saruman's army approaching at Helm's Deep
frodo,middle-earth,Frodo is fighting to save Middle-earth from the corrupting influence of the Ring.
sam,frodo,"Sam saves Frodo when he is in danger, demonstrating his loyalty and devotion to Frodo's cause."
faramir,frodo,"Feeling impressed by Frodo's resolve, Faramir releases him rather than keeping him captive."
gollum,ring,"Determined to reclaim the Ring after feeling betrayed by his capture, Gollum decides to lead Frodo and Sam to Shelob."
faramir,middle-earth,"By releasing Frodo and Sam, Faramir demonstrates his allegiance to the good still left in Middle-earth."
