node_1,node_2,edge
john wick,high table,"John Wick, a professional hitman and assassin, has gained a legendary reputation for his set of skills and is now hunted by the High Table, which is a powerful organization that governs criminal activities."
caine,high table,"Caine, a blind High Table assassin and an old friend of Wick, is forced out of retirement to kill Wick to ensure the safety of his daughter at the request of the High Table."
marquis vincent bisset de gramont,high table,"The Marquis Vincent Bisset de Gramont, a powerful member of the High Table whose position is challenged by Wick, belongs to the High Table."
bowery king,high table,"The Bowery King, a former underground crime boss who was left for dead by the High Table, is now sponsoring Wick and has an enmity with the High Table."
shimazu koji,shimazu akira,"Shimazu Koji, the manager of the Osaka Continental Hotel, and his daughter Shimazu Akira, who is also a concierge at the hotel, are old friends of Wick and Caine."
mr. nobody / the tracker,wick,"Mr. Nobody / The Tracker, a bounty hunter pursuing Wick, is hunting Wick."
charon,continental hotel,"Charon, the concierge at the Continental Hotel in New York, works at the Continental Hotel."
shimazu akira,osaka continental hotel,"Shimazu Akira, Koji's daughter and concierge of the Osaka Continental, works at the Osaka Continental Hotel."
chidi,marquis vincent bisset de gramont,"Chidi, the second-in-command of the Marquis de Gramont, is subordinate to the Marquis Vincent Bisset de Gramont."
killa harkan,german table,"Killa Harkan, the head of the German Table, leads the German Table."
harbinger,high table,"The Harbinger, a high-ranking operative of the High Table, belongs to the High Table."
killa harkan,scott adkins,"Scott Adkins portrays Killa Harkan, the head of the German Table in John Wick: Chapter 3 – Parabellum."
winston scott,ian mcshane,"Ian McShane portrays Winston Scott, the manager of the New York Continental Hotel and friend of Wick in John Wick: Chapter 3 – Parabellum."
katia,natalia tena,"Natalia Tena portrays Katia, Wick's adoptive sister in John Wick: Chapter 3 – Parabellum."
the elder,george georgiou,"George Georgiou portrays the Elder, 'the one who sits above the Table' in John Wick: Chapter 3 – Parabellum. This is a different character than the one played by Saïd Taghmaoui in Parabellum (2019)."
clancy brown,the harbinger,"Clancy Brown portrays the Harbinger, a high-ranking operative of the High Table in John Wick: Chapter 3 – Parabellum."
helen,bridget moynahan,"Bridget Moynahan appears as Wick's late wife, Helen in John Wick: Chapter 3 – Parabellum via archive footage from the first film."
sven marquardt,klaus,Sven Marquardt appears as a Ruska Roma member named Klaus in John Wick: Chapter 3 – Parabellum.
yoshinori tashiro,osaka continental gatekeeper,Retired sumo wrestlers Yoshinori Tashiro and Hishofuji Hiroki made appearances as the Osaka Continental gatekeepers in John Wick: Chapter 3 – Parabellum.
