node_1,node_2,edge
apartheid era,district six,"The setting of District 9 is inspired by historical events during the apartheid era, particularly alluding to District Six"
post-apartheid south africa,contemporary evictions,The film refers to contemporary evictions and forced removals in post-apartheid South Africa
joe slovo informal settlement,high-profile attempted forced removal,This includes the high-profile attempted forced removal of the Joe Slovo informal settlement in Cape Town
chiawelo,evictions,Evictions have taken place in the shack settlement Chiawelo
district 9 camp,blikkiesdorp,"Blikkiesdorp, a temporary relocation area in Cape Town, has been compared with the District 9 camp"
wide shots used in district 9,idea of exclusion under apartheid,The wide shots used in District 9 strongly emphasize the idea of exclusion under apartheid
speciesism,the aliens,"The use of the word 'prawn' to describe the aliens in the film represents themes of speciesism, which is a form of prejudice and discrimination against other species."
mnu,the public,The exposure of MNU's brutality towards the aliens to the public highlights the theme of institutional level of racism portrayed in the film.
wikus,humane,"As Wikus undergoes his transformation, he becomes more humane towards the aliens and kinder to them than actual humans are, raising questions about humanity and its relationship with biology."
south africa,social divisions,The division of people and 'prawns' into human and non-human zones in South Africa as portrayed in the film represents its social divisions.
xenophobia,insect-like species,"The result is an action film about xenophobia, in which all races of humans are united in their dislike and mistrust of an insect-like species"
district 9,xenophobia,"Another underlying theme in District 9 is xenophobia, in which all races of humans are united in their dislike and mistrust"
insect-like species,district 9,"In District 9, there is an insect-like species that has been relocated as originally planned"
multinational corporations,states' reliance on multinational corporations as a form of government-funded enforcement,States' reliance on multinational corporations as a form of government-funded enforcement involves partnering with multinational corporations
