node_1,node_2,edge
riddler,batman,"serial killer Riddler leaves messages for Batman at crime scenes, indicating a connection between the two."
don mitchell jr.,riddler,"Riddler murders mayor Don Mitchell Jr., suggesting a possible motive or reason for targeting him."
carmine falcone,oswald 'the penguin' cobb,"Oswald 'The Penguin' Cobb is the lieutenant of Carmine Falcone, suggesting a possible involvement in Annika's disappearance and the Riddler's murders."
gil colson,riddler,"Riddler abducts Gil Colson, indicating a possible motive or reason for targeting him."
carmine falcone,gil colson,"Gil Colson is on Carmine Falcone's payroll, suggesting a possible involvement in Annika's disappearance and the Riddler's murders."
don mitchell jr.,carmine falcone,"Don Mitchell Jr. Is on Carmine Falcone's payroll, suggesting a possible involvement in Annika's disappearance and the Riddler's murders."
pete savage,riddler,"Riddler kills Pete Savage, suggesting a possible motive or reason for targeting him."
bomb,colson,Colson is threatened with a bomb if he cannot answer three riddles.
colson,third riddle,The third riddle that Colson is asked to answer.
colson,informant,Colson refuses to reveal the identity of the informant who provided information leading to a historic drug bust ending mob boss Salvatore Maroni's operation.
penguin,informant,Batman and Gordon deduce that the informant may be the Penguin.
drug deal,penguin,Batman and Gordon track the Penguin to a drug deal.
falcone,maroni's operation,Batman and Gordon discover that Maroni's operation was transferred to Falcone.
many corrupt officers,falcone,Many corrupt officers were involved in Falcone's operation.
selina,annika's corpse,Selina inadvertently exposes the presence of Annika's corpse in the trunk of a car.
alfred pennyworth,letter bomb,Alfred Pennyworth is hospitalized after opening a letter bomb addressed to Bruce Wayne.
falcone,journalist,Falcone murders the journalist instead of threatening him as Thomas had asked.
falcone,annika,Falcone killed Annika for discovering that he was the informant.
selina,falcone,Selina reveals to Batman that Falcone is her father.
alfred,falcone,Alfred believes that Falcone had Thomas and Martha killed to silence them.
riddler,falcone,"The Riddler, aka Edward Nashton, was inspired by Batman when targeting Falcone and turned him over to the police."
nashton,batman,"The Riddler, aka Edward Nashton, was inspired by Batman when targeting Falcone and took inspiration from him when targeting the corrupt."
nashton,car bombs,Nashton planted car bombs around Gotham as part of his plot to assassinate mayor-elect Bella Reál.
reál,nashton's followers,"Nashton's followers attempted to kill mayor-elect Bella Reál, but Batman and Selina stopped them."
batman,recovery efforts,"In the aftermath of Nashton's plot, Batman aided recovery efforts in Gotham and vowed to inspire hope."
selina,gotham,Selina deems Gotham beyond saving and leaves.
