node_1,node_2,edge
shrek,princess fiona,Shrek is tasked with rescuing Princess Fiona by Lord Farquaad in order to relocate the fairy-tale creatures that invaded Shrek's swamp.
donkey,shrek,Donkey tags along with Shrek and helps guide him to Lord Farquaad's castle in order to complete his task.
fiona,dragon,"Princess Fiona is imprisoned in a castle guarded by a Dragon, which Shrek and Donkey must defeat in order to rescue her."
donkey,female dragon,Donkey falls in love with the female Dragon that guards Princess Fiona's castle.
lord farquaad,magic mirror,"Lord Farquaad consults with the Magic Mirror, who informs him that he must marry a princess in order to become king."
fiona,shrek,"Initially, Fiona is appalled by Shrek's lack of romanticism due to his appearance as an ogre. However, after learning about Shrek's frustration with being judged for his appearance and carrying Fiona against her will, Fiona becomes more kind towards him. As they continue their journey together, Fiona and Shrek begin to fall in love."
fiona,donkey,"When Donkey discovers that Fiona has transformed into an ogre at night but retains her human form during the day, he is surprised but helps keep her secret from Shrek. Fiona also reveals to Donkey that she needs 'true love's kiss' to break the spell and return to her true form."
fiona,robin hood,"During their journey, Fiona easily defeats Robin Hood and his band of Merry Men in physical combat, impressing Shrek."
shrek,fiona,"After learning that Fiona is cursed to transform into an ogre at night but retain her human form during the day, Shrek becomes confused and leaves due to her referring to herself as an 'ugly beast'. However, after returning with Farquaad, Shrek realizes that he has fallen in love with Fiona."
farquaad,shrek,"Shrek is initially hostile towards Farquaad due to his previous encounters with him, but after carrying Fiona against her will and realizing that she has transformed into an ogre at night, Shrek returns with Farquaad to help save her."
shrek,farquaad,"Shrek angrily left after Farquaad's marriage proposal to Fiona confused and hurt her. Shrek realized his mistake and reunited with Fiona, interrupting the wedding and exposing Farquaad's true intentions."
