node_1,node_2,edge
script,rewrite,"By March 2002, Disney brought Stuart Beattie in to rewrite the script because of his knowledge of piracy."
pirates of the caribbean ride,script,"The script was based on the Pirates of the Caribbean ride, which was created by Walt Disney Studios executives in 2001."
elizabeth,ransom,"In the movie's production, Elizabeth was being held for ransom."
will turner,prison guard,"Initially in 2001, Will Turner was a prison guard who released Sparrow to rescue Elizabeth."
captain blackheart,elizabeth,"In the movie's production, Captain Blackheart held Elizabeth for ransom."
sparrow,will turner,"Initially in 2001, Will Turner released Sparrow to rescue Elizabeth."
pirates of the caribbean,modern technology,"In May 2002, Gore Verbinski signed on to direct Pirates of the Caribbean because he was attracted to the idea of using modern technology to resurrect a genre that had disappeared after the Golden Age of Hollywood."
the country bears,box-office failure,The box-office failure of The Country Bears (2002) made Michael Eisner attempt to shut down production of Pirates of the Caribbean.
disneywar,eisner,Eisner was mentioned in the book DisneyWar.
eisner,bruckheimer,Eisner and Bruckheimer were involved in a conversation about theme park adaptations.
pirates of the caribbean,script,The script for Pirates of the Caribbean was being discussed.
curse of the black pearl,subtitle,"The Curse of the Black Pearl was added as a subtitle, despite protests."
black pearl,ship,The Curse of the Black Pearl is the name of the ship and nothing to do with the pirates' curse.
depp,script,"Depp found the script quirky and unique, as it focused on returning treasure rather than finding it and the mutiny had already taken place."
johnny depp,traditional errol flynn type,"In the context, Johnny Depp surprised the cast and crew by portraying his character in a different manner than the traditional Errol Flynn type character played by Bloom. This shows that there is a relationship between Johnny Depp and the traditional Errol Flynn type."
johnny depp,keith richards,"After researching 18th-century pirates, Johnny Depp compared them to modern rock stars and decided to base his performance on Keith Richards. This indicates a relationship between Johnny Depp and Keith Richards in this context."
johnny depp,gay or drunk character,"In the context, Disney executives asked whether Johnny Depp's character was gay or drunk. This shows that there is a relationship between Johnny Depp and a gay or drunk character."
historical fantasy,romanticized feel,"Verbinski did not want a completely romanticized feel for the film, but rather a sense of historical fantasy."
prosthetics,actors,Most of the actors wore prosthetics in the film.
contacts,depp,Depp wore contacts that acted as sunglasses in the film.
contacts,rush and lee arenberg,Rush and Lee Arenberg wore dulled contacts that gave a sinister feel to the characters in the film.
two contacts,mackenzie crook,"Mackenzie Crook wore two contacts to represent his character's wooden eye: a soft version, and a harder version for when it protrudes in the film."
genuine pistol,depp,"Depp carried a genuine pistol, which was made in London in 1760, in the film."
swords,production,A number of swords were built for the production of the film.
tony swatton,crew,The crew spent five months creating the cavern in which Barbossa and the Black Pearl crew attempt to reverse their curse by hiring blacksmith Tony Swatton.
gold paint,styrofoam rocks,The crew applied gold paint to the styrofoam rocks for more impressions of treasure in the film's cavern.
port royal fortress,crew,The Port Royal fortress was built by the crew at Manhattan Beach.
governor swann's mansion,crew,"Governor Swann's mansion was built by the crew in Rancho Palos Verdes, California."
fire,september 2002,"A fire broke out in September 2002 on the set of the film, causing $525,000 worth of damage, though no one was injured."
black pearl,computer-generated imagery,Black Pearl was built on barges and computer-generated imagery finishing the structures for budget reasons.
spruce goose stage,black pearl,Black Pearl was also built on the Spruce Goose stage to control fog and lighting.
dauntless,black pearl,"Three ships, Black Pearl, Dauntless, and Interceptor were chosen for the film, with Black Pearl and Dauntless built on barges."
interceptor,lady washington,Interceptor was a re-dressed Lady Washington before going on a 40-day voyage.
st. vincent,primary shooting location,The filmmakers chose St. Vincent as their primary shooting location.
quick schedule of the shoot,visual effects work,Immediately began visual effects work due to quick schedule of the shoot for Industrial Light & Magic.
actors,skeletons,"Each scene featuring them was shot twice: a reference plate with the actors, and then without them to add in the skeletons,"
handheld cameras,battles,Verbinski's decision to shoot the battles with handheld cameras complicated the aesthetic.
sailboats,shot,Involved merely removing modern sailboats from the shot for 250 of the visual effects shots.
