node_1,node_2,edge
marlin,coral,"Marlin and Coral are a clownfish couple living in an anemone in the Great Barrier Reef. They are about to become parents, waiting for their many eggs to hatch."
marlin,barracuda,"A barracuda approaches Marlin's anemone and knocks him unconscious, causing the disappearance of most of their eggs."
marlin,nemo,Marlin becomes overprotective of his only surviving child after a barracuda eats all but one of their eggs. Nemo is the last remaining egg.
nemo,school,"Nemo starts his first day at school and has a heated argument with his father, Marlin, regarding his parenting approach."
marlin,dory,"Marlin meets Dory, a blue tang with acute short-term memory loss, who offers to help him find Nemo."
bruce,anchor,"Bruce, Anchor, and Chum are three sharks who have sworn to abstain from eating fish."
dory,bruce,Dory encounters Bruce while trying to help Marlin find Nemo.
anchor,chum,"Anchor and Chum are encountered by Marlin, Dory, and the sharks during their search for Nemo."
sherman,nemo,Nemo is captured by a pair of scuba divers and placed in a fish tank in the office of dentist Philip Sherman in Sydney.
sherman,darla,"Sherman plans to give Nemo to his niece, Darla, who killed her previous pet fish."
gill,tank gang,"Gill is the leader of a group of fish in Nemo's tank, known as the Tank Gang."
nemo,filter tube,"Nemo blocks the filter tube with a pebble to allow the Tank Gang to escape, but fails and is almost killed by the machinery."
gill,escape plan,Gill devises an escape plan for Nemo and the Tank Gang that involves blocking the filter tube and escaping through the window.
sherman,niece,"Sherman plans to give Nemo to his niece, Darla, who killed her previous pet fish."
moonfish,direction,A school of moonfish give Marlin and Dory directions to the East Australian Current.
jellyfish,forest,Marlin and Dory become trapped in a forest of jellyfish.
tank gang,escape plan,"Nemo tells the Tank Gang of Marlin's quest, motivating them to carry out Gill's escape plan."
blue whale,consumed,Marlin and Dory get consumed by a blue whale.
marlin,gets lost,The context states that Marlin gets lost.
