node_1,node_2,edge
bradley cooper,richie dimaso,"Bradley Cooper plays Richie DiMaso, a character depicted in the film."
louis c.k.,stoddard thorsen,"Louis C.K. Portrays Stoddard Thorsen, a character featured in the film."
jack huston,pete musane,"Jack Huston depicts Pete Musane, a character portrayed in the movie."
michael peña,paco hernandez / sheik abdullah,"Michael Peña portrays Paco Hernandez / Sheik Abdullah, a character depicted in the film."
shea whigham,carl elway,"Shea Whigham plays Carl Elway, a character portrayed in the movie."
alessandro nivola,anthony amado,"Alessandro Nivola depicts Anthony Amado, a character featured in the film."
elisabeth röhm,dolly polito,"Elisabeth Röhm plays Dolly Polito, a character portrayed in the movie."
paul herman,alfonse simone,"Paul Herman depicts Alfonse Simone, a character featured in the film."
thomas matthews,francis polito,"Thomas Matthews portrays Francis Polito, a character depicted in the movie."
adrian martinez,julius anthony,"Adrian Martinez plays Julius Anthony, a character featured in the film."
