node_1,node_2,edge
leonardo dicaprio,liam neeson,"both actors portrayed the roles of brothers, leonardo dicaprio as 'amsterdam' vallon and liam neeson as 'priest' vallon in the movie"
leonardo dicaprio,jim broadbent,"both actors appeared in the movie portraying different characters, leonardo dicaprio as 'amsterdam' vallon and jim broadbent as william 'boss' tweed"
leonardo dicaprio,daniel day-lewis,"both actors appeared in the movie portraying different characters, leonardo dicaprio as 'amsterdam' vallon and daniel day-lewis as william 'bill the butcher' cutting"
daniel day-lewis,john c. reilly,"both actors appeared in the movie portraying different characters, daniel day-lewis as william 'bill the butcher' cutting and john c. Reilly as happy jack mulraney"
daniel day-lewis,cameron diaz,"both actors appeared in the movie portraying different characters, daniel day-lewis as william 'bill the butcher' cutting and cameron diaz as jenny everdeane"
daniel day-lewis,brendan gleeson,"both actors appeared in the movie portraying different characters, daniel day-lewis as william 'bill the butcher' cutting and brendan gleeson as walter 'monk' mcginn"
brendan gleeson,eddie marsan,"both actors appeared in the movie portraying different characters, brendan gleeson as walter 'monk' mcginn and eddie marsan as killoran"
lawrence gilliard jr.,giovanni lombardo radice,"both actors appeared in the movie portraying different characters, lawrence gilliard jr. As jimmy spoils and giovanni lombardo radice as mr. Legree"
alec mccowen,david hemmings,"both actors appeared in the movie portraying different characters, alec mccowen as reverend raleigh and david hemmings as john f. Schermerhorn"
barbara bouchet,michael byrne,"both actors appeared in the movie portraying different characters, barbara bouchet as mrs. Schermerhorn and michael byrne as horace greeley"
barbara bouchet,richard graham,"both actors appeared in the movie portraying different characters, barbara bouchet as mrs. Schermerhorn and richard graham as harvey card player"
cara seymour,tim pigott-smith,"both actors appeared in the movie portraying different characters, cara seymour as hell-cat maggie and tim pigott-smith as calvinist minister"
roger ashton-griffiths,john sessions,"both actors appeared in the movie portraying different characters, roger ashton-griffiths as p. T. Barnum and john sessions as harry watkins"
