node_1,node_2,edge
development,andrew stanton,"Andrew Stanton was involved in the development of Finding Nemo, as he wrote and directed the film."
finding nemo,andrew stanton,Andrew Stanton directed and was involved in the development of Finding Nemo.
childhood,andrew stanton,"According to Andrew Stanton, his childhood interest in visiting the dentist's fish tank inspired him for Finding Nemo."
six flags discovery kingdom,finding nemo,Andrew Stanton's family's visit to Six Flags Discovery Kingdom (formerly Marine World) in 1997 inspired him for Finding Nemo.
marlin,clownfish,"According to Andrew Stanton's interview with National Geographic magazine, the characters of Marlin and Nemo in Finding Nemo were inspired by a photograph of two clownfish peeking out of an anemone."
clownfish,dangerous journey,Stanton felt that a clownfish was the perfect type of fish for a character who has to go on a dangerous journey.
gill,bad luck bay,"In a scene that was eventually deleted, Gill told Nemo that he's from a place called Bad Luck Bay and that he has brothers and sisters to impress the young clownfish. However, the latter found out that he was lying by listening to a patient reading a children's storybook with exactly the same details."
marlin,albert brooks,Albert Brooks replaced William H. Macy as Marlin due to the character needing a lighter touch.
marlin,stanton,Director Stanton felt that Marlin needed a lighter touch and replaced William H. Macy with Albert Brooks.
dory,ellen degeneres,Stanton was inspired to cast Ellen DeGeneres as Dory after watching her change the subject five times in an episode of her TV show.
gerald,pelican character,"The pelican character Gerald was originally a friend of Nigel, but the filmmakers could not find an appropriate scene for them that did not slow the pace of the picture, so Gerald's character was minimized."
stanton,crush the sea turtle,"Stanton himself provided the voice of Crush the sea turtle in the film's story reel and assumed they would find an actor later. When Stanton's performance became popular in test screenings, he decided to keep his performance in the film. He recorded all his dialogue while lying on a sofa in Unkrich's office."
dory,fish movement,Gini Cruz Santos integrated 'the fish movement' into the animation for Dory to make her look and feel like a real character.
dory,human movement,Gini Cruz Santos integrated 'human movement' into the animation for Dory to make her look and feel like a real character.
dory,facial expressions,Gini Cruz Santos integrated 'facial expressions' into the animation for Dory to make her look and feel like a real character.
bruce,universal film jaws,"The Great white shark, Bruce, is in reference to the animatronic shark used in the Universal film Jaws."
bruce,steven spielberg's divorce lawyer,"The shark they had used on set was nicknamed 'Bruce' after Bruce Raiman, who was Steven Spielberg's divorce lawyer."
finding nemo,pierrot the clownfish,"Finding Nemo shares many plot elements with Pierrot the Clownfish, a children's book published in 2002, but allegedly conceived in 1995."
franck le calvez,disney,"The author, Franck Le Calvez, sued Disney for infringement of his intellectual rights and to bar Finding Nemo merchandise in France. The judge ruled against him,"
nemo há’dééstíí,navajo nation museum,"Disney Character Voices International's senior vice president Rick Dempsey, in collaboration with the Navajo Nation Museum, created a Navajo dubbing of the movie titled Nemo Há’dééstíí which was released in theaters March 18–24 of the same year."
navajo,disney movie,"The project was thought as a means to preserve Navajo language, teaching the language to kids through a Disney movie."
