Question,Answer
"[""Did Lady Gaga play the character of Ally Campana in the 2018 movie 'A Star Is Born'?""]",[YES]
"[""In the movie 'A Star Is Born' released in 2018, was the character of Ally Campana played by an actress other than Lady Gaga?""]",[NO]
"[""Did Bradley Cooper play the role of Ally's father Lorenzo Campana in the 2018 movie 'A Star Is Born'?""]",[NO]
"[""Was the character of Ally's father Lorenzo Campana in the 2018 movie 'A Star Is Born' played by Andrew Dice Clay?""]",[YES]
"[""Is the character George 'Noodles' Stone from the 2018 movie 'A Star Is Born' played by an actor other than Dave Chappelle?""]",[NO]
"[""In the 2018 movie 'A Star Is Born', is the character George 'Noodles' Stone, a retired musician and Jack's best friend, played by Dave Chappelle?""]",[YES]
"[""Did Sam Elliott portray the character of Bobby Maine, Jackson's older half-brother and manager, in a different movie other than 'A Star Is Born' released in 2018?""]",[NO]
"[""In the 2018 movie 'A Star Is Born', is the character Bobby Maine, Jackson's older half-brother and manager, portrayed by Sam Elliott?""]",[YES]
"""In the 2018 movie 'A Star Is Born', did Rafi Gavron play a character other than a music producer and Ally's manager?""",NO
"""In the movie 'A Star Is Born' released in 2018, did Rafi Gavron play the role of a music producer and Ally's manager?""",YES
"[""Did Anthony Ramos portray a character other than himself in the 2018 movie 'A Star Is Born'?""]",[NO]
"[""In the 2018 film 'A Star Is Born', did Anthony Ramos portray a character named Anthony Ramos, who is Ally's friend?""]",[YES]
"[""Did Drena De Niro play the character of Paulette Stone, Noodles' wife, in the 2018 movie 'A Star Is Born'?""]",[NO]
"[""Is Drena De Niro part of the cast in the movie 'A Star Is Born' released in 2018?""]",[YES]
"[""Was the character of Jack's driver Phil in the 2018 movie 'A Star Is Born' played by an actor named Greg Grunberg?""]",[YES]
"[""In the 2018 movie 'A Star Is Born', did Greg Grunberg portray the role of the main lead Jack instead of his driver Phil?""]",[NO]
"[""In the 2018 movie 'A Star Is Born', does Shangela appear as a character other than the drag bar MC?""]",[NO]
"[""Does Shangela play the role of the drag bar MC in the 2018 movie 'A Star Is Born'?""]",[YES]
"""In the 2018 movie 'A Star Is Born', was the character Emerald portrayed by an actor other than Willam Belli?""",NO
"""Did Willam Belli portray the character Emerald, a drag queen, in the 2018 movie 'A Star Is Born'?""",YES
"[""Was the character of Jackson's rehab therapist Carl in the 2018 movie 'A Star Is Born' played by an actor named Tom Hanks?""]",[NO]
"[""In the 2018 movie 'A Star Is Born', was the character of Jackson's rehab therapist Carl played by Ron Rifkin?""]",[YES]
"""In the 2018 movie 'A Star Is Born', was the character Little Feet portrayed by an actor other than Barry Shabaka Henley?""",NO
"""In the 2018 movie 'A Star Is Born', was the character Little Feet portrayed by Barry Shabaka Henley?""",YES
"[""In the 2018 movie 'A Star Is Born', was the character Gail played by an actress named Rebecca Field?""]",[YES]
"[""In the 2018 movie 'A Star Is Born', was the character Gail played by an actor named Brad Pitt?""]",[NO]
"[""Did Michael Harney play the character of Lorenzo in the 2018 movie 'A Star Is Born'?""]",[NO]
"[""In the 2018 movie 'A Star Is Born', was the character Wolfie portrayed by Michael Harney?""]",[YES]
"[""Did Lukas Nelson & Promise of the Real not appear as Jackson's band in the 2018 movie 'A Star Is Born'?""]",[NO]
"[""Did Lukas Nelson & Promise of the Real perform as Jackson's band in the movie 'A Star Is Born' released in 2018?""]",[YES]
"Question 1: ""Did Don Was not participate as a member of Lukas Nelson & Promise of the Real in the 2018 movie 'A Star Is Born'?""","NO

Question 2: ""Is it true that Don Was was a member of Lukas Nelson & Promise of the Real in the 2018 movie 'A Star Is Born'?"""
"[""Is Victor Indrizzo not a member of Lukas Nelson & Promise of the Real in the 2018 movie 'A Star Is Born'?""]",[NO]
"[""In the 2018 movie 'A Star Is Born', was Victor Indrizzo a member of Lukas Nelson & Promise of the Real?""]",[YES]
"""Was Lenny Castro not a member of Lukas Nelson & Promise of the Real in the 2018 movie 'A Star Is Born'?""",NO
"""Did Lenny Castro, a member of Lukas Nelson & Promise of the Real, participate in the 2018 movie 'A Star Is Born'?""",YES
"""Did Marlon Williams make a cameo as a different character, not himself, in the 2018 movie 'A Star Is Born'?""",NO
"""Did Marlon Williams make a cameo as himself in the 2018 movie 'A Star Is Born'?""",YES
"""Did Brandi Carlile not make a cameo as herself in the 2018 movie 'A Star Is Born'?""",NO
"""Did Brandi Carlile make a cameo as herself in the 2018 movie 'A Star Is Born'?""",YES
"""Did Alec Baldwin have a cameo role as himself in the 2018 movie 'A Star Is Born'?""",NO
"""Is it true that Alec Baldwin did not make a cameo as himself in the movie 'A Star Is Born' released in 2018?""",YES
"""Did Halsey not have a cameo appearance as herself in the 2018 movie 'A Star Is Born'?""",NO
"""Did Halsey make a cameo appearance as herself in the 2018 movie 'A Star Is Born'?""",YES
"""Did Don Roy King play a fictional character in the 2018 movie 'A Star Is Born'?""",NO
"""Did Don Roy King make a cameo as himself in the 2018 movie 'A Star Is Born'?""",YES
