Question,Answer
"""In the 2014 film 'Guardians of the Galaxy', was Peter Quill's abduction carried out by a group of alien diplomats led by Yondu Udonta?""",NO
"""In 'Guardians of the Galaxy' released in 2014, was Peter Quill abducted by Yondu Udonta's group of alien thieves and smugglers, the Ravagers?""",YES
"""In the 2014 movie 'Guardians of the Galaxy', was the Orb stolen by Ronan the Accuser from Peter Quill?""",NO
"""In 'Guardians of the Galaxy' released in 2014, was the Orb stolen by Peter Quill and then he was attacked by Ronan the Accuser and his followers?""",YES
"[""Is the movie 'Guardians of the Galaxy' released in 2014 about Peter Quill trying to steal the Orb from the Nova Corps?""]",[NO]
"[""In the 2014 movie 'Guardians of the Galaxy', does Peter Quill attempt to sell the Orb on Xandar, the capital of the Nova Empire, and gets captured by the Nova Corps?""]",[YES]
"[""Is Rocket a character who is not associated with Groot in the 2014 movie 'Guardians of the Galaxy'?""]",[NO]
"[""In the 2014 movie 'Guardians of the Galaxy', do Rocket and Groot help Peter Quill and his group escape from prison in Kyln?""]",[YES]
"""In the 2014 film 'Guardians of the Galaxy', does Ronan form an alliance with Thanos instead of threatening to kill him?""",NO
"""In 'Guardians of the Galaxy' released in 2014, does Ronan threaten to kill Thanos after first destroying Xandar?""",YES
"""In the 2014 film 'Guardians of the Galaxy', does Nebula oppose Ronan?""",NO
"""Does Nebula ally with Ronan in the 2014 movie 'Guardians of the Galaxy'?""",YES
"[""Did Quill's group in the 2014 movie 'Guardians of the Galaxy' decide to confront the Dark Aster at Xandar without the help of The Ravagers and the Nova Corps?""]",[NO]
"[""In the 2014 movie 'Guardians of the Galaxy', did The Ravagers and Quill's group join the Nova Corps to confront the Dark Aster at Xandar?""]",[YES]
"[""In the 2014 movie 'Guardians of the Galaxy', is Gamora's adoptive father unaware of Gamora's betrayal?""]",[NO]
"[""In 'Guardians of the Galaxy' released in 2014, does Gamora's adoptive father, Thanos, discuss Gamora's betrayal?""]",[YES]
"[""Did Quill fail to contact Yondu before following Gamora into space in the 2014 movie 'Guardians of the Galaxy'?""]",[NO]
"[""In the 2014 movie 'Guardians of the Galaxy', did Quill give his helmet to Gamora to help her survive in space?""]",[YES]
"[""In the 2014 movie 'Guardians of the Galaxy', did Rocket, Drax, and Groot decide to abandon their attack on Yondu's ship?""]",[NO]
"[""In 'Guardians of the Galaxy' released in 2014, did Quill negotiate a truce with Yondu by promising him the Orb?""]",[YES]
"[""Did Quill's group fail to breach the warship Dark Aster at Xandar in the 2014 movie 'Guardians of the Galaxy'?""]",[NO]
"[""In the 2014 movie 'Guardians of the Galaxy', did Quill's group breach the warship Dark Aster at Xandar?""]",[YES]
"[""Did Ronan fail to use his empowered warhammer to destroy the Nova Corps fleet in the 2014 movie 'Guardians of the Galaxy'?""]",[NO]
"[""In the 2014 movie 'Guardians of the Galaxy', did Ronan use his empowered warhammer to destroy the Nova Corps fleet?""]",[YES]
"""In the 2014 movie 'Guardians of the Galaxy', does Korath kill Drax?""",NO
"""In 'Guardians of the Galaxy' released in 2014, does Drax kill Korath?""",YES
"[""Did Nebula defeat Gamora in the 2014 movie 'Guardians of the Galaxy'?""]",[NO]
"[""In the 2014 movie 'Guardians of the Galaxy', does Gamora defeat Nebula?""]",[YES]
"[""Did Rocket in the 2014 film 'Guardians of the Galaxy' fail to crash a Ravager ship through the Dark Aster?""]",[NO]
"[""In the 2014 movie 'Guardians of the Galaxy', did Rocket crash a Ravager ship through the Dark Aster?""]",[YES]
"[""In the 2014 movie 'Guardians of the Galaxy', did Groot abandon the group during a crucial moment?""]",[NO]
"[""In 'Guardians of the Galaxy' released in 2014, did Groot sacrifice himself to shield the group?""]",[YES]
"[""In the 2014 movie 'Guardians of the Galaxy', did Drax and Rocket fail to destroy Ronan's warhammer?""]",[NO]
"[""Did Drax and Rocket destroy Ronan's warhammer in the 2014 movie 'Guardians of the Galaxy'?""]",[YES]
"[""Did Quill fail to distract Ronan in the 2014 movie 'Guardians of the Galaxy', leading to Ronan's warhammer remaining intact?""]",[NO]
"[""In the 2014 movie 'Guardians of the Galaxy', did Quill distract Ronan, allowing Drax and Rocket to destroy Ronan's warhammer?""]",[YES]
"""In the 2014 movie 'Guardians of the Galaxy', did Quill give the real stone to Yondu instead of the Nova Corps?""",NO
"""In 'Guardians of the Galaxy' released in 2014, was the real stone given to the Nova Corps by Quill?""",YES
"[""Is it true that in the 2014 movie 'Guardians of the Galaxy', Quill's group, now known as the Guardians of the Galaxy, still have their criminal records?""]",[NO]
"[""In the movie 'Guardians of the Galaxy' released in 2014, were the criminal records of Quill's group, known as the Guardians of the Galaxy, expunged?""]",[YES]
"[""Did the Guardians leave in a destroyed Milano in the 2014 movie 'Guardians of the Galaxy'?""]",[NO]
"[""In the 2014 movie 'Guardians of the Galaxy', did the Guardians leave in the rebuilt Milano?""]",[YES]
"[""Is it true that in the 2014 movie 'Guardians of the Galaxy', Groot was not transformed into a sapling?""]",[NO]
"[""In the movie 'Guardians of the Galaxy' released in 2014, does a potted sapling cut from Groot grow into a baby version of him?""]",[YES]
