Question,Answer
"[""Did Christian Bale portray the character of Clark Kent in the 2008 movie 'The Dark Knight'?""]",[NO]
"[""In the 2008 movie 'The Dark Knight', does Christian Bale portray the character of Bruce Wayne?""]",[YES]
"[""Did Michael Caine portray the character of Joker in the 2008 movie 'The Dark Knight'?""]",[NO]
"[""In the 2008 movie 'The Dark Knight', did Michael Caine depict the character of Alfred Pennyworth, a trusted butler and confidant of Bruce Wayne?""]",[YES]
"[""Did Heath Ledger portray the character of Batman in the 2008 movie 'The Dark Knight'?""]",[NO]
"[""In the 2008 movie 'The Dark Knight', did Heath Ledger play the role of The Joker, a notorious criminal mastermind and anarchist?""]",[YES]
"[""Did Gary Oldman play the role of a villain in the 2008 movie 'The Dark Knight'?""]",[NO]
"[""In the 2008 movie 'The Dark Knight', did Gary Oldman portray the character of James Gordon who collaborates with Batman?""]",[YES]
"""In the 2008 movie 'The Dark Knight', was the character Rachel Dawes, played by Maggie Gyllenhaal, not a contender for the position of assistant district attorney and Christian Bale's childhood friend?""",NO
"""In the 2008 movie 'The Dark Knight', did Maggie Gyllenhaal play the role of Rachel Dawes, a contender for the position of assistant district attorney and Christian Bale's childhood friend?""",YES
