Question,Answer
"[""In the 2010 movie 'Black Swan', did Beth's critically injured legs allow her to continue her career as a dancer if she recovers?""]",[NO]
"[""In 'Black Swan', released in 2010, were Beth's legs critically injured, preventing her from being a dancer if she recovers?""]",[YES]
"[""In the 2010 movie 'Black Swan', does Nina mistakenly stab herself thinking she has killed Lily?""]",[YES]
"[""In 'Black Swan' released in 2010, does Lily die due to being stabbed by Nina?""]",[NO]
"[""In the 2010 movie 'Black Swan', does Nina fail to transform into the black swan during her dance as Odile?""]",[NO]
"[""In 'Black Swan', released in 2010, does Nina, after her dance as Odile, find herself still in the Odette tutu and white swan makeup?""]",[YES]
"[""Did Nina, in the 2010 movie 'Black Swan', mistakenly stab herself with a piece of glass during the final act of the ballet, thinking it was Odette?""]",[YES]
"[""In the 2010 film 'Black Swan', did Nina survive without any injuries after her performance?""]",[NO]
"""In the 2010 movie 'Black Swan', did Thomas remain indifferent upon seeing the blood spreading at Nina's waist?""",NO
"""In 'Black Swan' released in 2010, does Nina explain to Thomas about her situation after he becomes concerned seeing the blood spreading at her waist?""",YES
