Question,Answer
"[""Was Ryan Gosling not a lead actor in the 2016 movie 'La La Land'?""]",[NO]
"[""Did Emma Stone play a lead role alongside Ryan Gosling in the 2016 movie 'La La Land'?""]",[YES]
"""In the 2016 movie 'La La Land', is it correct to say that Ryan Gosling and John Legend are not both musicians in the movie?""",NO
"""In 'La La Land' released in 2016, did Ryan Gosling and John Legend both play the roles of musicians?""",YES
"[""Did Emma Stone's character in the 2016 movie 'La La Land' work for a character played by Tom Hanks?""]",[NO]
"[""In the movie 'La La Land' released in 2016, did Emma Stone's character work for a character played by J. K. Simmons at his restaurant?""]",[YES]
"[""In the 2016 movie 'La La Land', did J. K. Simmons' character hire Ryan Gosling's character to work in the restaurant?""]",[NO]
"[""In 'La La Land', released in 2016, was Ryan Gosling's character fired by J. K. Simmons' character from the restaurant?""]",[YES]
"[""Did Emma Stone's character have a relationship with Finn Wittrock's character in the past in the 2016 movie, La La Land?""]",[YES]
"[""In the 2016 movie, La La Land, did Emma Stone's character have no past relationship with Finn Wittrock's character?""]",[NO]
"[""Was Emma Stone not related to Rosemarie DeWitt in the 2016 movie 'La La Land'?""]",[NO]
"[""Did Emma Stone and Rosemarie DeWitt play siblings in the 2016 movie 'La La Land'?""]",[YES]
"""In the 2016 movie 'La La Land', does Emma Stone's character live alone?""",NO
"""In 'La La Land' released in 2016, does Emma Stone's character share an apartment with Callie Hernandez's character?""",YES
"[""In the 2016 film La La Land, does Emma Stone's character live alone without any roommates?""]",[NO]
"[""In the movie La La Land released in 2016, does Emma Stone's character share an apartment with Sonoya Mizuno's character?""]",[YES]
"[""In the 2016 movie 'La La Land', does Emma Stone's character live alone without sharing an apartment with Jessica Rothe's character?""]",[NO]
"[""In 'La La Land' released in 2016, does Emma Stone's character share an apartment with Jessica Rothe's character?""]",[YES]
"""Did Tom Everett Scott and Amiee Conn not have any roles in the 2016 movie 'La La Land'?""",NO
"""Did Tom Everett Scott and Amiee Conn play roles in the 2016 movie 'La La Land'?""",YES
"[""Was the character Sarah in the 2016 movie 'La La Land' played by an actress named Anna Chazelle?""]",[YES]
"[""In the 2016 movie 'La La Land', did Anna Chazelle play a character named Emily?""]",[NO]
"""Did Josh Pence play a character named Josh in the film 'La La Land' released in 2016?""",YES
"""In the 2016 movie 'La La Land', did Josh Pence play the role of the main character?""",NO
"[""Did Meagen Fay play the role of Mia's father in the 2016 movie 'La La Land'?""]",[NO]
"[""In the 2016 movie 'La La Land', did Meagen Fay play the role of Mia's mother?""]",[YES]
"""Did Damon Gupton play the role of Harry in the movie 'La La Land' released in 2016?""",YES
"""In the 2016 movie 'La La Land', was the character Harry played by an actor other than Damon Gupton?""",NO
"""Did Jason Fuchs play the role of Carlo in the 2016 movie 'La La Land'?""",NO
"""Is it true that a character named Carlo exists in the movie 'La La Land' released in 2016, as portrayed by Jason Fuchs?""",YES
"[""Did Marius de Vries play the role of Clyde in the 2016 movie, La La Land?""]",[YES]
"[""In the movie La La Land released in 2016, was the character Clyde portrayed by an actor other than Marius de Vries?""]",[NO]
"""Did Olivia Hamilton play a character other than Bree in the 2016 movie La La Land?""",NO
"""In the movie La La Land released in 2016, was the role of Bree played by Olivia Hamilton?""",YES
"""Did Hemky Madera not play the role of Jimmy in the 2016 movie, La La Land?""",NO
"""Did Hemky Madera play the role of Jimmy in the 2016 movie, La La Land?""",YES
"""Did Valarie Rae Miller play the role of Amy Brandt in the 2016 movie 'La La Land'?""",YES
"""Did Valarie Rae Miller play the lead role in the 2016 movie 'La La Land'?""",NO
"""Did Miles Anderson play the role of a dancer in the 2016 movie 'La La Land'?""",NO
"""Was Miles Anderson the actor who portrayed the character of 'The Photographer' in the 2016 movie 'La La Land'?""",YES
