Question,Answer
"[""Did Ellie in the 2009 movie 'Up' dream of moving her 'clubhouse' to the city instead of Paradise Falls?""]",[NO]
"[""In the 2009 movie 'Up', did Ellie dream of having her own adventures at Paradise Falls?""]",[YES]
"""Did Ellie stop working at the city zoo in the 2009 movie 'Up'?""",NO
"""In the 2009 movie 'Up', does Ellie work as a zookeeper at the city zoo?""",YES
"""In the 2009 movie 'Up', does Ellie keep a scrapbook of her cooking recipes?""",NO
"""In the 2009 movie 'Up', does Ellie keep a scrapbook of her adventures and dreams?""",YES
"[""Did Ellie never receive tickets to South America from Carl in the 2009 movie 'Up'?""]",[NO]
"[""In the 2009 movie 'Up', did Carl surprise Ellie with tickets to South America?""]",[YES]
"[""Did Ellie give her scrapbook to Carl after she died in the 2009 movie 'Up'?""]",[NO]
"[""In the 2009 movie 'Up', did Ellie give her scrapbook to Carl before she dies?""]",[YES]
"[""Did Carl from the 2009 movie 'Up' decide to move to an assisted living facility by his own choice?""]",[NO]
"[""In the 2009 movie 'Up', was Carl ordered by a court to move into an assisted living facility after unintentionally injuring a construction worker?""]",[YES]
"[""Did Carl in the 2009 movie 'Up' break his promise to Ellie by not moving their house to Paradise Falls?""]",[NO]
"[""In the 2009 movie 'Up', is Carl's resolution to move their house to Paradise Falls in line with his promise to Ellie?""]",[YES]
"[""In the 2009 film 'Up', did Russell fail to assist the elderly, hence not earning his final merit badge?""]",[NO]
"[""Is Russell an accidental stowaway who tries to earn his final merit badge for assisting the elderly in the movie 'Up' released in 2009?""]",[YES]
"[""In the 2009 movie 'Up', is Kevin a flying bird?""]",[NO]
"[""In the 2009 movie 'Up', do Carl and Russell encounter a giant, flightless bird named Kevin?""]",[YES]
"""Did the house in the 2009 movie 'Up' land on Paradise Falls itself?""",NO
"""In the 2009 movie 'Up', did the house land on a tepui opposite Paradise Falls?""",YES
"[""In the 2009 movie 'Up', is Charles Muntz the owner of a pack of cats wearing collar translators?""]",[NO]
"[""Does Charles Muntz own a pack of dogs wearing collar translators in the 2009 movie 'Up'?""]",[YES]
"[""Did Charles Muntz fail to capture the bird in the 2009 movie 'Up'?""]",[NO]
"[""Is Charles Muntz on a quest to capture a bird in the movie 'Up' released in 2009?""]",[YES]
"[""In the 2009 movie 'Up', did Charles Muntz fail to capture the bird, resulting in him only having the skeleton of the bird?""]",[NO]
"[""In the 2009 movie 'Up', does Charles Muntz display the skeleton of the bird he is trying to capture?""]",[YES]
"[""Is the skeleton of the bird in the 2009 movie 'Up' not resembling Kevin?""]",[NO]
"[""Does the skeleton of the bird in the 2009 movie 'Up' resemble Kevin?""]",[YES]
"[""Did Muntz's dogs ignore Carl and Russell in the 2009 movie 'Up'?""]",[NO]
"[""In the 2009 movie 'Up', did Muntz's dogs pursue Carl and Russell after they fled from Muntz's airship?""]",[YES]
"[""In the 2009 movie 'Up', is it true that Kevin, the bird, was never threatened by Muntz's dogs?""]",[NO]
"[""In the 2009 movie 'Up', did Muntz's dogs have a history of murdering other travelers who were suspected of seeking Kevin, the bird?""]",[YES]
"[""Did Carl and Russell leave Kevin behind in the movie 'Up' released in 2009?""]",[NO]
