Question,Answer
"[""Did Leonardo DiCaprio portray the character Riggan Thomson in the 2014 movie 'Birdman'?""]",[NO]
"[""Is Michael Keaton the actor who portrayed the character Riggan Thomson in the 2014 movie 'Birdman'?""]",[YES]
"[""In the 2014 movie Birdman, does Zach Galifianakis play a character named John?""]",[NO]
"[""Does Zach Galifianakis play a character named Jake in the 2014 movie Birdman?""]",[YES]
"""Did Edward Norton portray the role of Mike Shiner in the 2014 movie 'Birdman'?""",YES
"""In the 2014 movie 'Birdman', was the character Mike Shiner played by an actor other than Edward Norton?""",NO
"""Did Andrea Riseborough not play the role of Laura Alburn in the 2014 movie Birdman?""",NO
"""Did Andrea Riseborough play the role of Laura Alburn in the 2014 movie Birdman?""",YES
"[""Did Amy Ryan portray the character Sylvia Thomson in the 2014 movie 'Birdman'?""]",[YES]
"[""Was Amy Ryan's character in the 2014 movie 'Birdman' named Susan Thomson?""]",[NO]
"""In the 2014 movie 'Birdman', did Emma Stone play a character other than Sam Thomson?""",NO
"""Did Emma Stone portray the character Sam Thomson in the 2014 movie 'Birdman'?""",YES
"[""Did Naomi Watts portray the character Lesley Truman in the movie Birdman released in 2014?""]",[YES]
"[""Was Naomi Watts a part of the cast but did not portray Lesley Truman in the movie Birdman released in 2014?""]",[NO]
"""Did Lindsay Duncan portray a character named Tabitha Dickinson in the 2014 movie 'Birdman'?""",YES
"""In the 2014 movie 'Birdman', is Lindsay Duncan's character named after a real person?""",NO
"""Did Merritt Wever play the character Annie in the movie 'Birdman' released in 2014?""",YES
"""In the 2014 movie 'Birdman', was the character Annie played by an actor other than Merritt Wever?""",NO
"""Did Jeremy Shamos play the character named Ralph in the 2014 movie 'Birdman'?""",YES
"""In the 2014 movie 'Birdman', was the character Ralph portrayed by an actor other than Jeremy Shamos?""",NO
"""Did Bill Camp play the role of a 'Crazy Man' in the 2014 movie 'Birdman'?""",YES
"""In the movie 'Birdman' released in 2014, was the character 'Crazy Man' portrayed by an actor other than Bill Camp?""",NO
"[""Did Damian Young play the character Gabriel in the 2014 movie 'Birdman'?""]",[YES]
"[""Was Damian Young's character named Michael in the 2014 movie 'Birdman'?""]",[NO]
"[""Was the character Larry in the 2014 film 'Birdman' played by an actor named Michael Siberry?""]",[YES]
"[""Did Michael Siberry play a character named John in the 2014 movie 'Birdman'?""]",[NO]
"[""Did Clark Middleton play the character Sydney in the 2014 movie 'Birdman'?""]",[YES]
"[""In the movie 'Birdman' released in 2014, was Sydney portrayed by an actor other than Clark Middleton?""]",[NO]
"[""Was Natalie Gold not a part of the cast for the 2014 movie 'Birdman', performing as Clara?""]",[NO]
"[""Did Natalie Gold perform as Clara in the 2014 movie 'Birdman'?""]",[YES]
"[""Did Paula Pell play the role of a lady in a restaurant in the 2014 movie 'Birdman'?""]",[NO]
"[""In the movie 'Birdman' released in 2014, did Paula Pell portray the character 'Lady in Bar'?""]",[YES]
"[""Was David Fierro not part of the cast in the 2014 movie 'Birdman'?""]",[NO]
"[""Did David Fierro play the role of 'Man in Bar' in the 2014 movie 'Birdman'?""]",[YES]
"""Did Donna Lynne Champlin portray the character of Broadway Lady in the movie 'Birdman' released in 2014?""",YES
"""Was Donna Lynne Champlin the main lead in the movie 'Birdman' released in 2014?""",NO
"""Did Craig muMs Grant not perform as Broadway Man in the 2014 movie Birdman?""",NO
"""Did actor Craig muMs Grant perform as Broadway Man in the 2014 movie Birdman?""",YES
"[""Was Jackie Hoffman not part of the cast in the 2014 movie Birdman?""]",[NO]
"[""Did actress Jackie Hoffman play the role of 'Mary Lady on Balcony' in the 2014 movie Birdman?""]",[YES]
"[""Did Susan Blackwell play the role of the main character in the 2014 movie 'Birdman'?""]",[NO]
"[""In the 2014 movie 'Birdman', did Susan Blackwell portray the character of Intermission Woman?""]",[YES]
"[""Did Stephen Adly Guirgis play the role of a Good Neighbor in the 2014 movie 'Birdman'?""]",[YES]
"[""Was Stephen Adly Guirgis cast as the main character in the 2014 movie 'Birdman'?""]",[NO]
