Question,Answer
"[""Did Margot Robbie portray a character other than 'Stereotypical Barbie' in the 2023 movie 'Barbie'?""]",[NO]
"[""In the movie 'Barbie' released in 2023, was the character 'Stereotypical Barbie' portrayed by Margot Robbie?""]",[YES]
"[""Did Issa Rae play a character other than President Barbie in the 2023 movie 'Barbie'?""]",[NO]
"[""In the 2023 movie 'Barbie', did Issa Rae play the role of President Barbie, the ruler of Barbieland?""]",[YES]
"""Did Kate McKinnon not portray the character of Weird Barbie in the 2023 movie 'Barbie'?""",NO
"""In the 2023 movie 'Barbie', does Kate McKinnon play the character of Weird Barbie who lives in the Weird House and has knowledge of the lands outside of Barbieland?""",YES
"[""Did Alexandra Shipp play the role of a director in the 2023 movie 'Barbie'?""]",[NO]
"[""In the 2023 movie 'Barbie', did Alexandra Shipp play the role of Writer Barbie?""]",[YES]
"[""Did Emma Mackey portray the character of Physicist Barbie in the 2023 movie 'Barbie'?""]",[YES]
"[""Is Emma Mackey's role in the 2023 movie 'Barbie' unrelated to the character of Physicist Barbie?""]",[NO]
"""In the 2023 movie 'Barbie', is the character Dr. Barbie played by an actor named John Smith?""",NO
"""Does Hari Nef portray the character Dr. Barbie in the 2023 movie 'Barbie'?""",YES
"[""Did Sharon Rooney portray the role of a firefighter in the 2023 movie 'Barbie'?""]",[NO]
"[""In the 2023 movie 'Barbie', did Sharon Rooney portray the character of Lawyer Barbie?""]",[YES]
"""In the 2023 movie 'Barbie', is the character Judge Barbie played by an actor named John Smith?""",NO
"""Does Ana Cruz Kayne play the character Judge Barbie in the 2023 movie 'Barbie'?""",YES
"""Did Ritu Arya not play the role of Journalist Barbie in the 2023 movie 'Barbie'?""",NO
"""Did Ritu Arya portray the character of Journalist Barbie in the 2023 release of the movie 'Barbie'?""",YES
"[""Did Dua Lipa not play the character of Mermaid Barbie in the 2023 movie 'Barbie'?""]",[NO]
"[""Did Dua Lipa play the character of Mermaid Barbie in the 2023 movie 'Barbie'?""]",[YES]
"[""Did Nicola Coughlan not portray the character of Diplomat Barbie in the 2023 movie 'Barbie'?""]",[NO]
"[""Did Nicola Coughlan portray the character of Diplomat Barbie in the 2023 movie 'Barbie'?""]",[YES]
"[""Did Ryan Gosling not portray the character 'Beach Ken' in the 2023 movie 'Barbie'?""]",[NO]
"[""Did Ryan Gosling portray the character 'Beach Ken' in the 2023 movie 'Barbie'?""]",[YES]
"""Did Simu Liu play the role of Tourist Ken in the 2023 movie 'Barbie'?""",YES
"""In the 2023 movie 'Barbie', was the character of Tourist Ken portrayed by an actor other than Simu Liu?""",NO
"""Did Kingsley Ben-Adir portray the character Basketball Ken in the 2023 movie 'Barbie'?""",YES
"""Was Kingsley Ben-Adir's character in the 2023 movie 'Barbie' named Football Ken?""",NO
"[""Did Ncuti Gatwa not play the role of Artist Ken in the 2023 movie, Barbie?""]",[NO]
"[""Did Ncuti Gatwa play the role of Artist Ken in the 2023 movie, Barbie?""]",[YES]
"""Did Scott Evans portray a character other than Stereotypical Ken in the 2023 movie Barbie?""",NO
"""Did Scott Evans portray the character Stereotypical Ken in the 2023 movie Barbie?""",YES
"""Is it true that John Cena did not play the role of Kenmaid in the 2023 movie 'Barbie'?""",NO
"""In the 2023 movie 'Barbie', does John Cena play the character Kenmaid, a merman Ken?""",YES
"[""Did America Ferrera play the role of Barbie in the 2023 movie 'Barbie'?""]",[NO]
"[""In the 2023 movie 'Barbie', did America Ferrera play the role of Gloria, a Mattel employee who helps Barbie in the real world?""]",[YES]
"[""Did Ariana Greenblatt play the role of Gloria's daughter, Sasha, in the 2023 release of the movie 'Barbie'?""]",[YES]
"[""In the movie 'Barbie' released in 2023, was Sasha played by an actress other than Ariana Greenblatt?""]",[NO]
"[""Did Helen Mirren play a role other than the narrator in the 2023 release of the movie 'Barbie'?""]",[NO]
"[""In the 2023 movie 'Barbie', is Helen Mirren the voice of the narrator?""]",[YES]
"""Is Will Ferrell playing the role of a school teacher in the 2023 movie 'Barbie'?""",NO
"""In the 2023 movie 'Barbie', does Will Ferrell portray the character of the unnamed CEO of Mattel?""",YES
"Question 1: [""In the 2023 movie 'Barbie', did Connor Swindells play the role of a high-level Mattel executive?""]","[NO]

    Question 2: [""In the 2023 film 'Barbie', does Connor Swindells portray the character Aaron Dinkins, a low-level Mattel employee?""]"
"[""Is Emerald Fennell not part of the cast of the 2023 movie 'Barbie'?""]",[NO]
"[""Did Emerald Fennell play the character Midge in the 2023 film 'Barbie'?""]",[YES]
"""Did Asim Chaudhry play the role of a Mattel warehouse employee in the 2023 movie 'Barbie'?""",YES
"""Did Asim Chaudhry play the role of a Barbie in the 2023 movie 'Barbie'?""",NO
"""In the 2023 release of the movie 'Barbie', was Ray Fearon not cast as Dan at the FBI?""",NO
"""Was Ray Fearon cast as Dan at the FBI in the 2023 movie 'Barbie'?""",YES
"[""Did Erica Ford not play the role of Skipper, one of Barbie's neighbors, in the 2023 release of the movie 'Barbie'?""]",[NO]
"[""Did Erica Ford play the role of Skipper, one of Barbie's neighbors, in the 2023 release of the movie 'Barbie'?""]",[YES]
"[""Is the character 'Mette Narrative' not associated with the character 'Barbie Video Girl' in the 2023 movie 'Barbie'?""]",[NO]
"[""In the 2023 movie 'Barbie', does the character 'Mette Narrative' play the role of 'Barbie Video Girl', a doll with a TV on her back who is among the discontinued dolls living with Weird Barbie?""]",[YES]
"""In the 2023 movie 'Barbie', did Marisa Abela play the role of a character other than Teen Talk Barbie?""",NO
"""In the 2023 movie 'Barbie', is Teen Talk Barbie a character that is among the discontinued dolls living with Weird Barbie, portrayed by Marisa Abela?""",YES
"""In the 2023 movie 'Barbie', did Lucy Boynton play the role of a character named Proust Barbie?""",YES
"""Did Lucy Boynton's character, Proust Barbie, have a major role with lots of screen time in the 2023 movie 'Barbie'?""",NO
"Question 1: [""In the 2023 movie 'Barbie', did Rob Brydon play the character of Barbie?""]","[NO]

Question 2: [""In the 2023 movie 'Barbie', did Rob Brydon play the character of Sugar Daddy Ken?""]"
"[""Is it true that in the 2023 movie 'Barbie', the character played by Rob Brydon is named 'Sugar'?""]",[NO]
"[""In the movie 'Barbie' released in 2023, does Sugar Daddy Ken's toy puppy, named 'Sugar', have a relation to Rob Brydon's character?""]",[YES]
"[""In the 2023 release of the movie 'Barbie', was the character Earring Magic Ken portrayed by an actor other than Tom Stourton?""]",[NO]
"[""Does Tom Stourton play the role of Earring Magic Ken in the 2023 movie 'Barbie'?""]",[YES]
"""In the 2023 movie 'Barbie', did Tom Stourton's character not share a relationship with Weird Barbie?""",NO
"""In the 2023 release 'Barbie', does a relationship exist between Tom Stourton's character Earring Magic Ken and Weird Barbie?""",YES
"[""In the 2023 movie 'Barbie', did Ann Roth portray the character of a man on the bench?""]",[NO]
