Question,Answer
"Is Aftab Shivdasani not portraying the character Rahul Tiwari in the movie ""Kya Yehi Pyaar Hai"" released in 2002?",NO
"Does Aftab Shivdasani play the character Rahul Tiwari in the movie ""Kya Yehi Pyaar Hai"" released in 2002?",YES
"Did Amisha Patel play the role of Sandhya Patil in the movie ""Kya Yehi Pyaar Hai"" released in 2002?",NO
"Is Sandhya Patil a character portrayed by Amisha Patel in the movie ""Kya Yehi Pyaar Hai"" released in 2002?",YES
"Is Jackie Shroff not playing the character Kamlakar Tiwari in the movie ""Kya Yehi Pyaar Hai"" released in 2002?",NO
"Does Jackie Shroff play the character Kamlakar Tiwari in the movie ""Kya Yehi Pyaar Hai"" released in 2002?",YES
"Is Ashish Vidyarthi not a character in the movie ""Kya Yehi Pyaar Hai"" released in 2002?",NO
"Does Ashish Vidyarthi play the character Raja in the movie ""Kya Yehi Pyaar Hai"" released in 2002?",YES
"Does Neena Kulkarni play a character other than Rachna in the movie ""Kya Yehi Pyaar Hai"" released in 2002?",NO
"Is Neena Kulkarni a part of the cast in the movie ""Kya Yehi Pyaar Hai"" released in 2002?",YES
"Does Anupama Verma play a character other than Neha in the movie ""Kya Yehi Pyaar Hai"" released in 2002?",NO
"Is Neha portrayed by Anupama Verma in the movie ""Kya Yehi Pyaar Hai"" released in 2002?",YES
"Did Vrajesh Hirjee portray a character other than Sundar in the movie ""Kya Yehi Pyaar Hai"" released in 2002?",NO
"Is Sundar a character portrayed by Vrajesh Hirjee in the movie ""Kya Yehi Pyaar Hai"" released in 2002?",YES
"Is Sarfaraz Khan not a character in the movie ""Kya Yehi Pyaar Hai"" released in 2002?",NO
"Does Sarfaraz Khan play the role of Peter in the movie ""Kya Yehi Pyaar Hai"" released in 2002?",YES
