Question,Answer
"In the movie ""Jaani Dushman: Ek Anokhi Kahani"" released in 2002, are Divya and Karan Saxena just friends?",NO
"In the movie ""Jaani Dushman: Ek Anokhi Kahani"" released in 2002, are Divya and Karan Saxena in love and engaged?",YES
"In the movie ""Jaani Dushman: Ek Anokhi Kahani"" released in 2002, does Karan Saxena look after Vivek as if he was a stranger?",NO
"In the movie ""Jaani Dushman: Ek Anokhi Kahani"" released in 2002, does Karan Saxena look after Vivek as if he was his brother?",YES
"In the movie ""Jaani Dushman: Ek Anokhi Kahani"" released in 2002, are Divya and Atul not in the same group of best friends?",NO
"In the movie ""Jaani Dushman: Ek Anokhi Kahani"" released in 2002, are Divya and Atul in the same group of best friends?",YES
"Are Divya and Vijay not in the same group of best friends in the movie ""Jaani Dushman: Ek Anokhi Kahani"" released in 2002?",NO
"Are Divya and Vijay in the same group of best friends in the movie ""Jaani Dushman: Ek Anokhi Kahani"" released in 2002?",YES
"Are Atul and Prem Srivastav enemies in the movie ""Jaani Dushman: Ek Anokhi Kahani"" released in 2002?",NO
"Are Atul and Prem Srivastav part of the same group of best friends in ""Jaani Dushman: Ek Anokhi Kahani"" released in 2002?",YES
"Is Rashmi not dating Ashok Kejriwal in the movie ""Jaani Dushman: Ek Anokhi Kahani"" released in 2002?",NO
"Is Ashok Kejriwal dating Rashmi in the movie ""Jaani Dushman: Ek Anokhi Kahani"" released in 2002?",YES
"Is Prem Srivastav openly in love with Rashmi in the movie ""Jaani Dushman: Ek Anokhi Kahani"" released in 2002?",NO
"Does Prem Srivastav secretly love Rashmi in the movie ""Jaani Dushman: Ek Anokhi Kahani"" released in 2002?",YES
"Are Divya and Victor enemies in the movie ""Jaani Dushman: Ek Anokhi Kahani"" released in 2002?",NO
"Are Divya and Victor part of the same group of friends in the movie ""Jaani Dushman: Ek Anokhi Kahani"" released in 2002?",YES
"In the movie ""Jaani Dushman: Ek Anokhi Kahani"" released in 2002, does Rajesh have a platonic relationship with Divya?",NO
"In the movie ""Jaani Dushman: Ek Anokhi Kahani"" released in 2002, does Rajesh always lust for Divya?",YES
"Is Atul breaking up with Pinky Campbell in the movie ""Jaani Dushman: Ek Anokhi Kahani"" released in 2002?",NO
"Is Atul in a romantic relationship with Pinky Campbell in the movie ""Jaani Dushman: Ek Anokhi Kahani"" released in 2002?",YES
"In the movie ""Jaani Dushman: Ek Anokhi Kahani"" released in 2002, did Divya and Kapil have a peaceful love life without any curses or disturbances?",NO
"In the movie ""Jaani Dushman: Ek Anokhi Kahani"" released in 2002, does Divya discover her past life as Vasundhara and her love for Kapil?",YES
"In the movie ""Jaani Dushman: Ek Anokhi Kahani"" released in 2002, does Divya forgive Karan for stopping the students from raping her?",NO
"In the movie ""Jaani Dushman: Ek Anokhi Kahani"" released in 2002, does Karan take action to stop the assault on Divya by the students?",YES
"In the movie ""Jaani Dushman: Ek Anokhi Kahani"", did Rajesh successfully fulfill his lustful intentions towards Divya in the year 2002?",NO
"In the movie ""Jaani Dushman: Ek Anokhi Kahani"", does Karan intervene to stop Rajesh and Madan from attacking Divya in the year 2002?",YES
"In the movie ""Jaani Dushman: Ek Anokhi Kahani"" released in 2002, does Madan succeed in his attempt to rape Divya?",NO
"In the movie ""Jaani Dushman: Ek Anokhi Kahani"" released in 2002, is Karan successful in stopping Madan and Rajesh from attacking Divya?",YES
"In the movie ""Jaani Dushman: Ek Anokhi Kahani"" released in 2002, does Divya forgive the two students who attempted to rape her?",NO
"In ""Jaani Dushman: Ek Anokhi Kahani"" released in 2002, does the principal agree to overlook the incident if Divya forgives the students?",YES
"In the movie ""Jaani Dushman: Ek Anokhi Kahani"" released in 2002, does Rajesh have a peaceful relationship with Vasundhara in their past life?",NO
"In the movie ""Jaani Dushman: Ek Anokhi Kahani"" released in 2002, is Rajesh cursed with separation from Vasundhara until the 21st century due to his actions in a past life?",YES
"In the movie ""Jaani Dushman: Ek Anokhi Kahani"" released in 2002, did Kapil and Vasundhara have a happy ending in their past life?",NO
"Does the plot of ""Jaani Dushman: Ek Anokhi Kahani"" released in 2002 involve a curse that separates Kapil and Vasundhara until the 21st century?",YES
