Question,Answer
"Is Monty not the reincarnation of Ravi in the movie ""Karzzzz"" released in 2008?",NO
"Is Monty the reincarnation of Ravi in the movie ""Karzzzz"" released in 2008?",YES
"Is J.J. Oberoi the biological father of Monty in the movie ""Karzzzz"" released in 2008?",NO
"Is J.J. Oberoi the adoptive father of Monty in the movie ""Karzzzz"" released in 2008?",YES
"In the movie ""Karzzzz"" released in 2008, does Monty have romantic feelings for Tina?",NO
"In the movie ""Karzzzz"" released in 2008, is it true that Monty has romantic feelings for Tina?",YES
"Is Monty in ""Karzzzz"" (2008) unaware of Dr. Dayal's true intentions?",NO
"Does Monty regard Dr. Dayal as a close friend in ""Karzzzz"" (2008)?",YES
"Is Kabira the owner of Tina in the movie ""Karzzzz"" released in 2008?",NO
"Is Kabira the caretaker of Tina in the movie ""Karzzzz"" released in 2008?",YES
"Does Princess Kamini have a romantic relationship with Monty in the movie ""Karzzzz"" released in 2008?",NO
"Do Princess Kamini and Monty meet during a trip to Kenya in the movie ""Karzzzz"" released in 2008?",YES
"Is Princess Kamini not the wife of Ravi Verma in the movie ""Karzzzz"" released in 2008?",NO
"Does Princess Kamini inherit Ravi Verma's wealth after his death in the movie ""Karzzzz"" released in 2008?",YES
"Did Sir Judah win the court case against Ravi Verma in the movie ""Karzzzz"" released in 2008?",NO
"Did Ravi Verma win a court case against Sir Judah in Kenya in the movie ""Karzzzz"" released in 2008?",YES
"Did Ravi Verma survive his visit to Kenya in the movie ""Karzzzz"" released in 2008?",NO
"Is the plot of the movie ""Karzzzz"" released in 2008 centered around Ravi Verma visiting Kenya?",YES
"Did the accident that led to Ravi's death in his previous birth occur in the movie ""Karzzzz"" released in 2008?",NO
"Is the accident a crucial event that connects to Ravi's previous birth in the movie ""Karzzzz"" released in 2008?",YES
"Is Monty a character who is not related to Ravi in the movie ""Karzzzz"" released in 2008?",NO
"Is Monty the reincarnation of Ravi in the movie ""Karzzzz"" released in 2008?",YES
"Is Judah the master of Princess Kamini in the movie ""Karzzzz"" released in 2008?",NO
"Is Judah the mistress of Princess Kamini in the movie ""Karzzzz"" released in 2008?",YES
"Is Tina not involved in Monty's plan to bring Princess Kamini to justice in the movie ""Karzzzz"" released in 2008?",NO
"Are Tina and Kabira involved in Monty's plan to bring Princess Kamini to justice in the movie ""Karzzzz"" released in 2008?",YES
"In the movie ""Karzzzz"" released in 2008, does Monty convince Princess Kamini to marry him without any persuasion?",NO
"In the movie ""Karzzzz"" released in 2008, does Monty convince Princess Kamini to marry him?",YES
"Does Monty forget that Princess Kamini was involved in his death in the movie ""Karzzzz"" released in 2008?",NO
"Does Monty reenact the accident to make Princess Kamini believe that he remembers she killed him in the movie ""Karzzzz"" released in 2008?",YES
"Does Princess Kamini tell the truth to Monty about the decease of Ravi's mother and sister in the movie ""Karzzzz"" released in 2008?",NO
"Is it true that Princess Kamini lies to Monty about the decease of Ravi's mother and sister in the movie ""Karzzzz"" released in 2008?",YES
"Did Monty fail to bring Princess Kamini to justice in the movie ""Karzzzz"" released in 2008?",NO
"Did Monty successfully bring Princess Kamini to justice with Tina and Kabira in the movie ""Karzzzz"" released in 2008?",YES
"Does Kabira appear alone in the movie ""Karzzzz"" released in 2008?",NO
"Is it true that Kabira appears with the police in the movie ""Karzzzz"" released in 2008?",YES
"In the movie ""Karzzzz"" released in 2008, does Judah successfully release Princess Kamini without any conditions?",NO
"In the movie ""Karzzzz"" released in 2008, does Judah hold Tina hostage to demand Princess Kamini's release?",YES
"Is Princess Kamini a character who does not have any connection to Ravi in the movie ""Karzzzz"" released in 2008?",NO
"Does the plot of ""Karzzzz"" released in 2008 involve Princess Kamini arriving at the same spot where Ravi was killed in a previous birth?",YES
"In the movie ""Karzzzz"" released in 2008, does Princess Kamini help Monty escape from the situation he is in?",NO
"In the movie ""Karzzzz"" released in 2008, does Tina try to run away with Monty?",YES
"Did Monty set his car on fire to save Princess Kamini in the movie ""Karzzzz"" released in 2008?",NO
"Does Monty set his car on fire, which ultimately leads to the death of Princess Kamini in the movie ""Karzzzz"" released in 2008?",YES
"Is Monty still separated from Tina at the end of ""Karzzzz"" released in 2008?",NO
"Do Monty and Tina end up together in ""Karzzzz"" released in 2008?",YES
