Question,Answer
Was Nitya Mehra the assistant director for the movie Baar Baar Dekho released in 2016?,NO
Did Excel Entertainment produce the movie Baar Baar Dekho in 2016?,YES
"Was Aamir Khan attached to the film ""Baar Baar Dekho"" produced by Excel Entertainment in 2016?",NO
"Is ""Baar Baar Dekho"" a film produced by Excel Entertainment in 2016?",YES
Is Deepika Padukone the lead actress in the movie Baar Baar Dekho released in 2016?,NO
Was Baar Baar Dekho produced by Excel Entertainment in 2016?,YES
Was Anushka Sharma the female lead in the movie Baar Baar Dekho released in 2016?,NO
Did Excel Entertainment produce the movie Baar Baar Dekho in 2016?,YES
"Did Karan Johar co-produce the film ""Baar Baar Dekho"" released in 2016 with any other production company besides Excel Entertainment?",NO
"Was ""Baar Baar Dekho"" released in 2016 co-produced by Karan Johar and Excel Entertainment?",YES
Was Sidharth Malhotra announced as the male lead for the film Baar Baar Dekho produced by Excel Entertainment in 2016?,NO
Is Excel Entertainment the production company behind the movie Baar Baar Dekho released in 2016?,YES
"Did Katrina Kaif appear in the movie ""Baar Baar Dekho"" released in 2016 opposite anyone other than Sidharth Malhotra?",NO
"Was Sidharth Malhotra featured in the film ""Baar Baar Dekho"" released in 2016 opposite Katrina Kaif?",YES
"Did the principal photography for the movie ""Baar Baar Dekho"" begin after 28 August 2015?",NO
"Was the principal photography for ""Baar Baar Dekho"" conducted in Glasgow, Scotland in 2016?",YES
"Was the filming of ""Baar Baar Dekho"" in 2016 not continued in Delhi from November 2015 onwards?",NO
"Did ""Baar Baar Dekho"" have filming that continued in Delhi from November 2015 onwards in 2016?",YES
"Was the filming of ""Baar Baar Dekho"" in 2016 started before November 2015?",NO
"Did the filming of ""Baar Baar Dekho"" continue in Mumbai in 2016?",YES
"Did the filming of ""Baar Baar Dekho"" take place in Krabi, Thailand in 2016?",NO
"Was ""Baar Baar Dekho"" filmed in Krabi, Thailand for a week in February 2016?",YES
