Question,Answer
"Does the movie ""Jabariya Jodi"" released in 2019 feature Sidharth Malhotra in a supporting role as Abhay Bunty Singh?",NO
"Is Sidharth Malhotra the lead actor playing the character Abhay Bunty Singh in the movie ""Jabariya Jodi"" released in 2019?",YES
"In the movie ""Jabariya Jodi"" released in 2019, does Parineeti Chopra play the character of Babli Yadav in all scenes?",NO
"In the movie ""Jabariya Jodi"" released in 2019, does Parineeti Chopra portray Babli Yadav in some scenes?",YES
Does Javed Jaffrey play a role in the movie Jabariya Jodi released in 2019 as Hukum Singh?,NO
Is Hukum Singh a character portrayed by Javed Jaffrey in the movie Jabariya Jodi released in 2019?,YES
Did Sanjay Mishra play a different character than Duniya Lal Yadav in the movie Jabariya Jodi released in 2019?,NO
Is Sanjay Mishra known for playing the role of Duniya Lal Yadav in the movie Jabariya Jodi released in 2019?,YES
"Did Aparshakti Khurana play the character Santosh Pathak in the movie ""Jabariya Jodi"" released in 2019?",NO
"Is Santosh Pathak a character in the movie ""Jabariya Jodi"" released in 2019?",YES
Does Elli Avram play a character named Zilla in the movie Jabariya Jodi released in 2019?,NO
Is Elli Avram featured in the movie Jabariya Jodi released in 2019?,YES
Does Ruslaan Mumtaz play the role of Kush in the movie Jabariya Jodi released in 2019?,NO
Is Kush a character played by Ruslaan Mumtaz in the movie Jabariya Jodi released in 2019?,YES
"Does Chandan Roy Sanyal play a different character in the movie ""Jabariya Jodi"" released in 2019?",NO
"Is Guddu a character played by Chandan Roy Sanyal in the movie ""Jabariya Jodi"" released in 2019?",YES
Does the character Pathak ji appear in the movie Jabariya Jodi released in 2019 without being portrayed by Neeraj Sood?,NO
Is Neeraj Sood the actor who plays Pathak ji in the movie Jabariya Jodi released in 2019?,YES
Is Arfi Lamba portrayed by someone other than Jeetu in the movie Jabariya Jodi released in 2019?,NO
Is Jeetu a character played by Arfi Lamba in the movie Jabariya Jodi released in 2019?,YES
"Does Yogita Rathore play a role other than Abhay's sister in the movie ""Jabariya Jodi"" released in 2019?",NO
"Is Yogita Rathore portrayed as Abhay's sister in the movie ""Jabariya Jodi"" released in 2019?",YES
Does the movie Jabariya Jodi released in 2019 feature Sheeba Chadda as Abhay's mother?,NO
Is Sheeba Chadda a part of the cast in the movie Jabariya Jodi released in 2019?,YES
Did Mohit Baghel play the role of Halla in the movie Jabariya Jodi released in 2019?,NO
Is it true that Mohit Baghel replaces Mohit Daga as Halla in the movie Jabariya Jodi released in 2019?,YES
"Does the movie ""Jabariya Jodi"" released in 2019 feature Gopal Datt as Inspector Tiwari?",NO
"Is Gopal Datt portrayed as Inspector Tiwari in the movie ""Jabariya Jodi"" released in 2019?",YES
Is Aaryan Arora the older version of Abhay in the movie Jabariya Jodi released in 2019?,NO
"Does Aaryan Arora portray the younger version of Abhay in Jabariya Jodi, which was released in 2019?",YES
"Does the movie ""Jabariya Jodi"" released in 2019 feature Anupam Mishra in a role other than a Photographer?",NO
"Is Anupam Mishra portrayed as a Photographer in the movie ""Jabariya Jodi"" released in 2019?",YES
Is Sharad Kapoor not portrayed as Daddan Yadav in the movie Jabariya Jodi released in 2019?,NO
Is Sharad Kapoor portrayed as Daddan Yadav in the movie Jabariya Jodi released in 2019?,YES
