Question,Answer
"Does the movie Great Grand Masti, released in 2016, have music composed by only one composer?",NO
"Is it true that Great Grand Masti, released in 2016, features music composed by Sanjeev-Darshan, Shaarib-Toshi, and Superbia?",YES
Did Sanjeev-Darshan compose the music for the movie Great Grand Masti released in 2016?,NO
Is it true that Sanjeev-Darshan composed the music for the movie Great Grand Masti released in 2016?,YES
Did Shaarib-Toshi compose the music for the movie Great Grand Masti released in 2016?,NO
Is the music in the movie Great Grand Masti from the year 2016 composed by Shaarib-Toshi?,YES
"Did Superbia (Shaan, Gourov & Roshin) compose the music for any other movie besides Great Grand Masti in 2016?",NO
"Is the music for the movie Great Grand Masti in 2016 composed by Superbia (Shaan, Gourov & Roshin)?",YES
"Did the lyrics of the song ""Teri Kamar Ko"" from the movie Great Grand Masti, released in 2016, have a different lyricist than Kumaar?",NO
"Are the lyrics of the song ""Teri Kamar Ko"" from the movie Great Grand Masti, released in 2016, written by Kumaar?",YES
"Did Sanjeev-Darshan compose the song ""Teri Kamar Ko"" for the movie Great Grand Masti released in 2016?",NO
"Is ""Teri Kamar Ko"" a song from the movie Great Grand Masti released in 2016?",YES
"Did Kanika Kapoor sing in the song ""Teri Kamar Ko"" from the movie Great Grand Masti released in 2016?",NO
"Is ""Teri Kamar Ko"" a song featured in the movie Great Grand Masti released in 2016?",YES
"Did the song ""Resham Ka Rumaal"" from the movie Great Grand Masti, released in 2016, have its lyrics written by someone other than Manoj Yadav?",NO
"Were the lyrics of the song ""Resham Ka Rumaal"" from the movie Great Grand Masti, released in 2016, penned by Manoj Yadav?",YES
"Did Shaarib-Toshi compose the song ""Resham Ka Rumaal"" for the movie Great Grand Masti released in 2016?",NO
"Is ""Resham Ka Rumaal"" a song composed by Shaarib-Toshi for the movie Great Grand Masti released in 2016?",YES
"Did Soniya Sharma sing in the song ""Resham Ka Rumaal"" from the movie Great Grand Masti released in 2016?",NO
"Is Soniya Sharma associated with the song ""Resham Ka Rumaal"" in the movie Great Grand Masti from 2016?",YES
"Is Kumaar known for writing the lyrics of the song ""I Wanna Tera Ishq"" in the movie Great Grand Masti released in 2016?",NO
"Did Kumaar pen the lyrics for the song ""I Wanna Tera Ishq"" in the movie Great Grand Masti released in 2016?",YES
"Did Sanjeev-Darshan compose the song ""I Wanna Tera Ishq"" for the movie Great Grand Masti released in 2016?",NO
"Is ""I Wanna Tera Ishq"" a song from the movie Great Grand Masti released in 2016?",YES
"Did Shivranjani Singh sing in the song ""I Wanna Tera Ishq"" from the movie Great Grand Masti released in 2016?",NO
"Is ""I Wanna Tera Ishq"" a song performed by Shivranjani Singh in the movie Great Grand Masti, which was released in 2016?",YES
"Did Shivangi Bhayana sing in the song ""I Wanna Tera Ishq"" from the movie Great Grand Masti released in 2016?",NO
"Was the song ""I Wanna Tera Ishq"" performed by Shivangi Bhayana in the movie Great Grand Masti released in 2016?",YES
"Did the lyrics of the song ""Lipstick Laga Ke"" from the movie Great Grand Masti, released in 2016, have a different lyricist than Sameer Anjaan?",NO
"Were the lyrics of the song ""Lipstick Laga Ke"" from the movie Great Grand Masti, released in 2016, penned by Sameer Anjaan?",YES
"Did Superbia (Shaan, Gourov & Roshin) compose the song ""Lipstick Laga Ke"" for the movie ""Great Grand Masti"" released in 2016?",NO
"Is the song ""Lipstick Laga Ke"" from the movie ""Great Grand Masti"" released in 2016 composed by Superbia (Shaan, Gourov & Roshin)?",YES
"Did Shaan sing in the song ""Lipstick Laga Ke"" from the movie Great Grand Masti released in 2016?",NO
"Is it true that Shaan performed a song in the movie Great Grand Masti, which was released in 2016?",YES
"Did Payal Dev sing in the song ""Lipstick Laga Ke"" from the movie Great Grand Masti released in 2016?",NO
"Is ""Lipstick Laga Ke"" a song featured in the movie Great Grand Masti released in 2016?",YES
Did the music rights of the movie Great Grand Masti released in 2016 belong to a different company than Zee Music Company?,NO
Are the music rights of the movie Great Grand Masti released in 2016 acquired by Zee Music Company?,YES
