Question,Answer
"Did Raj Kapoor want to cast Lata Mangeshkar in ""Satyam Shivam Sundaram"" (2014) because of her ordinary face?",NO
"Was Lata Mangeshkar considered for her golden voice in ""Satyam Shivam Sundaram"" (2014)?",YES
"Did Hema Malini, Dimple Kapadia, and Vidya Sinha accept the role before Zeenat Aman in the movie ""Satyam Shivam Sundaram"" released in 2014?",NO
"Was Zeenat Aman ultimately cast in the role for the movie ""Satyam Shivam Sundaram"" released in 2014 after others refused?",YES
Was Rajesh Khanna cast in the male lead role in the movie Satyam Shivam Sundaram released in 2014?,NO
Did Shashi Kapoor end up being the male lead in the movie Satyam Shivam Sundaram released in 2014?,YES
"Is it true that ""Satyam Shivam Sundaram"" released in 2014 does not have any scenes involving aman's breasts in a transparent, wet white sari?",NO
"Did ""Satyam Shivam Sundaram"" released in 2014 receive an A (Adults Only) certificate due to the exposure of aman's breasts in a transparent, wet white sari?",YES
"Is Kumar Gaurav credited as himself in the movie ""Satyam Shivam Sundaram"" released in 2014?",NO
"Was Kumar Gaurav an assistant director credited as ""Manoj Kumar"" in the movie ""Satyam Shivam Sundaram"" released in 2014?",YES
