Question,Answer
"Did Nikhil-Vinay compose the soundtrack for the movie ""Deshdrohi"" released in 2011?",NO
"Is the soundtrack of the movie ""Deshdrohi"" released in 2011 composed by Nikhil-Vinay?",YES
"Did Shaan sing ""Ye Ishq Gunah"" in the movie ""Deshdrohi"" released in 2011?",NO
"Is ""Ye Ishq Gunah"" part of the soundtrack for the movie ""Deshdrohi"" released in 2011?",YES
"Did Khushboo Jain sing the male version of ""Ye Ishq Gunah"" in the movie ""Deshdrohi"" released in 2011?",NO
"Did Khushboo Jain sing the female version of ""Ye Ishq Gunah"" in the movie ""Deshdrohi"" released in 2011?",YES
"Did the movie ""Deshdrohi"" released in 2011 feature the song ""Tu Jaan Se"" sung by Zuban?",NO
"Is ""Tu Jaan Se"" part of the soundtrack in the movie ""Deshdrohi"" released in 2011?",YES
Did Shweta Pandit sing any other songs in the movie Deshdrohi released in 2011?,NO
"Did Shweta Pandit sing ""Tu Jaan Se"" in the soundtrack of the movie Deshdrohi released in 2011?",YES
"Did Udit Narayan sing the song ""Mera Vaada Raha"" in the movie ""Deshdrohi"" released in 2011?",NO
"Is ""Mera Vaada Raha"" part of the soundtrack in the movie ""Deshdrohi"" released in 2011?",YES
"Did Mahalakshmi Iyer sing ""Mera Vaada Raha"" in the movie ""Deshdrohi"" released in 2011? The answer is NO.",NO
"Is ""Mera Vaada Raha"" part of the soundtrack in the movie ""Deshdrohi"" released in 2011? The answer is YES.",YES
"Did Sukhwinder Singh not sing ""Bewaja Yun"" in the soundtrack of the movie ""Deshdrohi"" released in 2011?",NO
"Did Sukhwinder Singh sing ""Bewaja Yun"" in the soundtrack of the movie ""Deshdrohi"" released in 2011?",YES
"Did Khushboo Jain sing ""Bewaja Yun"" in the movie ""Deshdrohi"" released in 2011?",NO
"Is ""Bewaja Yun"" a song from the soundtrack of the movie ""Deshdrohi"" released in 2011?",YES
"Did Zubeen Garg sing the song ""Mere Halaat"" in the movie ""Deshdrohi"" released in 2011?",NO
"Was ""Mere Halaat"" part of the soundtrack in the movie ""Deshdrohi"" released in 2011?",YES
"Does the song ""Tujhe Dekhoon To"" sung by Shaan appear in the movie Deshdrohi released in 2011?",NO
"Is ""Tujhe Dekhoon To"" part of the soundtrack in the movie Deshdrohi released in 2011?",YES
"Did Shweta Pandit sing any other songs in the movie ""Deshdrohi"" released in 2011?",NO
"Is ""Tujhe Dekhoon To"" part of the soundtrack in the movie ""Deshdrohi"" released in 2011?",YES
"Did Shaan sing ""Hum Karke Pyar"" in the movie ""Deshdrohi"" released in 2011?",NO
"Is ""Hum Karke Pyar"" part of the soundtrack in the movie ""Deshdrohi"" released in 2011?",YES
Did Shreya Ghoshal sing any songs in the movie Deshdrohi released in 2011?,NO
"Is ""Hum Karke Pyar"" a song from the soundtrack of the movie Deshdrohi released in 2011?",YES
