Question,Answer
"Did Mangal disapprove of Jeetu's marriage with Shruti in the movie ""Chup Chup Ke"" released in 2006?",NO
"Did Mangal approve of Jeetu's marriage with Shruti after discovering that he is not deaf and mute in the movie ""Chup Chup Ke"" released in 2006?",YES
"Did Jeetu remain married to Pooja throughout the movie ""Chup Chup Ke"" released in 2006?",NO
"Did Jeetu fall in love with Shruti in the movie ""Chup Chup Ke"" released in 2006?",YES
"In the movie ""Chup Chup Ke"" released in 2006, does Mangal disapprove of Shruti's love for Jeetu?",NO
"In the movie ""Chup Chup Ke"" released in 2006, does Mangal approve of the marriage between Shruti and Jeetu?",YES
"In the movie ""Chup Chup Ke"" released in 2006, did Gundya and Bandya successfully deliver the suitcase of money to Jeetu's family?",NO
"In the movie ""Chup Chup Ke"" released in 2006, are Gundya and Bandya sent by Mangal to deliver money?",YES
"In the movie ""Chup Chup Ke"" released in 2006, does Gundya and Bandya deliver a suitcase of money to Jeetu's family for their financial well-being?",NO
"In the movie ""Chup Chup Ke"" released in 2006, is the delivery of money to Jeetu's family intended to secure their financial well-being?",YES
"Did Jaidev demand that Gundya and Bandya take him to Jeetu in the movie ""Chup Chup Ke"" released in 2006?",NO
"Is Jeetu's family involved in the plot of the movie ""Chup Chup Ke"" released in 2006?",YES
"Did Jeetu's family agree to let him marry Shruti instead of Pooja in the movie ""Chup Chup Ke"" released in 2006?",NO
"Did Jeetu's family demand that he marry Pooja instead of Shruti on the day of the wedding in the movie ""Chup Chup Ke"" released in 2006?",YES
"In the movie ""Chup Chup Ke"" released in 2006, does Pooja have a change of heart about marrying Jeetu after learning that Shruti is mute?",NO
"In the movie ""Chup Chup Ke"" released in 2006, does Pooja tell Jeetu to marry Shruti after discovering her condition?",YES
